No, waktu, accx, accY, accZ
1,  09:16:34,-7488,1253,-2146
2,  09:16:34,-7536,1418,-2036
3,  09:16:34,-7528,1532,-1998
4,  09:16:35,-7361,1422,-2232
5,  09:16:35,-7404,1254,-2460
6,  09:16:35,-7492,1211,-2374
7,  09:16:35,-7520,1323,-2230
8,  09:16:35,-7463,1462,-2053
9,  09:16:35,-7509,1570,-2002
10,  09:16:35,-7512,1541,-2040
11,  09:16:35,-7518,1443,-2102
12,  09:16:36,-7508,1322,-2170
13,  09:16:36,-7440,1270,-2225
14,  09:16:36,-7510,1336,-2238
15,  09:16:36,-7471,1326,-2226
16,  09:16:36,-7513,1306,-2194
17,  09:16:36,-7498,1277,-2169
18,  09:16:36,-7504,1282,-2181
19,  09:16:36,-7494,1303,-2139
20,  09:16:36,-7508,1353,-2163
21,  09:16:37,-7482,1365,-2115
22,  09:16:37,-7472,1329,-2204
23,  09:16:37,-7485,1352,-2198
24,  09:16:37,-7484,1325,-2238
25,  09:16:37,-7453,1364,-2241
26,  09:16:37,-7498,1347,-2234
27,  09:16:37,-7485,1306,-2241
28,  09:16:37,-7567,1364,-2272
29,  09:16:37,-7491,1280,-2210
30,  09:16:37,-7372,1346,-2090
31,  09:16:37,-7487,1381,-2270
32,  09:16:37,-7457,1317,-2280
33,  09:16:37,-7489,1298,-2221
34,  09:16:37,-7484,1402,-2098
35,  09:16:37,-7447,1443,-2269
36,  09:16:37,-7486,1342,-2317
37,  09:16:37,-7484,1267,-2215
38,  09:16:37,-7491,1296,-2158
39,  09:16:37,-7439,1357,-2282
40,  09:16:37,-7535,1622,-2201
41,  09:16:37,-7486,1592,-2203
42,  09:16:37,-7391,1442,-2223
43,  09:16:37,-7447,1227,-2306
44,  09:16:37,-7452,1204,-2254
45,  09:16:37,-7583,1253,-2212
46,  09:16:37,-7526,1281,-2128
47,  09:16:37,-7535,1281,-2112
48,  09:16:37,-7522,1266,-2165
49,  09:16:37,-7613,1389,-1976
50,  09:16:37,-7553,1343,-2346
51,  09:16:37,-7911,1129,-2612
52,  09:16:37,-7845,1600,-786
53,  09:16:37,-7301,1443,-1938
54,  09:16:37,-7176,1212,-1719
55,  09:16:37,-7623,1366,-2030
56,  09:16:37,-7545,1390,-2353
57,  09:16:37,-7237,1269,-2420
58,  09:16:37,-7709,1123,-2787
59,  09:16:38,-7597,1272,-1710
60,  09:16:38,-7323,1176,-1857
61,  09:16:38,-7501,1195,-2106
62,  09:16:38,-7466,1388,-2174
63,  09:16:38,-7453,1244,-1912
64,  09:16:38,-7241,1073,-2696
65,  09:16:38,-8052,1505,-1883
66,  09:16:38,-7631,1322,-1894
67,  09:16:38,-7555,1365,-1852
68,  09:16:38,-7674,1430,-1669
69,  09:16:38,-7666,1378,-1741
70,  09:16:38,-7626,1259,-1816
71,  09:16:38,-7568,1158,-1903
72,  09:16:38,-7610,1230,-1976
73,  09:16:38,-7209,970,-2452
74,  09:16:38,-6975,268,-3175
75,  09:16:38,-8192,1333,-1070
76,  09:16:38,-7377,1570,-739
77,  09:16:38,-7455,1782,-2395
78,  09:16:38,-7173,2153,-1662
79,  09:16:38,-7599,2117,-1343
80,  09:16:38,-7826,1801,-1527
81,  09:16:38,-7680,1184,-1605
82,  09:16:38,-7645,767,-1916
83,  09:16:38,-7770,761,-1654
84,  09:16:38,-7762,756,-1778
85,  09:16:38,-7649,934,-1690
86,  09:16:38,-7642,1099,-1792
87,  09:16:38,-7633,1238,-1844
88,  09:16:38,-7806,1486,-1744
89,  09:16:38,-7652,1499,-1550
90,  09:16:38,-7723,1505,-1588
91,  09:16:38,-7579,1638,-1507
92,  09:16:38,-7529,1343,-1700
93,  09:16:38,-7627,997,-1681
94,  09:16:38,-7829,905,-1444
95,  09:16:38,-7725,834,-1609
96,  09:16:39,-7692,1141,-1662
97,  09:16:39,-7694,1381,-1739
98,  09:16:39,-7564,1412,-1836
99,  09:16:39,-7550,1382,-1815
100,  09:16:39,-7582,1120,-1692
101,  09:16:39,-7691,984,-1753
102,  09:16:39,-7747,1167,-1552
103,  09:16:39,-7592,1262,-1645
104,  09:16:39,-7597,1207,-1735
105,  09:16:39,-7660,1223,-1765
106,  09:16:39,-7716,1199,-1764
107,  09:16:39,-7647,1041,-1730
108,  09:16:39,-7544,1029,-1850
109,  09:16:39,-7549,1115,-1768
110,  09:16:39,-7966,1070,-1994
111,  09:16:39,-8066,1033,-1821
112,  09:16:39,-7504,964,-2344
113,  09:16:39,-7076,1076,-2071
114,  09:16:39,-7630,1226,-1771
115,  09:16:39,-7735,1395,-1586
116,  09:16:39,-7351,1273,-1931
117,  09:16:39,-7601,1070,-2353
118,  09:16:39,-7654,1147,-1908
119,  09:16:39,-7399,1262,-1667
120,  09:16:39,-7837,872,-2336
