No, waktu, accx, accY, accZ
1,  08:16:27,-7459,1277,-1897
2,  08:16:27,-7510,1291,-1904
3,  08:16:27,-7478,1308,-1924
4,  08:16:27,-7436,1315,-1879
5,  08:16:27,-7441,1312,-1906
6,  08:16:27,-7466,1291,-1922
7,  08:16:27,-7460,1276,-1935
8,  08:16:27,-7496,1292,-1920
9,  08:16:27,-7446,1303,-1850
10,  08:16:27,-7491,1269,-1899
11,  08:16:27,-7458,1318,-1945
12,  08:16:27,-7420,1295,-1920
13,  08:16:27,-7470,1317,-1925
14,  08:16:27,-7440,1310,-1934
15,  08:16:27,-7478,1297,-1977
16,  08:16:27,-7462,1270,-1955
17,  08:16:27,-7386,1300,-1896
18,  08:16:27,-7479,1281,-1954
19,  08:16:27,-7469,1306,-1990
20,  08:16:27,-7396,1320,-1906
21,  08:16:27,-7411,1285,-1893
22,  08:16:27,-7455,1293,-1908
23,  08:16:27,-7505,1287,-1934
24,  08:16:27,-7466,1299,-1934
25,  08:16:27,-7452,1297,-1931
26,  08:16:27,-7443,1278,-1932
27,  08:16:27,-7457,1299,-1946
28,  08:16:27,-7446,1313,-1934
29,  08:16:27,-7442,1286,-1924
30,  08:16:28,-7449,1288,-1872
31,  08:16:28,-7441,1321,-1916
32,  08:16:28,-7499,1299,-1863
33,  08:16:28,-7465,1312,-1840
34,  08:16:28,-7455,1279,-1912
35,  08:16:28,-7419,1240,-1922
36,  08:16:28,-7469,1266,-1930
37,  08:16:28,-7505,1320,-1908
38,  08:16:28,-7464,1324,-1832
39,  08:16:28,-7457,1331,-1910
40,  08:16:28,-7453,1376,-1857
41,  08:16:28,-7466,1373,-1759
42,  08:16:28,-7500,1359,-1843
43,  08:16:28,-7505,1340,-1820
44,  08:16:28,-7498,1349,-1844
45,  08:16:28,-7471,1350,-1849
46,  08:16:28,-7461,1365,-1849
47,  08:16:28,-7488,1321,-1872
48,  08:16:28,-7476,1345,-1862
49,  08:16:28,-7459,1341,-1827
50,  08:16:28,-7466,1321,-1837
51,  08:16:28,-7480,1330,-1834
52,  08:16:28,-7490,1312,-1767
53,  08:16:28,-7472,1320,-1827
54,  08:16:28,-7466,1348,-1818
55,  08:16:28,-7500,1358,-1818
56,  08:16:28,-7491,1354,-1801
57,  08:16:28,-7443,1348,-1804
58,  08:16:28,-7462,1320,-1812
59,  08:16:29,-7506,1321,-1816
60,  08:16:29,-7499,1316,-1805
61,  08:16:29,-7508,1312,-1826
62,  08:16:29,-7481,1343,-1832
63,  08:16:29,-7449,1335,-1748
64,  08:16:29,-7492,1318,-1783
65,  08:16:29,-7503,1310,-1809
66,  08:16:29,-7515,1331,-1812
67,  08:16:29,-7488,1338,-1809
68,  08:16:29,-7468,1289,-1808
69,  08:16:29,-7475,1300,-1839
70,  08:16:29,-7503,1304,-1816
71,  08:16:29,-7467,1314,-1827
72,  08:16:29,-7481,1322,-1823
73,  08:16:29,-7505,1302,-1825
74,  08:16:29,-7497,1359,-1805
75,  08:16:29,-7447,1330,-1839
76,  08:16:29,-7481,1327,-1827
77,  08:16:29,-7489,1337,-1844
78,  08:16:29,-7510,1365,-1809
79,  08:16:29,-7485,1323,-1830
80,  08:16:29,-7515,1334,-1872
81,  08:16:29,-7464,1337,-1797
82,  08:16:29,-7444,1294,-1817
83,  08:16:29,-7534,1302,-1884
84,  08:16:30,-7455,1313,-1855
85,  08:16:30,-7440,1305,-1816
86,  08:16:30,-7470,1332,-1811
87,  08:16:30,-7485,1306,-1860
88,  08:16:30,-7521,1302,-1884
89,  08:16:30,-7469,1310,-1866
90,  08:16:30,-7458,1285,-1876
91,  08:16:30,-7475,1301,-1865
92,  08:16:30,-7461,1293,-1861
93,  08:16:30,-7488,1321,-1899
94,  08:16:30,-7469,1325,-1872
95,  08:16:30,-7459,1309,-1879
96,  08:16:30,-7494,1304,-1899
97,  08:16:30,-7468,1336,-1903
98,  08:16:30,-7448,1315,-1928
99,  08:16:30,-7464,1329,-1921
100,  08:16:30,-7438,1304,-1929
101,  08:16:30,-7472,1305,-1960
102,  08:16:30,-7455,1317,-1928
103,  08:16:30,-7492,1315,-1854
104,  08:16:30,-7480,1312,-1993
105,  08:16:30,-7458,1322,-1910
106,  08:16:30,-7431,1328,-1879
107,  08:16:30,-7430,1320,-1901
108,  08:16:30,-7459,1321,-1894
109,  08:16:30,-7481,1310,-1958
110,  08:16:30,-7409,1332,-1944
111,  08:16:30,-7417,1329,-1923
112,  08:16:30,-7465,1322,-1964
113,  08:16:31,-7474,1320,-1973
114,  08:16:31,-7415,1335,-1947
115,  08:16:31,-7405,1320,-1937
116,  08:16:31,-7474,1339,-1949
117,  08:16:31,-7477,1312,-1975
118,  08:16:31,-7448,1301,-1958
119,  08:16:31,-7441,1297,-1922
120,  08:16:31,-7473,1310,-1915
121,  08:16:31,-7445,1324,-1938
122,  08:16:31,-7442,1315,-1970
123,  08:16:31,-7471,1330,-1969
124,  08:16:31,-7437,1310,-1857
125,  08:16:31,-7487,1325,-1967
126,  08:16:31,-7467,1308,-1933
127,  08:16:31,-7429,1340,-1870
128,  08:16:31,-7431,1314,-1864
129,  08:16:31,-7493,1334,-1931
130,  08:16:31,-7473,1342,-1937
131,  08:16:31,-7428,1329,-1881
132,  08:16:31,-7448,1326,-1902
133,  08:16:31,-7464,1287,-1930
134,  08:16:31,-7453,1314,-1884
135,  08:16:31,-7446,1310,-1886
136,  08:16:31,-7426,1315,-1887
137,  08:16:31,-7476,1323,-1915
138,  08:16:31,-7456,1319,-1878
139,  08:16:31,-7492,1320,-1861
140,  08:16:31,-7453,1321,-1889
