No, waktu, accx, accY, accZ
1,  08:02:41,-7482,1734,-1499
2,  08:02:41,-7448,1743,-1507
3,  08:02:41,-7468,1747,-1527
4,  08:02:41,-7539,1729,-1537
5,  08:02:41,-7466,1725,-1490
6,  08:02:41,-7475,1732,-1501
7,  08:02:41,-7447,1754,-1590
8,  08:02:41,-7449,1736,-1666
9,  08:02:41,-7444,1697,-1628
10,  08:02:41,-7488,1709,-1587
11,  08:02:41,-7517,1728,-1624
12,  08:02:41,-7463,1789,-1725
13,  08:02:41,-7415,1722,-1693
14,  08:02:41,-7430,1747,-1548
15,  08:02:41,-7511,1769,-1584
16,  08:02:41,-7447,1721,-1658
17,  08:02:41,-7453,1750,-1552
18,  08:02:41,-7429,1797,-1577
19,  08:02:41,-7530,1792,-1690
20,  08:02:41,-7404,1775,-1590
21,  08:02:41,-7436,1726,-1680
22,  08:02:41,-7493,1728,-1674
23,  08:02:42,-7481,1762,-1614
24,  08:02:42,-7443,1773,-1629
25,  08:02:42,-7411,1700,-1528
26,  08:02:42,-7507,1773,-1674
27,  08:02:42,-7499,1752,-1721
28,  08:02:42,-7381,1727,-1667
29,  08:02:42,-7419,1771,-1663
30,  08:02:42,-7475,1761,-1649
31,  08:02:42,-7454,1700,-1649
32,  08:02:42,-7455,1661,-1640
33,  08:02:42,-7510,1723,-1660
34,  08:02:42,-7492,1751,-1693
35,  08:02:42,-7425,1712,-1673
36,  08:02:42,-7419,1764,-1644
37,  08:02:42,-7479,1758,-1675
38,  08:02:42,-7496,1730,-1685
39,  08:02:42,-7520,1642,-1617
40,  08:02:42,-7561,1651,-1624
41,  08:02:42,-7518,1667,-1674
42,  08:02:42,-7379,1631,-1658
43,  08:02:42,-7301,1705,-1719
44,  08:02:42,-7459,1761,-1776
45,  08:02:42,-7480,1807,-1762
46,  08:02:42,-7461,1783,-1679
47,  08:02:42,-7409,1757,-1760
48,  08:02:42,-7392,1758,-1760
49,  08:02:42,-7384,1717,-1685
50,  08:02:42,-7436,1746,-1682
51,  08:02:42,-7477,1781,-1710
52,  08:02:42,-7469,1737,-1719
53,  08:02:42,-7423,1743,-1695
54,  08:02:42,-7414,1741,-1708
55,  08:02:42,-7442,1753,-1713
56,  08:02:42,-7439,1742,-1722
57,  08:02:43,-7411,1787,-1767
58,  08:02:43,-7401,1765,-1710
59,  08:02:43,-7417,1775,-1750
60,  08:02:43,-7446,1779,-1764
61,  08:02:43,-7394,1778,-1821
62,  08:02:43,-7370,1793,-1791
63,  08:02:43,-7382,1729,-1802
64,  08:02:43,-7412,1737,-1803
65,  08:02:43,-7429,1797,-1878
66,  08:02:43,-7388,1757,-1737
67,  08:02:43,-7398,1730,-1690
68,  08:02:43,-7441,1719,-1702
69,  08:02:43,-7498,1730,-1705
70,  08:02:43,-7458,1692,-1702
71,  08:02:43,-7423,1687,-1743
72,  08:02:43,-7444,1730,-1721
73,  08:02:43,-7463,1720,-1705
74,  08:02:43,-7466,1688,-1711
75,  08:02:43,-7440,1690,-1763
76,  08:02:43,-7469,1742,-1735
