No, id_percobaan, id_pasien, waktu, accx, accY, accZ, gyroX, gyroY, gyroZ, roll, pitch
1,8,2, 2018-07-09 09:07:23,-7711,1844,1138,1139,-5958,17,100.26,3.68
2,8,2, 2018-07-09 09:07:23,-7705,1785,1089,1076,-6193,26,100.31,3.81
3,8,2, 2018-07-09 09:07:23,-7816,1574,1082,917,-6208,5,100.36,3.92
4,8,2, 2018-07-09 09:07:23,-7861,1777,1008,483,-6044,19,100.39,4
5,8,2, 2018-07-09 09:07:23,-7800,1886,1106,336,-5980,121,100.41,4.04
6,8,2, 2018-07-09 09:07:23,-7826,1754,1086,145,-5784,96,100.43,4.09
7,8,2, 2018-07-09 09:07:23,-7800,1746,1216,78,-5645,167,100.43,4.12
8,8,2, 2018-07-09 09:07:23,-7718,1842,1161,-147,-5613,204,100.43,4.14
9,8,2, 2018-07-09 09:07:23,-7768,1774,1087,-275,-5658,197,100.43,4.14
10,8,2, 2018-07-09 09:07:23,-7756,1778,1256,-506,-5743,189,100.44,4.13
11,8,2, 2018-07-09 09:07:23,-7733,1880,1315,-592,-5777,253,100.45,4.11
12,8,2, 2018-07-09 09:07:23,-7762,2005,1303,-417,-5574,246,100.45,4.1
13,8,2, 2018-07-09 09:07:23,-7719,1982,1352,-254,-5360,238,100.43,4.1
14,8,2, 2018-07-09 09:07:24,-7706,2012,1297,-401,-5449,129,100.42,4.1
15,8,2, 2018-07-09 09:07:24,-7703,1972,1132,-102,-5588,167,100.41,4.11
16,8,2, 2018-07-09 09:07:24,-7735,1829,1165,38,-5598,58,100.41,4.14
17,8,2, 2018-07-09 09:07:24,-7690,1843,1141,142,-5705,20,100.42,4.18
18,8,2, 2018-07-09 09:07:24,-7753,1837,1257,114,-5853,127,100.44,4.22
19,8,2, 2018-07-09 09:07:24,-7867,1805,1143,-116,-5679,128,100.45,4.24
20,8,2, 2018-07-09 09:07:24,-7720,1982,1149,-75,-5448,12,100.43,4.26
21,8,2, 2018-07-09 09:07:24,-7776,1924,1215,-145,-5349,-26,100.42,4.27
22,8,2, 2018-07-09 09:07:24,-7755,1839,1126,-348,-5326,0,100.39,4.27
23,8,2, 2018-07-09 09:07:24,-7907,1899,1027,-441,-5097,5,100.36,4.26
24,8,2, 2018-07-09 09:07:24,-7644,1943,1249,-130,-4986,85,100.32,4.27
25,8,2, 2018-07-09 09:07:24,-7733,1900,1016,-30,-5490,42,100.3,4.29
26,8,2, 2018-07-09 09:07:24,-7767,1863,1129,-175,-5490,89,100.29,4.31
27,8,2, 2018-07-09 09:07:24,-7664,1913,1225,-558,-5793,-95,100.3,4.29
28,8,2, 2018-07-09 09:07:24,-7784,1844,1079,-288,-5869,-24,100.32,4.29
29,8,2, 2018-07-09 09:07:24,-7723,1899,1113,-98,-5794,32,100.33,4.3
30,8,2, 2018-07-09 09:07:24,-7773,1931,1164,-247,-5770,125,100.34,4.31
31,8,2, 2018-07-09 09:07:24,-7853,1874,1062,-322,-5355,-27,100.32,4.3
