No, id_percobaan, id_pasien, waktu, accx, accY, accZ, gyroX, gyroY, gyroZ, roll, pitch
1,88,2, 2018-07-09 07:51:02,-7785,1635,931,-13,-1270,-117,-77.39,8.32
2,88,2, 2018-07-09 07:51:02,-7874,1563,1194,134,-1095,-140,-77.27,8.34
3,88,2, 2018-07-09 07:51:02,-7832,1545,1294,18,-697,-160,-77.19,8.35
4,88,2, 2018-07-09 07:51:02,-7826,1544,1337,-19,-626,-202,-77.14,8.35
5,88,2, 2018-07-09 07:51:02,-7949,1604,1308,45,-309,-226,-77.09,8.36
6,88,2, 2018-07-09 07:51:02,-7943,1617,1309,66,375,-122,-77.11,8.38
7,88,2, 2018-07-09 07:51:02,-7864,1524,1248,80,631,-124,-77.15,8.39
8,88,2, 2018-07-09 07:51:02,-7787,1548,1200,26,786,-99,-77.2,8.4
9,88,2, 2018-07-09 07:51:02,-7739,1605,1174,-31,713,-102,-77.25,8.41
10,88,2, 2018-07-09 07:51:02,-7744,1593,1308,-19,628,-152,-77.29,8.42
11,88,2, 2018-07-09 07:51:02,-7705,1594,1221,-40,480,-178,-77.31,8.42
12,88,2, 2018-07-09 07:51:02,-7682,1567,1217,-83,426,-147,-77.33,8.42
13,88,2, 2018-07-09 07:51:02,-7732,1582,1247,-219,144,-143,-77.33,8.42
14,88,2, 2018-07-09 07:51:02,-7801,1596,1155,-249,313,-163,-77.33,8.4
15,88,2, 2018-07-09 07:51:02,-7726,1616,1250,-164,310,-131,-77.34,8.4
16,88,2, 2018-07-09 07:51:02,-7760,1584,1194,-124,95,-115,-77.34,8.39
17,88,2, 2018-07-09 07:51:02,-7790,1552,1163,-227,165,-138,-77.33,8.39
18,88,2, 2018-07-09 07:51:02,-7768,1614,1242,-444,188,-179,-77.34,8.36
19,88,2, 2018-07-09 07:51:02,-7755,1610,1145,-395,193,-128,-77.34,8.34
20,88,2, 2018-07-09 07:51:03,-7799,1588,1157,-344,221,-123,-77.34,8.32
21,88,2, 2018-07-09 07:51:03,-7760,1624,1166,-395,291,-140,-77.34,8.3
22,88,2, 2018-07-09 07:51:03,-7763,1611,1107,-445,252,-143,-77.35,8.27
23,88,2, 2018-07-09 07:51:03,-7779,1554,1145,-427,303,-122,-77.36,8.25
24,88,2, 2018-07-09 07:51:03,-7757,1597,1225,-417,250,-94,-77.36,8.22
25,88,2, 2018-07-09 07:51:03,-7768,1607,1179,-428,182,-117,-77.36,8.2
26,88,2, 2018-07-09 07:51:03,-7770,1629,1140,-394,246,-111,-77.36,8.18
27,88,2, 2018-07-09 07:51:03,-7747,1610,1209,-317,233,-52,-77.37,8.16
28,88,2, 2018-07-09 07:51:03,-7789,1652,1215,-274,176,-103,-77.37,8.15
29,88,2, 2018-07-09 07:51:03,-7830,1669,1160,-62,204,-89,-77.37,8.14
30,88,2, 2018-07-09 07:51:03,-7729,1568,1280,-7,397,-116,-77.39,8.15
31,88,2, 2018-07-09 07:51:03,-7818,1540,1169,-83,57,-165,-77.38,8.16
32,88,2, 2018-07-09 07:51:03,-7834,1533,1194,-104,561,-228,-77.4,8.16
33,88,2, 2018-07-09 07:51:03,-7770,1575,1325,-73,329,-294,-77.43,8.15
34,88,2, 2018-07-09 07:51:03,-7795,1636,1247,150,298,-264,-77.43,8.17
35,88,2, 2018-07-09 07:51:03,-7849,1527,1325,186,612,-234,-77.47,8.2
36,88,2, 2018-07-09 07:51:03,-7796,1448,1276,-27,774,-246,-77.52,8.21
