No, id_percobaan, id_pasien, waktu, accx, accY, accZ, gyroX, gyroY, gyroZ, roll, pitch
1,9,2, 2018-07-09 09:07:39,-7689,1976,1356,-189,-5897,50,101.07,4.55
2,9,2, 2018-07-09 09:07:39,-7821,1929,1404,24,-5880,108,101.09,4.58
3,9,2, 2018-07-09 09:07:39,-7751,1694,1310,-263,-5531,-34,101.09,4.58
4,9,2, 2018-07-09 09:07:39,-7646,1838,1408,-267,-5892,5,101.1,4.58
5,9,2, 2018-07-09 09:07:39,-7698,2046,1350,-50,-6045,107,101.13,4.59
6,9,2, 2018-07-09 09:07:39,-7827,1787,1396,-29,-5893,68,101.15,4.62
7,9,2, 2018-07-09 09:07:39,-7646,1759,1430,-270,-5917,28,101.18,4.62
8,9,2, 2018-07-09 09:07:39,-7643,2043,1481,34,-6110,94,101.22,4.64
9,9,2, 2018-07-09 09:07:39,-7958,1740,1420,-152,-5758,50,101.24,4.66
10,9,2, 2018-07-09 09:07:39,-7531,1782,1445,-274,-5691,25,101.23,4.66
11,9,2, 2018-07-09 09:07:39,-7733,2049,1454,-78,-6021,59,101.28,4.68
12,9,2, 2018-07-09 09:07:39,-7942,1917,1457,-122,-5759,105,101.28,4.69
13,9,2, 2018-07-09 09:07:39,-7593,1695,1387,-413,-5600,-9,101.27,4.68
14,9,2, 2018-07-09 09:07:39,-7559,1945,1520,-261,-5983,52,101.29,4.68
15,9,2, 2018-07-09 09:07:39,-7936,1993,1547,-164,-5894,40,101.32,4.7
16,9,2, 2018-07-09 09:07:39,-7956,1714,1423,-428,-5448,6,101.3,4.69
17,9,2, 2018-07-09 09:07:39,-7504,1726,1477,-428,-5396,-15,101.29,4.68
18,9,2, 2018-07-09 09:07:39,-7642,2087,1558,-114,-5954,64,101.32,4.68
19,9,2, 2018-07-09 09:07:39,-7986,1961,1487,-191,-5585,5,101.31,4.69
20,9,2, 2018-07-09 09:07:39,-7608,1634,1449,-583,-5251,-106,101.28,4.67
21,9,2, 2018-07-09 09:07:39,-7500,2124,1512,-193,-6088,18,101.31,4.66
22,9,2, 2018-07-09 09:07:39,-7969,1925,1473,6,-5653,-71,101.33,4.69
23,9,2, 2018-07-09 09:07:39,-7899,1503,1391,-367,-5170,-150,101.27,4.69
24,9,2, 2018-07-09 09:07:39,-7336,1852,1374,-389,-5579,-44,101.27,4.68
25,9,2, 2018-07-09 09:07:39,-7834,2182,1500,71,-5956,99,101.31,4.71
