No, id_percobaan, id_pasien, waktu, accx, accY, accZ, gyroX, gyroY, gyroZ, roll, pitch
1,90,2, 2018-07-09 07:51:45,-7934,1436,73,-123,-317,2,-0.07,0.01
2,90,2, 2018-07-09 07:51:45,-7910,1414,249,-155,-13,-12,-0.29,0.02
3,90,2, 2018-07-09 07:51:45,-7772,1396,271,-150,27,-46,-0.5,0.04
4,90,2, 2018-07-09 07:51:45,-7707,1392,347,-129,-144,-81,-0.71,0.05
5,90,2, 2018-07-09 07:51:45,-7804,1450,281,-87,-314,-106,-0.89,0.08
6,90,2, 2018-07-09 07:51:45,-7865,1503,320,47,-114,-132,-1.1,0.11
7,90,2, 2018-07-09 07:51:45,-7845,1423,289,76,24,-177,-1.31,0.14
8,90,2, 2018-07-09 07:51:45,-7910,1382,297,38,43,-210,-1.53,0.18
9,90,2, 2018-07-09 07:51:45,-7837,1402,235,36,290,-183,-1.77,0.21
10,90,2, 2018-07-09 07:51:45,-7719,1405,250,61,80,-187,-1.99,0.24
11,90,2, 2018-07-09 07:51:45,-7715,1469,235,54,-70,-153,-2.2,0.28
12,90,2, 2018-07-09 07:51:45,-7790,1418,271,92,-324,-141,-2.38,0.31
13,90,2, 2018-07-09 07:51:45,-7920,1384,293,101,-257,-183,-2.57,0.35
14,90,2, 2018-07-09 07:51:45,-7823,1318,306,-57,60,-264,-2.78,0.38
15,90,2, 2018-07-09 07:51:45,-7728,1491,295,154,-266,-277,-2.97,0.41
16,90,2, 2018-07-09 07:51:45,-7880,1512,113,417,-292,-249,-3.15,0.47
17,90,2, 2018-07-09 07:51:45,-7903,1329,363,355,-257,-288,-3.34,0.54
18,90,2, 2018-07-09 07:51:45,-7801,1259,319,451,-310,-151,-3.52,0.6
19,90,2, 2018-07-09 07:51:45,-7770,1443,413,681,-380,-62,-3.69,0.68
20,90,2, 2018-07-09 07:51:45,-7733,1460,488,743,-535,-144,-3.85,0.78
21,90,2, 2018-07-09 07:51:45,-7894,1330,438,744,-545,-177,-4.01,0.87
22,90,2, 2018-07-09 07:51:45,-7936,1295,379,749,-286,-88,-4.19,0.96
23,90,2, 2018-07-09 07:51:45,-7832,1288,364,757,-132,-31,-4.38,1.06
24,90,2, 2018-07-09 07:51:45,-7866,1219,370,693,-224,-9,-4.57,1.14
25,90,2, 2018-07-09 07:51:45,-7829,1271,430,546,-133,-54,-4.76,1.22
26,90,2, 2018-07-09 07:51:46,-7804,1364,413,535,-310,-37,-4.94,1.29
27,90,2, 2018-07-09 07:51:46,-7869,1293,360,496,-270,-28,-5.12,1.36
28,90,2, 2018-07-09 07:51:46,-7863,1265,483,452,8,-19,-5.32,1.43
29,90,2, 2018-07-09 07:51:46,-7872,1321,398,306,18,-6,-5.53,1.48
30,90,2, 2018-07-09 07:51:46,-7844,1356,382,261,139,6,-5.74,1.53
31,90,2, 2018-07-09 07:51:46,-7828,1258,492,159,9,2,-5.95,1.57
32,90,2, 2018-07-09 07:51:46,-7783,1198,502,-109,-26,-43,-6.14,1.59
33,90,2, 2018-07-09 07:51:46,-7835,1297,478,-49,-209,2,-6.33,1.61
34,90,2, 2018-07-09 07:51:46,-7892,1391,389,-8,78,57,-6.53,1.63
35,90,2, 2018-07-09 07:51:46,-7833,1373,542,-112,180,-33,-6.75,1.64
36,90,2, 2018-07-09 07:51:46,-7814,1313,412,-51,65,-9,-6.95,1.66
37,90,2, 2018-07-09 07:51:46,-7822,1345,512,-50,159,14,-7.16,1.68
38,90,2, 2018-07-09 07:51:46,-7812,1371,429,-196,75,-8,-7.37,1.69
39,90,2, 2018-07-09 07:51:46,-7799,1375,456,-153,74,47,-7.57,1.7
40,90,2, 2018-07-09 07:51:46,-7784,1377,477,-77,-86,81,-7.76,1.71
41,90,2, 2018-07-09 07:51:46,-7844,1419,463,-182,-66,-4,-7.95,1.72
42,90,2, 2018-07-09 07:51:46,-7837,1383,459,-257,-88,-71,-8.13,1.73
43,90,2, 2018-07-09 07:51:46,-7813,1411,400,-167,-17,-13,-8.32,1.73
44,90,2, 2018-07-09 07:51:46,-7804,1379,472,-222,-67,-3,-8.51,1.74
45,90,2, 2018-07-09 07:51:46,-7899,1348,495,-399,11,-40,-8.7,1.73
46,90,2, 2018-07-09 07:51:46,-7892,1342,480,-507,284,8,-8.92,1.71
47,90,2, 2018-07-09 07:51:46,-7871,1343,395,-567,352,-14,-9.15,1.68
48,90,2, 2018-07-09 07:51:46,-7766,1383,535,-544,353,39,-9.37,1.66
49,90,2, 2018-07-09 07:51:46,-7769,1385,442,-645,-69,45,-9.56,1.62
50,90,2, 2018-07-09 07:51:46,-7850,1425,396,-500,83,-44,-9.76,1.6
51,90,2, 2018-07-09 07:51:46,-7743,1503,468,-607,-10,-154,-9.95,1.57
52,90,2, 2018-07-09 07:51:46,-7746,1524,382,-387,-203,-115,-10.06,1.56
53,90,2, 2018-07-09 07:51:46,-7869,1375,405,-283,-149,-105,-10.23,1.56
54,90,2, 2018-07-09 07:51:47,-7813,1383,497,-354,4,-123,-10.42,1.55
55,90,2, 2018-07-09 07:51:47,-7781,1442,445,-203,-39,-56,-10.6,1.56
56,90,2, 2018-07-09 07:51:47,-7826,1418,420,-161,-58,-57,-10.72,1.56
57,90,2, 2018-07-09 07:51:47,-7814,1464,447,-190,76,-70,-10.91,1.57
58,90,2, 2018-07-09 07:51:47,-7804,1448,474,-169,-83,-52,-11.09,1.58
59,90,2, 2018-07-09 07:51:47,-7816,1441,486,-75,27,-70,-11.28,1.6
60,90,2, 2018-07-09 07:51:47,-7791,1491,478,-10,20,-65,-11.46,1.62
61,90,2, 2018-07-09 07:51:47,-7772,1461,507,19,-121,-42,-11.63,1.65
62,90,2, 2018-07-09 07:51:47,-7852,1386,500,-24,-123,20,-11.81,1.67
63,90,2, 2018-07-09 07:51:47,-7896,1390,499,-173,17,-48,-11.99,1.69
64,90,2, 2018-07-09 07:51:47,-7760,1350,491,-298,137,-145,-12.18,1.68
65,90,2, 2018-07-09 07:51:47,-7761,1354,541,-285,-49,-57,-12.36,1.68
66,90,2, 2018-07-09 07:51:47,-7850,1371,462,-397,-69,-45,-12.48,1.67
67,90,2, 2018-07-09 07:51:47,-7786,1382,532,-394,169,-103,-12.67,1.66
68,90,2, 2018-07-09 07:51:47,-7754,1421,519,-483,-280,-60,-12.83,1.64
69,90,2, 2018-07-09 07:51:47,-7786,1371,566,-596,-234,-69,-12.98,1.62
70,90,2, 2018-07-09 07:51:47,-7854,1436,474,-498,-373,-113,-13.13,1.59
71,90,2, 2018-07-09 07:51:47,-7873,1458,511,-401,-77,-149,-13.3,1.58
72,90,2, 2018-07-09 07:51:47,-7799,1459,606,-374,-65,-138,-13.42,1.58
73,90,2, 2018-07-09 07:51:47,-7827,1437,550,-365,-186,-136,-13.52,1.57
74,90,2, 2018-07-09 07:51:47,-7864,1446,512,-107,59,-95,-13.7,1.58
75,90,2, 2018-07-09 07:51:47,-7814,1477,597,-32,41,-74,-13.88,1.6
76,90,2, 2018-07-09 07:51:47,-7737,1399,617,-30,-17,-91,-14.06,1.63
77,90,2, 2018-07-09 07:51:47,-7724,1449,622,20,-321,-90,-14.21,1.65
78,90,2, 2018-07-09 07:51:47,-7737,1497,713,270,-524,-77,-14.33,1.69
79,90,2, 2018-07-09 07:51:47,-7821,1438,744,314,-579,-138,-14.45,1.75
80,90,2, 2018-07-09 07:51:47,-7866,1350,761,188,-544,-177,-14.58,1.79
81,90,2, 2018-07-09 07:51:47,-7926,1369,587,271,-303,-134,-14.72,1.84
82,90,2, 2018-07-09 07:51:47,-7914,1350,633,258,-34,-49,-14.9,1.89
83,90,2, 2018-07-09 07:51:47,-7800,1445,640,198,51,-44,-15.07,1.93
84,90,2, 2018-07-09 07:51:48,-7801,1401,598,118,-164,-81,-15.24,1.97
85,90,2, 2018-07-09 07:51:48,-7776,1424,669,146,-160,-39,-15.39,2
86,90,2, 2018-07-09 07:51:48,-7855,1350,612,71,-288,-65,-15.54,2.04
87,90,2, 2018-07-09 07:51:48,-7862,1359,675,-64,94,-59,-15.71,2.06
88,90,2, 2018-07-09 07:51:48,-7811,1266,596,-293,-30,-83,-15.89,2.06
89,90,2, 2018-07-09 07:51:48,-7874,1346,584,-327,-54,-20,-16.05,2.05
90,90,2, 2018-07-09 07:51:48,-7812,1446,750,-395,-82,-24,-16.22,2.04
91,90,2, 2018-07-09 07:51:48,-7795,1395,738,-477,-115,-69,-16.32,2.03
92,90,2, 2018-07-09 07:51:48,-7763,1438,728,-287,-108,-103,-16.48,2.02
93,90,2, 2018-07-09 07:51:48,-7790,1542,713,-172,-299,-61,-16.62,2.03
94,90,2, 2018-07-09 07:51:48,-7843,1402,728,-56,-67,-58,-16.78,2.04
95,90,2, 2018-07-09 07:51:48,-7817,1406,760,-38,-71,-68,-16.94,2.06
96,90,2, 2018-07-09 07:51:48,-7808,1414,691,2,-49,-26,-17.1,2.09
97,90,2, 2018-07-09 07:51:48,-7883,1425,748,6,-72,-8,-17.26,2.11
98,90,2, 2018-07-09 07:51:48,-7919,1418,707,-82,187,20,-17.44,2.13
99,90,2, 2018-07-09 07:51:48,-7875,1412,805,-16,352,65,-17.64,2.15
100,90,2, 2018-07-09 07:51:48,-7860,1414,639,28,475,2,-17.85,2.17
101,90,2, 2018-07-09 07:51:48,-7729,1499,647,27,484,22,-18.06,2.2
102,90,2, 2018-07-09 07:51:48,-7721,1484,721,168,241,45,-18.24,2.23
103,90,2, 2018-07-09 07:51:48,-7817,1478,741,95,126,2,-18.42,2.27
104,90,2, 2018-07-09 07:51:48,-7864,1445,722,181,135,-6,-18.59,2.31
105,90,2, 2018-07-09 07:51:48,-7783,1401,745,151,127,-38,-18.77,2.35
106,90,2, 2018-07-09 07:51:48,-7740,1367,774,-21,-130,-63,-18.91,2.37
107,90,2, 2018-07-09 07:51:48,-7921,1388,669,-32,-188,-71,-19.05,2.39
108,90,2, 2018-07-09 07:51:48,-7849,1467,790,9,122,-87,-19.23,2.42
109,90,2, 2018-07-09 07:51:48,-7810,1497,707,1,16,-33,-19.39,2.44
110,90,2, 2018-07-09 07:51:48,-7798,1414,782,88,82,-69,-19.56,2.47
111,90,2, 2018-07-09 07:51:48,-7833,1423,741,-8,10,-86,-19.72,2.49
112,90,2, 2018-07-09 07:51:48,-7842,1453,705,-36,178,-70,-19.89,2.51
113,90,2, 2018-07-09 07:51:48,-7840,1418,726,-27,114,-73,-20.06,2.53
114,90,2, 2018-07-09 07:51:48,-7807,1462,680,30,251,-42,-20.24,2.56
115,90,2, 2018-07-09 07:51:49,-7785,1452,721,-43,182,-44,-20.41,2.58
116,90,2, 2018-07-09 07:51:49,-7771,1442,690,-24,131,-68,-20.58,2.6
117,90,2, 2018-07-09 07:51:49,-7845,1436,733,-4,25,-81,-20.74,2.62
118,90,2, 2018-07-09 07:51:49,-7835,1470,680,8,82,-71,-20.9,2.64
119,90,2, 2018-07-09 07:51:49,-7816,1431,707,94,135,-79,-21.07,2.67
120,90,2, 2018-07-09 07:51:49,-7857,1474,743,44,-59,-83,-21.22,2.7
121,90,2, 2018-07-09 07:51:49,-7869,1451,694,40,155,-55,-21.39,2.72
122,90,2, 2018-07-09 07:51:49,-7759,1452,724,120,122,-82,-21.56,2.75
123,90,2, 2018-07-09 07:51:49,-7814,1448,667,91,-99,-82,-21.7,2.79
124,90,2, 2018-07-09 07:51:49,-7835,1445,737,-40,41,-112,-21.85,2.81
125,90,2, 2018-07-09 07:51:49,-7864,1409,700,50,-23,-69,-22.01,2.83
126,90,2, 2018-07-09 07:51:49,-7845,1449,659,47,147,-60,-22.17,2.86
127,90,2, 2018-07-09 07:51:49,-7773,1481,754,2,124,-64,-22.33,2.88
128,90,2, 2018-07-09 07:51:49,-7837,1442,726,38,-65,-105,-22.48,2.9
129,90,2, 2018-07-09 07:51:49,-7898,1427,625,3,49,-121,-22.64,2.92
130,90,2, 2018-07-09 07:51:49,-7812,1419,726,87,342,-71,-22.81,2.95
131,90,2, 2018-07-09 07:51:49,-7718,1407,715,43,76,-102,-22.97,2.98
132,90,2, 2018-07-09 07:51:49,-7758,1423,614,-12,-109,-143,-23.11,3
133,90,2, 2018-07-09 07:51:49,-7841,1431,697,13,-105,-120,-23.25,3.02
134,90,2, 2018-07-09 07:51:49,-7869,1440,653,-33,-19,-152,-23.39,3.04
135,90,2, 2018-07-09 07:51:49,-7836,1445,644,37,71,-103,-23.54,3.07
136,90,2, 2018-07-09 07:51:49,-7833,1441,655,14,142,-101,-23.7,3.09
137,90,2, 2018-07-09 07:51:49,-7754,1465,666,-21,74,-134,-23.85,3.11
138,90,2, 2018-07-09 07:51:49,-7847,1447,642,-40,-65,-116,-23.99,3.13
139,90,2, 2018-07-09 07:51:49,-7838,1430,650,-29,105,-79,-24.14,3.15
