No, waktu, accx, accY, accZ, gyroX, gyroY, gyroZ, roll, pitch,Akselerasi
1, 2018-07-09 08:20:26,224,-272,-7861,90,122,-26,-5.13,-1.64,7868.893251
2, 2018-07-09 08:20:26,245,-337,-7774,-6,346,-108,-5.14,-1.64,7785.157031
3, 2018-07-09 08:20:26,283,-400,-7709,-55,175,-149,-5.14,-1.65,7724.556298
4, 2018-07-09 08:20:26,153,-386,-7893,-120,15,-122,-5.12,-1.66,7903.913841
5, 2018-07-09 08:20:26,174,-290,-7761,104,470,-131,-5.13,-1.66,7768.365143
6, 2018-07-09 08:20:26,305,-269,-7740,50,279,-128,-5.15,-1.65,7750.676487
7, 2018-07-09 08:20:26,249,-145,-7799,22,244,-94,-5.15,-1.65,7804.321047
8, 2018-07-09 08:20:26,269,-133,-7723,104,311,-57,-5.15,-1.64,7728.82779
9, 2018-07-09 08:20:26,266,-140,-7810,171,188,-39,-5.15,-1.62,7815.782494
10, 2018-07-09 08:20:26,254,-185,-7744,254,254,-50,-5.15,-1.6,7750.372701
11, 2018-07-09 08:20:26,266,-315,-7795,215,217,-83,-5.15,-1.58,7805.895592
12, 2018-07-09 08:20:26,252,-397,-7851,145,288,-81,-5.15,-1.57,7865.06923
13, 2018-07-09 08:20:26,252,-405,-7744,250,428,-34,-5.17,-1.55,7758.676756
14, 2018-07-09 08:20:26,262,-465,-7796,87,276,-70,-5.18,-1.54,7814.248844
15, 2018-07-09 08:20:26,255,-449,-7776,-13,301,-85,-5.18,-1.55,7793.125304
16, 2018-07-09 08:20:26,300,-348,-7793,-96,277,-86,-5.19,-1.56,7806.532713
17, 2018-07-09 08:20:26,277,-248,-7793,-29,171,-91,-5.18,-1.56,7801.864008
18, 2018-07-09 08:20:26,260,-237,-7785,28,279,-98,-5.19,-1.56,7792.945143
19, 2018-07-09 08:20:26,276,-225,-7805,82,354,-51,-5.2,-1.56,7813.118839
20, 2018-07-09 08:20:26,271,-211,-7739,81,290,-42,-5.2,-1.55,7746.61752
21, 2018-07-09 08:20:26,296,-256,-7774,122,186,-48,-5.2,-1.54,7783.844037
22, 2018-07-09 08:20:26,278,-290,-7842,153,247,-55,-5.2,-1.53,7852.28298
23, 2018-07-09 08:20:26,296,-346,-7788,222,345,-50,-5.21,-1.51,7801.299635
24, 2018-07-09 08:20:26,324,-390,-7775,190,182,-68,-5.21,-1.5,7791.514679
25, 2018-07-09 08:20:26,195,-378,-7841,88,309,-101,-5.21,-1.49,7852.527619
26, 2018-07-09 08:20:26,295,-366,-7706,76,486,-100,-5.23,-1.48,7720.324928
27, 2018-07-09 08:20:26,346,-355,-7720,32,266,-108,-5.23,-1.48,7735.899495
28, 2018-07-09 08:20:27,292,-327,-7736,30,248,-96,-5.24,-1.48,7748.412031
29, 2018-07-09 08:20:27,294,-296,-7780,9,134,-79,-5.23,-1.49,7791.177831
30, 2018-07-09 08:20:27,293,-296,-7756,18,210,-76,-5.22,-1.49,7767.174583
31, 2018-07-09 08:20:27,265,-300,-7717,-21,215,-98,-5.22,-1.49,7727.374328
32, 2018-07-09 08:20:27,281,-315,-7770,-23,137,-87,-5.22,-1.49,7781.457833
