No, waktu, accx, accY, accZ, gyroX, gyroY, gyroZ, roll, pitch,Akselerasi
1, 2018-07-09 09:35:50,-953,2139,-7762,-1193,2103,416,-7.87,15.75,8107.538097
2, 2018-07-09 09:35:50,-426,1503,-7144,-213,1041,151,-7.99,15.7,7312.812113
3, 2018-07-09 09:35:50,-792,1721,-7574,645,-456,-344,-7.97,15.71,7807.341481
4, 2018-07-09 09:35:50,-881,2036,-7939,1257,-69,-306,-7.95,15.78,8243.129139
5, 2018-07-09 09:35:50,-711,2021,-7770,320,564,-134,-7.99,15.84,8059.954218
6, 2018-07-09 09:35:50,-828,1826,-7560,-590,-349,-30,-7.98,15.8,7821.346431
7, 2018-07-09 09:35:50,-1006,1828,-7695,-370,-148,15,-7.94,15.74,7972.869308
8, 2018-07-09 09:35:50,-1070,1917,-7674,169,355,85,-7.97,15.74,7981.858493
9, 2018-07-09 09:35:50,-962,2105,-7601,294,98,67,-7.98,15.76,7945.544034
10, 2018-07-09 09:35:50,-915,1782,-7493,-22,-52,63,-7.97,15.76,7756.145821
11, 2018-07-09 09:35:50,-936,1791,-7656,-30,180,-80,-7.98,15.74,7918.214003
12, 2018-07-09 09:35:50,-900,1821,-7672,145,75,-22,-7.98,15.75,7936.348342
13, 2018-07-09 09:35:50,-839,1567,-7615,-33,335,62,-8,15.74,7819.695327
14, 2018-07-09 09:35:50,-733,1634,-7726,545,-158,-148,-8.01,15.73,7930.846172
15, 2018-07-09 09:35:50,-779,1772,-7716,296,112,-220,-8.01,15.74,7955.091514
16, 2018-07-09 09:35:50,-851,1760,-7687,187,40,-304,-8.01,15.75,7931.694018
17, 2018-07-09 09:35:50,-904,1905,-7713,199,-72,-337,-8,15.76,7996.037143
18, 2018-07-09 09:35:50,-945,1954,-7677,244,59,-370,-7.99,15.78,7977.93645
19, 2018-07-09 09:35:50,-931,1952,-7537,325,519,-218,-8.03,15.8,7841.13729
20, 2018-07-09 09:35:50,-817,1949,-7471,239,254,-187,-8.06,15.82,7764.143932
21, 2018-07-09 09:35:50,-762,1760,-7564,187,-177,-172,-8.05,15.82,7803.354407
22, 2018-07-09 09:35:50,-927,1629,-7709,-53,-425,-76,-8.01,15.81,7933.57744
23, 2018-07-09 09:35:51,-1101,1717,-7929,18,154,47,-7.99,15.79,8187.144252
24, 2018-07-09 09:35:51,-888,1610,-7703,237,962,136,-8.07,15.8,7919.397262
25, 2018-07-09 09:35:51,-712,1649,-7674,325,104,-38,-8.1,15.82,7881.397148
26, 2018-07-09 09:35:51,-795,1673,-7653,301,-150,-108,-8.08,15.83,7873.967424
27, 2018-07-09 09:35:51,-900,1700,-7655,175,103,-128,-8.08,15.83,7892.973141
28, 2018-07-09 09:35:51,-836,1753,-7582,-45,226,-59,-8.1,15.82,7826.789188
29, 2018-07-09 09:35:51,-800,1780,-7619,-111,-103,-45,-8.09,15.81,7864.957788
30, 2018-07-09 09:35:51,-831,1823,-7600,48,-130,-107,-8.07,15.8,7859.63676
31, 2018-07-09 09:35:51,-890,1906,-7646,175,-73,-155,-8.06,15.81,7930.085245
32, 2018-07-09 09:35:51,-917,1875,-7703,234,-37,-186,-8.05,15.82,7980.77208
33, 2018-07-09 09:35:51,-930,1875,-7718,120,165,-117,-8.05,15.83,7996.752403
34, 2018-07-09 09:35:51,-816,1873,-7679,211,280,-69,-8.07,15.83,7946.13277
35, 2018-07-09 09:35:51,-813,1775,-7517,240,179,-66,-8.08,15.85,7766.394466
36, 2018-07-09 09:35:51,-816,1687,-7608,171,-254,-112,-8.06,15.85,7835.399735
37, 2018-07-09 09:35:51,-878,1706,-7699,159,-150,-151,-8.04,15.86,7934.476731
38, 2018-07-09 09:35:51,-942,1776,-7707,223,-112,-169,-8.03,15.86,7964.884745
39, 2018-07-09 09:35:51,-928,1744,-7711,265,-21,-158,-8.02,15.87,7960.040264
40, 2018-07-09 09:35:51,-925,1668,-7661,161,134,-132,-8.02,15.88,7894.857187
41, 2018-07-09 09:35:51,-905,1674,-7708,100,180,-134,-8.03,15.88,7939.431025
42, 2018-07-09 09:35:51,-850,1710,-7649,99,157,-119,-8.04,15.88,7883.768198
43, 2018-07-09 09:35:51,-912,1786,-7757,53,-282,-168,-8.02,15.87,8012.027771
44, 2018-07-09 09:35:51,-1019,1811,-7749,267,335,-98,-8.02,15.88,8022.78524
45, 2018-07-09 09:35:51,-813,1773,-7522,118,553,-42,-8.08,15.89,7770.777439
46, 2018-07-09 09:35:51,-794,1826,-7673,107,-111,-79,-8.07,15.89,7927.145829
47, 2018-07-09 09:35:51,-905,1730,-7702,117,244,-153,-8.07,15.89,7945.610675
48, 2018-07-09 09:35:51,-829,1735,-7661,82,327,-126,-8.1,15.89,7898.63197
49, 2018-07-09 09:35:51,-887,1796,-7689,98,45,-138,-8.1,15.88,7945.634399
50, 2018-07-09 09:35:51,-873,1786,-7672,180,242,-173,-8.11,15.89,7925.371222
51, 2018-07-09 09:35:51,-853,1722,-7726,138,178,-184,-8.13,15.89,7961.404964
52, 2018-07-09 09:35:51,-903,1701,-7745,93,220,-113,-8.13,15.89,7980.841748
53, 2018-07-09 09:35:51,-884,1731,-7628,162,678,-67,-8.18,15.89,7871.734307
54, 2018-07-09 09:35:51,-787,1700,-7561,149,568,-55,-8.24,15.89,7789.614239
55, 2018-07-09 09:35:51,-782,1723,-7705,50,120,-92,-8.25,15.89,7933.932064
56, 2018-07-09 09:35:51,-773,1770,-7706,179,386,-143,-8.26,15.89,7944.360578
57, 2018-07-09 09:35:52,-743,1755,-7653,187,445,-149,-8.28,15.9,7886.728282
58, 2018-07-09 09:35:52,-739,1706,-7638,-56,210,-191,-8.3,15.88,7861.017809
59, 2018-07-09 09:35:52,-796,1787,-7647,28,19,-203,-8.3,15.87,7893.26257
60, 2018-07-09 09:35:52,-827,1822,-7685,316,269,-196,-8.31,15.89,7941.211369
61, 2018-07-09 09:35:52,-791,1764,-7790,220,274,-116,-8.33,15.9,8026.299085
