No, waktu, accx, accY, accZ,Akselerasi
1, 2018-07-09 06:17:52,-8192,4934,2628,9917.64105
2, 2018-07-09 06:17:52,-8192,2045,4359,9502.198167
3, 2018-07-09 06:17:52,-6875,-1245,4151,8126.896763
4, 2018-07-09 06:17:52,-5565,-2294,1515,6207.002981
5, 2018-07-09 06:17:52,-6805,167,1087,6893.292609
6, 2018-07-09 06:17:52,-6560,3312,2120,7648.35564
7, 2018-07-09 06:17:52,-6009,4068,2265,7601.771504
8, 2018-07-09 06:17:52,-5647,3104,1143,6544.453682
9, 2018-07-09 06:17:52,-6046,1600,-17,6254.151022
10, 2018-07-09 06:17:52,-5646,-14,809,5703.682407
11, 2018-07-09 06:17:52,-5138,-342,1477,5357.008214
12, 2018-07-09 06:17:52,-5865,1118,471,5989.156034
13, 2018-07-09 06:17:52,-7140,2590,-1043,7666.52131
14, 2018-07-09 06:17:52,-7547,2450,-1128,8014.492685
15, 2018-07-09 06:17:52,-6778,1685,-1574,7159.468207
16, 2018-07-09 06:17:52,-6753,1398,-1209,7001.363724
17, 2018-07-09 06:17:52,-7435,1110,-404,7528.249531
18, 2018-07-09 06:17:52,-6749,1816,798,7034.462382
19, 2018-07-09 06:17:52,-7557,882,923,7664.078679
20, 2018-07-09 06:17:52,-8192,-678,-3133,8796.831077
21, 2018-07-09 06:17:52,-8192,149,-4432,9315.23961
22, 2018-07-09 06:17:52,-8192,1227,7085,10900.07422
23, 2018-07-09 06:17:52,-8192,1417,2515,8685.734166
24, 2018-07-09 06:17:52,-8192,1045,1047,8324.487852
25, 2018-07-09 06:17:52,-3925,2735,3347,5838.515137
26, 2018-07-09 06:17:52,-2823,3841,3205,5744.095664
27, 2018-07-09 06:17:52,-5237,3101,1177,6199.007904
28, 2018-07-09 06:17:52,-7777,527,1054,7865.772308
29, 2018-07-09 06:17:52,-8192,-1900,1775,8594.736122
30, 2018-07-09 06:17:52,-8192,-1720,660,8396.598359
31, 2018-07-09 06:17:52,-6060,1343,921,6274.989243
32, 2018-07-09 06:17:52,-5642,2349,988,6190.808429
33, 2018-07-09 06:17:52,-6232,2183,-86,6603.840474
34, 2018-07-09 06:17:52,-7046,1546,-410,7225.256535
35, 2018-07-09 06:17:53,-6879,1457,196,7034.337638
36, 2018-07-09 06:17:53,-6448,1622,200,6651.886048
37, 2018-07-09 06:17:53,-6514,1787,-695,6790.330625
38, 2018-07-09 06:17:53,-6339,1686,-1626,6757.913361
39, 2018-07-09 06:17:53,-6519,1390,-730,6705.3979
40, 2018-07-09 06:17:53,-7076,1570,457,7262.473752
41, 2018-07-09 06:17:53,-7238,966,686,7334.329963
42, 2018-07-09 06:17:53,-6543,1608,-461,6753.446083
43, 2018-07-09 06:17:53,-8192,2526,-2624,8965.205854
44, 2018-07-09 06:17:53,-8192,3131,-2817,9211.271031
45, 2018-07-09 06:17:53,-8192,6023,5047,11351.54624
46, 2018-07-09 06:17:53,-8192,6050,1350,10272.96763
47, 2018-07-09 06:17:53,-8192,3236,2177,9073.030861
48, 2018-07-09 06:17:53,-8192,-142,4368,9284.850672
49, 2018-07-09 06:17:53,-6386,-2772,4097,8077.771289
50, 2018-07-09 06:17:53,-5770,-3653,1774,7055.805057
51, 2018-07-09 06:17:53,-5485,211,856,5555.401156
52, 2018-07-09 06:17:53,-6528,6977,911,9598.084913
53, 2018-07-09 06:17:53,-7078,3786,1404,8148.809484
54, 2018-07-09 06:17:53,-6871,2094,696,7216.640008
55, 2018-07-09 06:17:53,-6737,532,404,6770.037592
56, 2018-07-09 06:17:53,-6138,-864,630,6230.444607
57, 2018-07-09 06:17:53,-6317,6,176,6319.454169
58, 2018-07-09 06:17:53,-6443,1431,-539,6621.973346
59, 2018-07-09 06:17:53,-6612,2156,-1345,7083.495253
60, 2018-07-09 06:17:53,-7218,1554,-1835,7608.000066
61, 2018-07-09 06:17:53,-7348,975,-618,7438.121604
62, 2018-07-09 06:17:53,-6206,836,966,6336.12563
63, 2018-07-09 06:17:53,-4911,2300,1737,5694.303294
64, 2018-07-09 06:17:53,-7125,2194,1050,7528.729043
65, 2018-07-09 06:17:53,-8192,663,-2744,8664.754411
66, 2018-07-09 06:17:53,-8192,1025,-3586,9001.049106
67, 2018-07-09 06:17:53,-8192,982,130,8251.671831
68, 2018-07-09 06:17:53,-8192,612,4663,9446.003229
69, 2018-07-09 06:17:53,-8192,-10,1918,8413.541941
70, 2018-07-09 06:17:53,-8192,-590,2621,8621.287897
71, 2018-07-09 06:17:53,-5339,949,2698,6056.791725
72, 2018-07-09 06:17:53,-4092,4532,1882,6389.476661
73, 2018-07-09 06:17:53,-6727,1948,361,7012.67096
74, 2018-07-09 06:17:53,-8192,-26,1576,8342.260845
75, 2018-07-09 06:17:54,-8192,-1097,2216,8557.039733
76, 2018-07-09 06:17:54,-8192,-177,1150,8274.218573
77, 2018-07-09 06:17:54,-6681,2230,388,7054.020485
78, 2018-07-09 06:17:54,-5057,3689,236,6263.997605
79, 2018-07-09 06:17:54,-5504,2275,424,5970.713274
80, 2018-07-09 06:17:54,-6361,719,835,6455.734428
81, 2018-07-09 06:17:54,-6508,442,433,6537.347857
82, 2018-07-09 06:17:54,-6598,1378,-174,6742.608101
83, 2018-07-09 06:17:54,-7256,1747,-1320,7579.178386
84, 2018-07-09 06:17:54,-7483,1888,-1078,7792.426901
85, 2018-07-09 06:17:54,-7041,2505,-58,7473.558055
86, 2018-07-09 06:17:54,-7331,2840,-200,7864.423755
87, 2018-07-09 06:17:54,-8192,2519,-2040,8809.984393
88, 2018-07-09 06:17:54,-8192,3883,-2997,9548.222976
89, 2018-07-09 06:17:54,-8192,4503,-2835,9768.474702
90, 2018-07-09 06:17:54,-8192,7091,4327,11666.79365
91, 2018-07-09 06:17:54,-8192,3619,1916,9158.443154
92, 2018-07-09 06:17:54,-8192,-468,1982,8441.339467
93, 2018-07-09 06:17:54,-6378,-1328,3868,7576.53562
94, 2018-07-09 06:17:54,-3837,-2519,4700,6569.469537
95, 2018-07-09 06:17:54,-4212,-361,2693,5012.336182
96, 2018-07-09 06:17:54,-8192,629,1095,8288.759256
97, 2018-07-09 06:17:54,-8192,5335,285,9780.2001
98, 2018-07-09 06:17:54,-7217,1990,-133,7487.514808
99, 2018-07-09 06:17:54,-6063,320,368,6082.581113
100, 2018-07-09 06:17:54,-5033,-1265,846,5258.044313
101, 2018-07-09 06:17:54,-5508,659,300,5555.388825
102, 2018-07-09 06:17:54,-6027,1982,-552,6368.497232
103, 2018-07-09 06:17:54,-6605,2494,-673,7092.178086
104, 2018-07-09 06:17:54,-6676,1176,-864,6833.62627
105, 2018-07-09 06:17:54,-7623,285,-484,7643.664697
106, 2018-07-09 06:17:54,-8052,-736,125,8086.533559
107, 2018-07-09 06:17:54,-7821,139,348,7829.972286
108, 2018-07-09 06:17:54,-8192,-521,-2151,8485.700089
109, 2018-07-09 06:17:54,-8192,576,-3731,9020.033315
110, 2018-07-09 06:17:54,-8192,1727,-782,8408.502661
111, 2018-07-09 06:17:54,-8192,2172,4921,9800.137193
112, 2018-07-09 06:17:54,-8192,1241,915,8335.836491
113, 2018-07-09 06:17:54,-8192,934,2273,8552.645731
114, 2018-07-09 06:17:55,-4027,2485,4121,6274.917928
115, 2018-07-09 06:17:55,-4310,4387,3014,6848.80026
116, 2018-07-09 06:17:55,-7031,3330,161,7781.374043
117, 2018-07-09 06:17:55,-8192,1038,884,8304.683257
118, 2018-07-09 06:17:55,-8192,-1310,1248,8389.425964
119, 2018-07-09 06:17:55,-7997,-1158,460,8093.489544
120, 2018-07-09 06:17:55,-6184,1193,803,6349.008899
121, 2018-07-09 06:17:55,-5534,2294,568,6017.492501
122, 2018-07-09 06:17:55,-6585,2192,-401,6951.826379
123, 2018-07-09 06:17:55,-6795,1280,-85,6915.03073
124, 2018-07-09 06:17:55,-5854,1254,547,6011.741927
125, 2018-07-09 06:17:55,-5870,2095,-327,6241.222156
126, 2018-07-09 06:17:55,-6263,2701,-1540,6992.293615
127, 2018-07-09 06:17:55,-6773,2487,-1422,7353.963693
128, 2018-07-09 06:17:55,-7200,2159,204,7519.501114
129, 2018-07-09 06:17:55,-7147,917,-26,7205.634878
130, 2018-07-09 06:17:55,-6971,1659,259,7170.369795
131, 2018-07-09 06:17:55,-8192,4376,-1483,9405.186282
132, 2018-07-09 06:17:55,-8192,3910,-4208,10005.21004
133, 2018-07-09 06:17:55,-8192,4997,3350,10163.7283
134, 2018-07-09 06:17:55,-8192,4664,3983,10233.5746
135, 2018-07-09 06:17:55,-8192,1597,813,8385.716547
136, 2018-07-09 06:17:55,-6655,-918,4190,7917.565851
137, 2018-07-09 06:17:55,-4566,-2131,4609,6828.79184
138, 2018-07-09 06:17:55,-4712,-2659,2665,6031.206347
139, 2018-07-09 06:17:55,-5916,527,-1513,6129.107113
140, 2018-07-09 06:17:55,-7029,5881,1379,9267.936286
141, 2018-07-09 06:17:55,-6582,3586,2468,7891.333474
142, 2018-07-09 06:17:55,-7301,1967,-115,7562.203052
143, 2018-07-09 06:17:55,-7113,378,-344,7131.338514
144, 2018-07-09 06:17:55,-6331,-111,777,6379.467925
145, 2018-07-09 06:17:55,-6135,860,-444,6210.874415
146, 2018-07-09 06:17:55,-6162,1069,-488,6273.049418
147, 2018-07-09 06:17:55,-6494,1061,-1324,6711.984282
148, 2018-07-09 06:17:55,-6885,634,-1506,7076.243142
149, 2018-07-09 06:17:55,-8192,-858,348,8244.157446
150, 2018-07-09 06:17:55,-8039,409,712,8080.825824
151, 2018-07-09 06:17:55,-7733,1344,-841,7893.852418
152, 2018-07-09 06:17:55,-8192,1960,-3740,9216.184894
153, 2018-07-09 06:17:55,-8192,2162,-2414,8809.682401
154, 2018-07-09 06:17:56,-8192,1403,5391,9906.571253
155, 2018-07-09 06:17:56,-8192,619,1123,8291.752167
156, 2018-07-09 06:17:56,-8192,675,1656,8384.916517
157, 2018-07-09 06:17:56,-3334,972,2184,4102.462188
158, 2018-07-09 06:17:56,-1784,2931,2475,4230.725942
159, 2018-07-09 06:17:56,-5357,2035,1908,6039.796189
160, 2018-07-09 06:17:56,-8192,161,1340,8302.432475
161, 2018-07-09 06:17:56,-8192,-963,1002,8309.045493
162, 2018-07-09 06:17:56,-8192,-30,-38,8192.143065
163, 2018-07-09 06:17:56,-6934,3050,1127,7658.523683
164, 2018-07-09 06:17:56,-5701,3350,319,6620.095317
165, 2018-07-09 06:17:56,-5615,1784,-346,5901.74525
166, 2018-07-09 06:17:56,-6008,571,777,6084.885701
167, 2018-07-09 06:17:56,-6959,1330,567,7107.606489
168, 2018-07-09 06:17:56,-7241,1789,-751,7496.439355
169, 2018-07-09 06:17:56,-6879,1260,-1119,7082.400864
170, 2018-07-09 06:17:56,-7213,927,-593,7296.461266
171, 2018-07-09 06:17:56,-7524,1444,-16,7661.329389
172, 2018-07-09 06:17:56,-7425,2425,539,7829.54475
173, 2018-07-09 06:17:56,-7080,3238,-1199,7877.096229
174, 2018-07-09 06:17:56,-7634,3566,-2634,8827.925464
175, 2018-07-09 06:17:56,-8192,3998,-1428,9226.703203
176, 2018-07-09 06:17:56,-8192,5189,4896,10863.02909
177, 2018-07-09 06:17:56,-8192,4580,1092,9448.689221
178, 2018-07-09 06:17:56,-8192,390,2045,8452.395459
179, 2018-07-09 06:17:56,-5129,-1787,3024,6216.476977
180, 2018-07-09 06:17:56,-5365,-3447,3398,7225.748266
181, 2018-07-09 06:17:56,-5722,-320,1219,5859.150536
182, 2018-07-09 06:17:56,-8192,4758,308,9478.517395
183, 2018-07-09 06:17:56,-7382,6443,212,9800.567177
184, 2018-07-09 06:17:56,-6304,1874,433,6590.886207
185, 2018-07-09 06:17:56,-6503,546,94,6526.558128
186, 2018-07-09 06:17:56,-6525,-147,497,6545.55139
187, 2018-07-09 06:17:56,-6448,92,1255,6569.641771
188, 2018-07-09 06:17:56,-6665,989,44,6738.121548
189, 2018-07-09 06:17:57,-6686,1679,-870,6948.275829
190, 2018-07-09 06:17:57,-6220,1686,-1060,6531.048614
191, 2018-07-09 06:17:57,-7067,1192,-982,7233.787182
192, 2018-07-09 06:17:57,-8192,570,281,8216.612745
193, 2018-07-09 06:17:57,-7340,140,722,7376.752944
194, 2018-07-09 06:17:57,-7922,-938,-490,7992.373114
195, 2018-07-09 06:17:57,-8192,634,-2375,8552.861802
196, 2018-07-09 06:17:57,-8192,2904,2016,8922.238284
197, 2018-07-09 06:17:57,-8192,3381,1596,9004.845418
198, 2018-07-09 06:17:57,-8192,1459,1036,8385.155991
199, 2018-07-09 06:17:57,-4666,1822,2398,5553.525367
200, 2018-07-09 06:17:57,-3410,3246,2964,5563.264509
201, 2018-07-09 06:17:57,-4340,3127,2651,5970.052764
202, 2018-07-09 06:17:57,-7338,-8,477,7353.491484
203, 2018-07-09 06:17:57,-8192,-1568,1012,8401.882646
204, 2018-07-09 06:17:57,-8192,-1453,1077,8389.278992
205, 2018-07-09 06:17:57,-8192,1248,265,8290.753464
206, 2018-07-09 06:17:57,-6950,2870,356,7527.69128
