No, waktu, accx, accY, accZ
2430, 2018-07-09 06:12:03,-8192,2656,-1895
2431, 2018-07-09 06:12:03,-8192,3265,-762
2432, 2018-07-09 06:12:03,-8192,2238,-1541
2433, 2018-07-09 06:12:03,-8192,-426,520
2434, 2018-07-09 06:12:03,-8192,-3680,4442
2435, 2018-07-09 06:12:03,-8192,-2856,2343
2436, 2018-07-09 06:12:03,-8192,156,1736
2437, 2018-07-09 06:12:03,-8192,1806,2538
2438, 2018-07-09 06:12:03,-7524,4319,1673
2439, 2018-07-09 06:12:03,-4565,3581,2776
2440, 2018-07-09 06:12:03,-4555,1451,3871
2441, 2018-07-09 06:12:03,-6203,-567,4657
2442, 2018-07-09 06:12:03,-7592,-2006,3197
2443, 2018-07-09 06:12:03,-8192,-7,1530
2444, 2018-07-09 06:12:03,-7007,1812,1630
2445, 2018-07-09 06:12:03,-6192,2430,1753
2446, 2018-07-09 06:12:03,-6529,867,1282
2447, 2018-07-09 06:12:03,-6778,237,1183
2448, 2018-07-09 06:12:03,-6367,931,1440
2449, 2018-07-09 06:12:03,-6523,1733,1151
2450, 2018-07-09 06:12:03,-6888,2014,133
2451, 2018-07-09 06:12:03,-7050,1769,-226
2452, 2018-07-09 06:12:03,-6551,1549,-108
2453, 2018-07-09 06:12:03,-7091,1019,-454
2454, 2018-07-09 06:12:04,-7909,1290,-495
2455, 2018-07-09 06:12:04,-8192,2353,40
2456, 2018-07-09 06:12:04,-8192,2785,-650
2457, 2018-07-09 06:12:04,-8192,3626,-2134
2458, 2018-07-09 06:12:04,-8192,2900,-3359
2459, 2018-07-09 06:12:04,-8192,4179,2426
2460, 2018-07-09 06:12:04,-8192,7157,6184
2461, 2018-07-09 06:12:04,-8192,92,3302
2462, 2018-07-09 06:12:04,-6203,-3665,1748
2463, 2018-07-09 06:12:04,-2877,-2226,1595
2464, 2018-07-09 06:12:04,-2832,-3167,1655
2465, 2018-07-09 06:12:04,-2829,1400,1405
2466, 2018-07-09 06:12:04,-8192,1868,3336
2467, 2018-07-09 06:12:04,-5729,8192,-1905
2468, 2018-07-09 06:12:04,-8192,2471,971
2469, 2018-07-09 06:12:04,-8192,-3387,275
2470, 2018-07-09 06:12:04,-8192,-2958,-175
2471, 2018-07-09 06:12:04,-6620,-828,127
2472, 2018-07-09 06:12:04,-4876,2620,-218
2473, 2018-07-09 06:12:04,-5053,3626,-527
2474, 2018-07-09 06:12:04,-6507,1653,-504
2475, 2018-07-09 06:12:04,-7135,668,-236
2476, 2018-07-09 06:12:04,-7240,1207,12
2477, 2018-07-09 06:12:04,-7244,1457,1113
2478, 2018-07-09 06:12:04,-7405,-210,2534
2479, 2018-07-09 06:12:04,-8014,-689,126
2480, 2018-07-09 06:12:04,-8192,2902,-5893
2481, 2018-07-09 06:12:04,-8192,3718,-805
2482, 2018-07-09 06:12:04,-8192,-506,6099
2483, 2018-07-09 06:12:04,-8192,-1775,4635
2484, 2018-07-09 06:12:04,-8192,109,760
2485, 2018-07-09 06:12:05,-5742,974,3127
2486, 2018-07-09 06:12:05,-3636,4390,3173
2487, 2018-07-09 06:12:05,-3319,4396,2165
2488, 2018-07-09 06:12:05,-6732,846,1820
2489, 2018-07-09 06:12:05,-8192,-3486,1834
2490, 2018-07-09 06:12:05,-8192,-2215,1224
2491, 2018-07-09 06:12:05,-7384,1798,746
2492, 2018-07-09 06:12:05,-6760,5202,557
2493, 2018-07-09 06:12:05,-6478,2067,191
2494, 2018-07-09 06:12:05,-6698,358,797
2495, 2018-07-09 06:12:05,-6304,-471,706
2496, 2018-07-09 06:12:05,-6329,612,136
2497, 2018-07-09 06:12:05,-6761,1260,-832
2498, 2018-07-09 06:12:05,-7325,1374,-1316
2499, 2018-07-09 06:12:05,-7694,1422,-104
2500, 2018-07-09 06:12:05,-7317,1761,1013
2501, 2018-07-09 06:12:05,-6147,2077,693
2502, 2018-07-09 06:12:05,-6020,3262,-36
2503, 2018-07-09 06:12:05,-8192,3682,-2307
2504, 2018-07-09 06:12:05,-8192,2219,-3248
2505, 2018-07-09 06:12:05,-8192,2867,2557
2506, 2018-07-09 06:12:05,-8192,3950,2103
2507, 2018-07-09 06:12:05,-8192,2814,3019
2508, 2018-07-09 06:12:05,-7038,1319,4271
2509, 2018-07-09 06:12:05,-4810,-672,4804
2510, 2018-07-09 06:12:05,-4642,-2473,2879
2511, 2018-07-09 06:12:05,-5896,-1432,801
2512, 2018-07-09 06:12:05,-8192,1102,-287
2513, 2018-07-09 06:12:06,-7165,5544,1416
2514, 2018-07-09 06:12:06,-6634,3291,1770
2515, 2018-07-09 06:12:06,-7013,2327,31
2516, 2018-07-09 06:12:06,-7260,1366,-668
2517, 2018-07-09 06:12:06,-6662,601,168
2518, 2018-07-09 06:12:06,-6176,1143,13
2519, 2018-07-09 06:12:06,-5389,678,-461
2520, 2018-07-09 06:12:06,-5153,-238,-739
2521, 2018-07-09 06:12:06,-6523,857,-4
2522, 2018-07-09 06:12:06,-8192,2567,1131
2523, 2018-07-09 06:12:06,-8192,3131,134
2524, 2018-07-09 06:12:06,-8192,1280,-1125
2525, 2018-07-09 06:12:06,-8192,-833,-2660
2526, 2018-07-09 06:12:06,-8192,-921,-2405
2527, 2018-07-09 06:12:06,-8192,-1126,3734
2528, 2018-07-09 06:12:06,-8192,41,4862
2529, 2018-07-09 06:12:06,-8192,1389,-848
2530, 2018-07-09 06:12:06,-8192,1350,3468
2531, 2018-07-09 06:12:06,-5186,3437,4264
2532, 2018-07-09 06:12:06,-3216,5588,3393
2533, 2018-07-09 06:12:06,-4395,3664,1912
2534, 2018-07-09 06:12:06,-7688,-2045,1674
2535, 2018-07-09 06:12:06,-8192,-3174,1970
2536, 2018-07-09 06:12:06,-8101,-894,2032
2537, 2018-07-09 06:12:06,-6844,1255,1219
2538, 2018-07-09 06:12:06,-6638,3616,495
2539, 2018-07-09 06:12:06,-6590,1737,266
2540, 2018-07-09 06:12:06,-6560,259,646
2541, 2018-07-09 06:12:07,-5930,1010,635
2542, 2018-07-09 06:12:07,-6394,1002,-251
2543, 2018-07-09 06:12:07,-7110,645,-917
