device, waktu, accx, accY, accZ
1, 23:20:47,-7300,1035,834
2, 23:20:47,-7523,-386,1225
3, 23:20:47,-8192,-1235,1740
4, 23:20:48,-8192,-906,1949
5, 23:20:48,-6933,220,1117
6, 23:20:48,-6154,576,1126
7, 23:20:48,-7224,1362,1867
8, 23:20:48,-8079,878,2056
9, 23:20:48,-7787,222,1510
10, 23:20:48,-7164,345,1511
11, 23:20:48,-7491,-210,2058
12, 23:20:48,-8085,-53,1796
13, 23:20:48,-8192,88,2234
14, 23:20:48,-8192,138,2534
15, 23:20:48,-8192,615,2374
16, 23:20:48,-8192,908,2318
17, 23:20:48,-8192,1231,2129
18, 23:20:48,-8192,2062,1503
19, 23:20:48,-8192,1373,603
20, 23:20:48,-6979,605,-123
21, 23:20:48,-5547,-931,-1027
22, 23:20:48,-5176,-1429,-1202
23, 23:20:48,-7501,-289,1419
24, 23:20:48,-8192,754,1416
25, 23:20:48,-8192,565,1726
26, 23:20:48,-8192,-147,929
27, 23:20:48,-7419,-1059,636
28, 23:20:48,-7057,-1774,930
29, 23:20:48,-6706,-2334,1039
30, 23:20:48,-6805,-1953,1684
31, 23:20:48,-6814,-1065,1688
32, 23:20:49,-6823,-798,1798
33, 23:20:49,-7210,-767,1869
34, 23:20:49,-7667,-518,1895
35, 23:20:49,-7998,-870,1821
36, 23:20:49,-8192,-1399,2008
37, 23:20:49,-8192,-1120,2471
38, 23:20:49,-8192,-1120,2736
39, 23:20:49,-8192,-962,3359
40, 23:20:49,-8192,-770,3717
41, 23:20:49,-8192,-1131,3433
42, 23:20:49,-8192,-1887,2620
43, 23:20:49,-8192,-3105,1249
44, 23:20:49,-8192,-2056,40
45, 23:20:49,-7507,-509,-113
46, 23:20:49,-5714,573,-274
47, 23:20:49,-5024,416,-532
48, 23:20:49,-6775,-795,909
49, 23:20:49,-8192,-820,1966
50, 23:20:49,-8192,-410,1730
51, 23:20:49,-7148,24,1435
52, 23:20:49,-6272,582,1191
53, 23:20:49,-7003,751,1776
54, 23:20:49,-7292,391,2324
55, 23:20:49,-6852,531,2120
56, 23:20:49,-7034,423,1908
57, 23:20:49,-7544,216,1901
58, 23:20:49,-7849,358,1728
59, 23:20:49,-8192,955,1807
60, 23:20:50,-8192,765,2231
61, 23:20:50,-8192,861,2554
62, 23:20:50,-8192,337,3136
63, 23:20:50,-8192,109,2663
64, 23:20:50,-8192,1303,2302
65, 23:20:50,-8192,2488,1424
66, 23:20:50,-7938,1106,-171
67, 23:20:50,-5880,-1129,-908
68, 23:20:50,-6660,-1049,568
69, 23:20:50,-8192,-217,2001
70, 23:20:50,-8192,268,1710
71, 23:20:50,-8192,255,764
72, 23:20:50,-7221,-487,703
73, 23:20:50,-6787,-1060,1235
74, 23:20:50,-6963,-1185,1695
75, 23:20:50,-7049,-948,2108
76, 23:20:50,-6864,-859,1989
77, 23:20:50,-6729,-759,1849
78, 23:20:50,-6913,-473,1963
79, 23:20:50,-7368,-150,2037
80, 23:20:51,-8039,-686,1971
81, 23:20:51,-8192,-791,2122
82, 23:20:51,-8192,-932,2317
83, 23:20:51,-8192,-1551,2966
84, 23:20:51,-8192,-1499,3639
85, 23:20:51,-8192,-1022,3866
86, 23:20:51,-7191,-1127,3735
87, 23:20:51,-8192,-1241,2652
88, 23:20:51,-8192,-2126,1496
89, 23:20:51,-8192,-1862,-112
90, 23:20:51,-7273,-314,-316
91, 23:20:51,-5599,517,-547
92, 23:20:51,-7472,-486,1140
93, 23:20:51,-8192,-193,1579
94, 23:20:51,-8192,-178,1915
95, 23:20:51,-7026,-381,1349
96, 23:20:51,-6443,90,905
97, 23:20:51,-7394,462,1731
98, 23:20:51,-7429,755,1769
99, 23:20:51,-7177,884,2055
100, 23:20:51,-6906,335,1747
101, 23:20:51,-7121,237,1537
102, 23:20:51,-7998,427,1587
103, 23:20:51,-8192,579,1515
104, 23:20:51,-8192,617,1652
105, 23:20:51,-8192,897,2102
106, 23:20:51,-8192,905,2471
107, 23:20:52,-8192,602,2959
108, 23:20:52,-8192,829,2901
109, 23:20:52,-8192,737,3056
110, 23:20:52,-8192,2056,1941
111, 23:20:52,-7954,1124,-37
112, 23:20:52,-7971,-1376,-649
113, 23:20:52,-6421,-1915,-726
114, 23:20:52,-7332,-1618,804
115, 23:20:52,-8192,-28,1549
116, 23:20:52,-8192,690,1574
117, 23:20:52,-8192,622,1201
118, 23:20:52,-7755,88,1161
119, 23:20:52,-7001,-814,1386
120, 23:20:52,-6694,-1617,1755
121, 23:20:52,-6414,-1943,1927
122, 23:20:52,-6504,-1782,2109
123, 23:20:52,-6857,-1338,2286
124, 23:20:52,-7141,-731,2191
125, 23:20:52,-7240,-27,1900
126, 23:20:52,-7272,21,2039
127, 23:20:52,-8180,-673,2044
128, 23:20:52,-8192,-1201,2519
129, 23:20:52,-8192,-1651,2506
130, 23:20:52,-8192,-2132,3044
131, 23:20:52,-8192,-1861,3789
132, 23:20:52,-8192,-668,4053
133, 23:20:52,-7995,-408,3148
134, 23:20:52,-8192,-1256,2095
135, 23:20:53,-8192,-2757,1004
136, 23:20:53,-8192,-1754,-719
137, 23:20:53,-5678,1072,-1147
138, 23:20:53,-5690,1607,-533
139, 23:20:53,-8192,-1192,1516
140, 23:20:53,-8192,-2073,1280
141, 23:20:53,-7850,-1570,1117
142, 23:20:53,-6701,-320,1105
143, 23:20:53,-6804,780,1304
144, 23:20:53,-7274,1210,1687
145, 23:20:53,-6711,1187,1485
146, 23:20:53,-6889,987,1838
147, 23:20:53,-7221,722,1631
148, 23:20:53,-7085,216,1349
149, 23:20:53,-7852,-163,1548
150, 23:20:53,-8192,593,1960
151, 23:20:53,-8192,355,2382
152, 23:20:53,-8192,564,2840
153, 23:20:53,-8192,695,2943
154, 23:20:53,-8192,20,2513
155, 23:20:53,-8192,1554,1790
156, 23:20:53,-8192,1469,402
157, 23:20:53,-8192,20,-744
158, 23:20:53,-6227,-1532,-980
159, 23:20:53,-5466,-1788,-559
160, 23:20:53,-7138,-1208,1158
161, 23:20:53,-8192,989,2183
162, 23:20:53,-8192,1392,1790
163, 23:20:53,-8164,593,1016
164, 23:20:54,-6777,-603,1127
165, 23:20:54,-6769,-1297,1716
166, 23:20:54,-6534,-1466,1811
167, 23:20:54,-6581,-1202,1924
168, 23:20:54,-6658,-894,2058
169, 23:20:54,-6628,-1248,1877
170, 23:20:54,-7184,-759,2269
171, 23:20:54,-7546,174,2473
172, 23:20:54,-8192,-820,2617
173, 23:20:54,-8192,-1317,2731
174, 23:20:54,-8192,-1429,2659
175, 23:20:54,-8192,-1358,3627
176, 23:20:54,-8192,-727,4104
177, 23:20:54,-8192,-512,3289
178, 23:20:54,-8192,-2466,2296
179, 23:20:54,-8192,-3369,-89
180, 23:20:54,-7008,-1962,-626
181, 23:20:54,-4706,248,-1030
182, 23:20:54,-5629,633,-408
183, 23:20:54,-8192,-1479,1334
184, 23:20:54,-8192,-1949,1366
185, 23:20:54,-7944,-814,1558
186, 23:20:54,-6170,416,1244
187, 23:20:54,-6078,1211,1398
188, 23:20:54,-6993,1355,2318
189, 23:20:55,-7251,1054,2426
190, 23:20:55,-6976,400,2533
191, 23:20:55,-6863,398,2616
192, 23:20:55,-6866,310,2511
193, 23:20:55,-7104,-186,2162
194, 23:20:55,-7629,-302,2001
195, 23:20:55,-8192,-40,2389
196, 23:20:55,-8192,257,2871
197, 23:20:55,-8192,844,3002
198, 23:20:55,-8192,1192,2845
199, 23:20:55,-8192,861,3183
200, 23:20:55,-8192,2381,1928
201, 23:20:55,-8192,1420,584
202, 23:20:55,-6852,210,-101
203, 23:20:55,-5685,-812,-524
204, 23:20:55,-6586,-1632,814
205, 23:20:55,-8192,-1479,2927
206, 23:20:55,-8192,-903,2208
207, 23:20:55,-7762,-217,1967
208, 23:20:55,-5623,332,678
209, 23:20:55,-6760,101,1495
210, 23:20:55,-7574,-492,2472
211, 23:20:55,-6954,-854,2240
212, 23:20:55,-6624,-694,2199
213, 23:20:55,-6949,14,1884
214, 23:20:55,-7800,-850,1944
215, 23:20:55,-8192,-2103,2344
216, 23:20:55,-8192,-2140,3203
217, 23:20:55,-8192,-1751,3392
218, 23:20:56,-8192,-1692,3397
219, 23:20:56,-8192,-1614,3686
220, 23:20:56,-8192,-1222,3147
221, 23:20:56,-8192,-1286,2814
222, 23:20:56,-8192,-1659,685
223, 23:20:56,-6997,141,199
224, 23:20:56,-6482,235,843
225, 23:20:56,-7625,-345,1309
226, 23:20:56,-8192,-1028,1474
227, 23:20:56,-7822,-1383,2117
