device, waktu, accx, accY, accZ
118,3448,-1726,5607,-1151
119,2276,-1972,6146,-1691
120,3176,578,6404,-1968
121,1744,3091,6498,-1307
122,-793,3978,5101,-438
123,-2347,1695,3332,-80
124,-1582,62,4466,-2130
125,-256,-1073,5418,-498
126,3174,556,2502,-92
127,1829,1431,1318,-376
128,546,792,1567,-1202
129,-804,-426,2663,-688
130,704,-757,2856,4378
131,1111,-39,1732,4184
132,101,56,1271,-570
133,-704,-494,275,-1630
134,476,-1095,-1383,-1680
135,1017,-1375,-2255,-917
136,578,-1703,-2682,1449
137,673,-411,-2496,2958
138,-705,-2136,-1980,2578
139,1424,-2062,-1583,749
140,3008,1237,-1345,-151
141,-126,2079,-1581,327
142,1990,3484,-1952,603
143,2383,1269,-2772,978
144,-389,-726,-2999,420
145,-437,168,-2662,-97
146,-731,745,-2230,549
147,1327,1005,-1683,617
148,1160,753,-1353,-91
149,739,354,-3306,300
150,292,-283,-3301,2062
151,1254,-738,218,293
152,1942,-194,942,-236
153,2160,-573,-834,348
154,1750,-1000,-2930,-280
155,1411,-1367,-3221,1207
156,1818,-1506,-2005,3628
157,1696,-2139,-52,2400
158,1741,-1572,1336,-200
159,1064,-2374,2039,-438
160,226,-2862,2149,-216
161,1404,1293,1679,1156
162,4540,-2484,1400,1867
163,898,4005,1898,1835
164,-1653,4396,2971,716
165,-245,512,4087,-63
166,4450,-230,4645,170
167,3033,-3370,4280,368
168,3121,738,4207,143
169,1528,1209,4561,-156
170,556,2145,4804,-295
171,-151,1590,5221,9
172,380,-1425,4403,370
173,306,-62,2206,26
174,158,168,2701,-1133
175,-320,-829,3197,425
176,-586,-1279,1555,-1003
177,694,-889,328,-905
178,1401,-1194,-1078,-788
179,957,-1703,-1474,-1884
180,1061,-1174,-200,-2009
181,457,-2874,1067,-109
182,562,-1793,340,4032
183,2684,594,-224,2758
184,1159,1228,97,361
185,1163,3894,933,-1459
186,611,3196,594,-988
187,1032,1180,1014,585
188,509,-578,1827,1369
189,-477,781,2123,1404
190,83,848,1375,1104
191,440,905,326,1663
192,373,279,96,1406
193,373,541,584,1191
194,1752,-855,1294,815
195,2554,-808,1688,221
196,2503,-1208,1953,-282
197,1186,-1153,1888,775
198,1070,-1878,2033,-171
199,1073,-1875,-1355,-1318
200,1699,-2515,-3975,2099
201,3136,-2630,-1729,-436
202,909,36,-636,-1514
203,2164,-269,-1532,-1871
204,3391,1217,-1151,-1518
205,995,4016,-1138,-578
206,-1586,2851,5659,-181
207,-2351,1672,4586,-335
208,-88,-293,5241,1027
209,5079,389,4037,679
210,1999,470,3331,-1094
211,930,1093,4187,-1310
212,533,507,4495,-397
213,572,-596,3523,1425
214,853,-516,1754,1284
215,808,-175,-19,-373
216,-118,-517,-809,-478
217,-567,-1379,-2531,459
218,885,-943,-3527,240
219,1034,-1593,-3707,381
220,203,-781,-2692,1581
221,-117,-1092,-1652,1993
222,1476,-3479,-1533,-270
223,3326,-2762,90,-59
224,2614,-755,2854,1452
225,62,1305,4239,2140
226,-2483,1326,4605,2260
227,489,4839,2109,2151
228,3921,2634,-744,1408
229,1896,-795,-2076,1335
230,-1059,-1416,-3034,1121
231,-1003,-566,-3996,1935
232,-560,928,-5617,2507
233,-208,956,-5914,1032
234,752,262,-6002,-458
235,1167,-164,-6459,-1619
236,1855,-629,-7280,-2113
237,2573,-1054,-7873,-2264
238,2115,-1146,-8006,-1906
239,917,-1016,-8293,849
240,619,-1001,-7908,2961
