device, waktu, accx, accY, accZ
(5190, '23:24:27',-6844,-201,-578
(5191, '23:24:27',-7440,216,-1194
(5192, '23:24:27',-7497,74,-689
(5193, '23:24:27',-7993,655,-1711
(5194, '23:24:27',-8192,1686,-2074
(5195, '23:24:27',-8192,339,-1231
(5196, '23:24:27',-8192,435,-2759
(5197, '23:24:27',-8192,1545,-423
(5198, '23:24:27',-8192,453,1042
(5199, '23:24:27',-8192,-1575,1132
(5200, '23:24:27',-5676,-242,2672
(5201, '23:24:27',-4622,1909,2268
(5202, '23:24:27',-8192,2467,2107
(5203, '23:24:27',-8192,1715,-2765
(5204, '23:24:27',-7692,-731,684
(5205, '23:24:27',-5412,501,1519
(5206, '23:24:27',-6172,868,264
(5207, '23:24:27',-7214,631,-2
(5208, '23:24:27',-6482,1079,220
(5209, '23:24:27',-6983,1207,-442
(5210, '23:24:28',-7296,2182,-497
(5211, '23:24:28',-7618,1527,-886
(5212, '23:24:28',-7515,1230,-961
(5213, '23:24:28',-7422,1603,-1734
(5214, '23:24:28',-8192,1392,-2343
(5215, '23:24:28',-8192,960,-1367
(5216, '23:24:28',-8192,1202,-1197
(5217, '23:24:28',-8192,2628,-2736
(5218, '23:24:28',-8192,2098,-2602
(5219, '23:24:28',-8192,644,-1216
(5220, '23:24:28',-8192,2422,860
(5221, '23:24:28',-7581,3202,2270
(5222, '23:24:28',-6227,171,4513
(5223, '23:24:28',-5725,-2644,2514
(5224, '23:24:28',-7183,-1326,-708
(5225, '23:24:28',-8192,2189,-301
(5226, '23:24:28',-8192,3680,-1247
(5227, '23:24:28',-6316,2453,952
(5228, '23:24:28',-5658,714,1152
(5229, '23:24:28',-6795,215,-916
(5230, '23:24:28',-6672,718,-1437
(5231, '23:24:28',-6769,1061,-173
(5232, '23:24:28',-7096,69,-615
(5233, '23:24:28',-7205,-690,-749
(5234, '23:24:28',-7498,-470,-849
(5235, '23:24:28',-8108,-428,-1710
(5236, '23:24:28',-8192,-4,-1829
(5237, '23:24:28',-8192,1462,-696
(5238, '23:24:28',-8192,-113,-303
(5239, '23:24:28',-8192,1715,-3082
(5240, '23:24:28',-8192,3222,90
(5241, '23:24:28',-8192,334,1805
(5242, '23:24:28',-8192,-1817,1709
(5243, '23:24:29',-5830,132,1909
(5244, '23:24:29',-3906,2442,2015
(5245, '23:24:29',-8192,596,872
(5246, '23:24:29',-8192,120,-32
(5247, '23:24:29',-7882,-388,392
(5248, '23:24:29',-5712,-97,503
(5249, '23:24:29',-5710,955,361
(5250, '23:24:29',-6335,897,112
(5251, '23:24:29',-7346,1356,-200
(5252, '23:24:29',-7878,1895,-1052
(5253, '23:24:29',-6928,2301,-885
(5254, '23:24:29',-6362,2621,-435
(5255, '23:24:29',-6981,2227,-2376
(5256, '23:24:29',-8192,1386,-1845
(5257, '23:24:29',-8192,1616,-1802
(5258, '23:24:29',-8118,1603,-1675
(5259, '23:24:29',-7573,1558,-2325
(5260, '23:24:29',-8192,247,-1142
(5261, '23:24:29',-8192,2558,-1387
(5262, '23:24:29',-8192,3094,4120
(5263, '23:24:29',-5611,39,4054
(5264, '23:24:29',-7209,-2839,789
(5265, '23:24:29',-8192,-1732,-986
(5266, '23:24:29',-8192,3552,-2787
(5267, '23:24:29',-7686,3500,-272
(5268, '23:24:29',-5512,1632,924
(5269, '23:24:29',-4927,275,375
(5270, '23:24:29',-6379,531,-866
(5271, '23:24:29',-6948,405,-943
(5272, '23:24:29',-7241,178,266
(5273, '23:24:29',-7090,185,-198
(5274, '23:24:29',-7279,-227,-719
(5275, '23:24:29',-7502,-635,-1037
(5276, '23:24:29',-7836,226,-1800
(5277, '23:24:29',-8192,592,-1717
(5278, '23:24:29',-8192,655,-1674
(5279, '23:24:29',-8192,-976,-1413
(5280, '23:24:29',-8192,983,-3133
(5281, '23:24:30',-8192,2974,-527
(5282, '23:24:30',-8192,1271,1922
(5283, '23:24:30',-8192,-1070,1785
(5284, '23:24:30',-5995,652,1845
(5285, '23:24:30',-3181,2527,757
(5286, '23:24:30',-5216,1238,1840
(5287, '23:24:30',-8192,40,915
(5288, '23:24:30',-8192,831,238
(5289, '23:24:30',-6050,-74,1306
(5290, '23:24:30',-4900,868,1247
(5291, '23:24:30',-5161,1451,661
(5292, '23:24:30',-6816,1423,43
(5293, '23:24:30',-8192,1306,-309
(5294, '23:24:30',-7254,1645,-832
(5295, '23:24:30',-6580,1302,-893
(5296, '23:24:30',-6678,943,-1461
(5297, '23:24:30',-7887,1415,-731
(5298, '23:24:30',-8192,1633,-1642
(5299, '23:24:30',-8192,1445,-2170
(5300, '23:24:30',-8192,943,-1702
(5301, '23:24:30',-8192,1688,-1907
(5302, '23:24:30',-7976,2058,-2837
(5303, '23:24:30',-8192,1473,-565
(5304, '23:24:30',-8192,2755,-1180
(5305, '23:24:30',-8192,3685,1638
(5306, '23:24:30',-6663,14,3105
(5307, '23:24:30',-5116,-2617,1458
(5308, '23:24:30',-6266,-1998,794
(5309, '23:24:30',-8192,-317,-600
(5310, '23:24:30',-8192,3830,-19
(5311, '23:24:30',-5797,1227,1154
(5312, '23:24:30',-5349,42,372
(5313, '23:24:30',-6461,-205,-390
(5314, '23:24:30',-7615,642,-360
(5315, '23:24:31',-7526,359,-241
(5316, '23:24:31',-6901,-155,-890
(5317, '23:24:31',-7427,-750,-1837
(5318, '23:24:31',-7859,904,-1295
(5319, '23:24:31',-7427,924,-1763
(5320, '23:24:31',-8192,-115,-272
(5321, '23:24:31',-8192,610,-3240
(5322, '23:24:31',-8192,2955,-3116
(5323, '23:24:31',-8192,3569,-2118
(5324, '23:24:31',-8192,-585,1547
(5325, '23:24:31',-8192,-2912,2394
(5326, '23:24:31',-5616,775,3792
(5327, '23:24:31',-6449,3551,-908
(5328, '23:24:31',-8192,102,-925
(5329, '23:24:31',-8192,-1738,-123
(5330, '23:24:31',-6637,243,916
(5331, '23:24:31',-5936,1743,1080
(5332, '23:24:31',-6575,1097,47
(5333, '23:24:31',-8134,948,-805
(5334, '23:24:31',-7847,1560,-1073
(5335, '23:24:31',-6800,1574,-1448
(5336, '23:24:31',-6608,1440,-631
(5337, '23:24:31',-6942,1061,-1226
(5338, '23:24:31',-7763,1311,-2283
(5339, '23:24:31',-8192,1427,-1839
(5340, '23:24:31',-7850,2086,-1775
(5341, '23:24:32',-7283,2090,-2524
(5342, '23:24:32',-8192,432,-1179
(5343, '23:24:32',-8192,1687,-1358
(5344, '23:24:32',-8192,1491,1650
(5345, '23:24:32',-6364,-700,3742
(5346, '23:24:32',-4222,-1936,2318
(5347, '23:24:32',-4510,-176,471
(5348, '23:24:32',-8192,3761,-3153
(5349, '23:24:32',-8192,3381,101
(5350, '23:24:32',-6379,368,1180
(5351, '23:24:32',-5801,-76,-328
(5352, '23:24:32',-6281,237,-2023
(5353, '23:24:32',-7371,967,-616
(5354, '23:24:32',-7753,-98,-1155
(5355, '23:24:32',-7388,-408,-704
(5356, '23:24:32',-6805,-177,-942
(5357, '23:24:32',-7862,-143,-1488
(5358, '23:24:32',-8192,152,-1154
(5359, '23:24:32',-7789,579,-592
(5360, '23:24:32',-7739,-329,-118
(5361, '23:24:32',-8192,821,-3107
(5362, '23:24:32',-8192,3387,-1693
(5363, '23:24:32',-8192,1957,-1345
(5364, '23:24:32',-8192,-1174,-449
(5365, '23:24:32',-8192,-1464,1012
(5366, '23:24:32',-7237,1591,883
(5367, '23:24:32',-4779,1801,1401
(5368, '23:24:32',-5351,-86,2536
(5369, '23:24:32',-8192,545,-1090
(5370, '23:24:32',-8192,1536,-361
(5371, '23:24:32',-7236,1116,271
(5372, '23:24:32',-7006,1150,-604
(5373, '23:24:32',-6912,1211,-705
(5374, '23:24:32',-7290,436,-604
(5375, '23:24:32',-7350,376,-159
(5376, '23:24:33',-7301,1114,-1011
(5377, '23:24:33',-7508,1031,-1229
(5378, '23:24:33',-7809,843,-391
