No, waktu, accx, accY, accZ
4678, 2018-07-09 06:17:43,-6729,1110,-199
4679, 2018-07-09 06:17:43,-6117,242,-37
4680, 2018-07-09 06:17:43,-5934,282,3
4681, 2018-07-09 06:17:43,-6747,694,-278
4682, 2018-07-09 06:17:43,-6983,904,-794
4683, 2018-07-09 06:17:43,-6598,1219,-792
4684, 2018-07-09 06:17:43,-6238,1242,-891
4685, 2018-07-09 06:17:43,-7413,688,-754
4686, 2018-07-09 06:17:43,-8192,615,-692
4687, 2018-07-09 06:17:43,-8192,2581,123
4688, 2018-07-09 06:17:43,-8192,5631,-3090
4689, 2018-07-09 06:17:43,-8192,5563,-3822
4690, 2018-07-09 06:17:43,-8192,4583,4531
4691, 2018-07-09 06:17:43,-8192,3951,2694
4692, 2018-07-09 06:17:43,-8192,548,1712
4693, 2018-07-09 06:17:43,-7230,-1549,3906
4694, 2018-07-09 06:17:43,-5480,-2303,5005
4695, 2018-07-09 06:17:43,-6780,-903,3159
4696, 2018-07-09 06:17:43,-8192,6452,-1044
4697, 2018-07-09 06:17:43,-7250,3801,818
4698, 2018-07-09 06:17:43,-5540,1790,1004
4699, 2018-07-09 06:17:43,-5238,718,979
4700, 2018-07-09 06:17:43,-5339,533,724
4701, 2018-07-09 06:17:43,-5913,1033,325
4702, 2018-07-09 06:17:43,-6585,1785,-44
4703, 2018-07-09 06:17:43,-6851,2234,-481
4704, 2018-07-09 06:17:43,-6401,1637,-588
4705, 2018-07-09 06:17:43,-6057,1146,-971
4706, 2018-07-09 06:17:43,-6487,627,-925
4707, 2018-07-09 06:17:43,-8192,923,-229
4708, 2018-07-09 06:17:43,-8192,1543,688
4709, 2018-07-09 06:17:43,-8192,-487,-307
4710, 2018-07-09 06:17:43,-8192,-836,-3465
4711, 2018-07-09 06:17:43,-8192,-1217,-885
4712, 2018-07-09 06:17:43,-8192,900,7635
4713, 2018-07-09 06:17:44,-8192,1611,198
4714, 2018-07-09 06:17:44,-8192,2184,1627
4715, 2018-07-09 06:17:44,-4071,2664,3136
4716, 2018-07-09 06:17:44,-2612,3564,4230
4717, 2018-07-09 06:17:44,-5671,2437,4866
4718, 2018-07-09 06:17:44,-8192,549,-767
4719, 2018-07-09 06:17:44,-8192,-108,-474
4720, 2018-07-09 06:17:44,-7465,-194,1079
4721, 2018-07-09 06:17:44,-5657,1322,1265
4722, 2018-07-09 06:17:44,-4998,1986,742
4723, 2018-07-09 06:17:44,-5694,1406,473
4724, 2018-07-09 06:17:44,-6776,204,309
4725, 2018-07-09 06:17:44,-6379,276,732
4726, 2018-07-09 06:17:44,-5997,1943,-244
4727, 2018-07-09 06:17:44,-6628,2699,-1301
4728, 2018-07-09 06:17:44,-7161,2467,-1004
4729, 2018-07-09 06:17:44,-7332,1434,-16
4730, 2018-07-09 06:17:44,-6484,1405,401
4731, 2018-07-09 06:17:44,-6234,4402,-496
4732, 2018-07-09 06:17:44,-8192,5562,-3639
4733, 2018-07-09 06:17:44,-8192,3761,-3138
4734, 2018-07-09 06:17:44,-8192,3591,3652
4735, 2018-07-09 06:17:44,-8192,4198,383
4736, 2018-07-09 06:17:44,-8192,1715,1633
4737, 2018-07-09 06:17:44,-8192,-797,5184
4738, 2018-07-09 06:17:44,-5153,-2198,4407
4739, 2018-07-09 06:17:44,-4701,-3690,2426
4740, 2018-07-09 06:17:44,-5089,-215,-1246
4741, 2018-07-09 06:17:44,-8192,900,246
4742, 2018-07-09 06:17:44,-7290,7266,1346
4743, 2018-07-09 06:17:44,-6927,2986,754
4744, 2018-07-09 06:17:44,-6712,1079,-284
4745, 2018-07-09 06:17:44,-6401,-992,319
4746, 2018-07-09 06:17:44,-5703,-732,568
4747, 2018-07-09 06:17:44,-6124,989,241
4748, 2018-07-09 06:17:44,-6406,2580,110
4749, 2018-07-09 06:17:45,-6521,2824,-1070
4750, 2018-07-09 06:17:45,-6202,1685,-1805
4751, 2018-07-09 06:17:45,-6365,-513,-776
4752, 2018-07-09 06:17:45,-6961,-1078,310
4753, 2018-07-09 06:17:45,-7218,1604,86
4754, 2018-07-09 06:17:45,-8192,3309,-407
4755, 2018-07-09 06:17:45,-8192,2343,-1796
4756, 2018-07-09 06:17:45,-8192,546,-3756
4757, 2018-07-09 06:17:45,-8192,60,-1124
4758, 2018-07-09 06:17:45,-8192,245,2930
4759, 2018-07-09 06:17:45,-8192,1970,3042
4760, 2018-07-09 06:17:45,-7046,1713,2634
4761, 2018-07-09 06:17:45,-4388,2162,2801
4762, 2018-07-09 06:17:45,-4003,1282,3106
4763, 2018-07-09 06:17:45,-7170,576,526
4764, 2018-07-09 06:17:45,-8192,503,676
4765, 2018-07-09 06:17:45,-8192,-681,2436
4766, 2018-07-09 06:17:45,-6934,919,498
4767, 2018-07-09 06:17:45,-5370,2365,1071
4768, 2018-07-09 06:17:45,-6016,1828,625
4769, 2018-07-09 06:17:45,-7169,515,740
4770, 2018-07-09 06:17:45,-6934,748,758
4771, 2018-07-09 06:17:45,-6224,1795,661
4772, 2018-07-09 06:17:45,-6441,2536,454
4773, 2018-07-09 06:17:45,-8122,1397,61
4774, 2018-07-09 06:17:45,-8192,59,-1721
4775, 2018-07-09 06:17:45,-8192,2007,-602
4776, 2018-07-09 06:17:45,-7362,4828,352
4777, 2018-07-09 06:17:45,-7561,7017,-3901
4778, 2018-07-09 06:17:45,-8192,5434,-4524
4779, 2018-07-09 06:17:45,-8192,4589,2489
4780, 2018-07-09 06:17:45,-8192,3339,4723
4781, 2018-07-09 06:17:45,-8192,524,2965
4782, 2018-07-09 06:17:45,-7666,-2770,2771
4783, 2018-07-09 06:17:45,-5915,-2883,3634
4784, 2018-07-09 06:17:45,-5077,-1600,2225
4785, 2018-07-09 06:17:45,-8192,1502,-66
4786, 2018-07-09 06:17:45,-7991,8192,-435
4787, 2018-07-09 06:17:45,-8192,4141,407
4788, 2018-07-09 06:17:45,-6724,1428,1374
4789, 2018-07-09 06:17:46,-6618,433,1091
4790, 2018-07-09 06:17:46,-6748,-1874,615
4791, 2018-07-09 06:17:46,-6704,-359,597
4792, 2018-07-09 06:17:46,-6258,1237,-189
4793, 2018-07-09 06:17:46,-5601,2731,-425
4794, 2018-07-09 06:17:46,-6128,1657,-1293
4795, 2018-07-09 06:17:46,-6923,1006,-1899
4796, 2018-07-09 06:17:46,-7478,403,-779
4797, 2018-07-09 06:17:46,-7854,672,-254
4798, 2018-07-09 06:17:46,-8192,287,370
4799, 2018-07-09 06:17:46,-8192,-914,-1563
4800, 2018-07-09 06:17:46,-8192,998,-4476
4801, 2018-07-09 06:17:46,-8192,1764,4771
4802, 2018-07-09 06:17:46,-8192,999,1595
4803, 2018-07-09 06:17:46,-8192,1789,1222
4804, 2018-07-09 06:17:46,-5755,1585,2553
4805, 2018-07-09 06:17:46,-3672,3218,3672
4806, 2018-07-09 06:17:46,-4343,3434,2681
4807, 2018-07-09 06:17:46,-6873,2106,355
4808, 2018-07-09 06:17:46,-8192,-358,1251
4809, 2018-07-09 06:17:46,-8192,-829,972
4810, 2018-07-09 06:17:46,-7032,657,1187
4811, 2018-07-09 06:17:46,-5637,1785,612
4812, 2018-07-09 06:17:46,-5923,1832,314
4813, 2018-07-09 06:17:46,-6713,1356,527
4814, 2018-07-09 06:17:46,-6780,1593,493
4815, 2018-07-09 06:17:46,-6928,2021,-258
4816, 2018-07-09 06:17:46,-6722,2123,-924
4817, 2018-07-09 06:17:46,-6906,1568,-520
4818, 2018-07-09 06:17:46,-7278,1470,-86
4819, 2018-07-09 06:17:46,-7569,2739,-510
4820, 2018-07-09 06:17:46,-8036,3759,-1197
4821, 2018-07-09 06:17:46,-8192,3709,-2766
4822, 2018-07-09 06:17:46,-8192,3087,-1933
4823, 2018-07-09 06:17:46,-8192,5164,5642
4824, 2018-07-09 06:17:46,-8192,4876,934
4825, 2018-07-09 06:17:46,-8192,2452,2302
4826, 2018-07-09 06:17:46,-6867,-584,4278
4827, 2018-07-09 06:17:46,-5498,-2253,4057
4828, 2018-07-09 06:17:47,-6371,-70,1347
4829, 2018-07-09 06:17:47,-8192,4003,472
4830, 2018-07-09 06:17:47,-6651,4347,302
4831, 2018-07-09 06:17:47,-5184,3393,134
4832, 2018-07-09 06:17:47,-4544,2490,611
4833, 2018-07-09 06:17:47,-4989,1914,1054
4834, 2018-07-09 06:17:47,-6515,1086,337
4835, 2018-07-09 06:17:47,-7610,376,-240
4836, 2018-07-09 06:17:47,-7740,86,-396
4837, 2018-07-09 06:17:47,-7630,464,-1108
4838, 2018-07-09 06:17:47,-7412,289,-323
4839, 2018-07-09 06:17:47,-7654,614,139
4840, 2018-07-09 06:17:47,-7547,1624,386
4841, 2018-07-09 06:17:47,-8192,-564,-693
4842, 2018-07-09 06:17:47,-8192,-2011,-2807
4843, 2018-07-09 06:17:47,-8192,-797,-1452
4844, 2018-07-09 06:17:47,-8192,589,4924
4845, 2018-07-09 06:17:47,-8192,3076,3526
4846, 2018-07-09 06:17:47,-8192,3229,-275
4847, 2018-07-09 06:17:47,-7023,2702,1835
4848, 2018-07-09 06:17:47,-3919,3462,4251
4849, 2018-07-09 06:17:47,-4967,3542,3336
4850, 2018-07-09 06:17:47,-7780,2563,505
4851, 2018-07-09 06:17:47,-8192,-186,473
4852, 2018-07-09 06:17:47,-8192,-481,646
4853, 2018-07-09 06:17:47,-6538,882,624
4854, 2018-07-09 06:17:47,-4247,2166,275
4855, 2018-07-09 06:17:47,-4982,1610,436
4856, 2018-07-09 06:17:47,-6446,629,564
4857, 2018-07-09 06:17:47,-6911,989,47
4858, 2018-07-09 06:17:47,-6735,1910,-206
4859, 2018-07-09 06:17:47,-6762,2287,-1297
4860, 2018-07-09 06:17:47,-6578,1777,-1134
4861, 2018-07-09 06:17:47,-7079,1456,-332
4862, 2018-07-09 06:17:47,-7961,1363,-199
4863, 2018-07-09 06:17:47,-7343,2297,2
4864, 2018-07-09 06:17:47,-6740,4010,-901
4865, 2018-07-09 06:17:47,-8192,4122,-3292
4866, 2018-07-09 06:17:47,-8192,2423,-1977
4867, 2018-07-09 06:17:47,-8192,4527,4616
4868, 2018-07-09 06:17:48,-8192,4827,603
