No, waktu, accx, accY, accZ, gyroX, gyroY, gyroZ, roll, pitch,Akselerasi
1, 2018-07-09 07:18:51,-7322,1342,-2437,282,5215,3722,-11.94,-8.2,7832.727303
2, 2018-07-09 07:18:51,-8192,2292,-3354,-505,1091,5479,-12.17,-8.19,9143.929352
3, 2018-07-09 07:18:51,-7928,1874,-1284,3135,10435,2983,-12.81,-8.01,8247.042864
4, 2018-07-09 07:18:51,-5001,1086,-881,3195,10716,1222,-13.57,-7.75,5192.837182
5, 2018-07-09 07:18:51,-4925,1903,-1686,-296,-1053,3421,-13.71,-7.7,5542.529206
6, 2018-07-09 07:18:51,-7168,1876,-709,2215,-6062,4059,-13.45,-7.58,7443.270854
7, 2018-07-09 07:18:51,-8192,953,4127,4078,-7639,-371,-13.12,-7.31,9222.212424
8, 2018-07-09 07:18:51,-8192,959,3442,2863,-6224,-6375,-12.91,-7.08,8937.33232
9, 2018-07-09 07:18:51,-8192,448,642,-330,-5098,-9561,-12.54,-7.02,8229.321479
10, 2018-07-09 07:18:51,-8192,4014,-415,-9224,-6410,-8128,-12.4,-7.33,9131.992389
11, 2018-07-09 07:18:51,-8192,3590,-2566,-3479,10757,-7655,-13.01,-7.61,9304.908382
12, 2018-07-09 07:18:51,-8192,2709,-500,-1317,18273,-2666,-14.26,-7.63,8642.77415
13, 2018-07-09 07:18:51,-5377,1181,-1924,436,16498,3706,-15.36,-7.61,5831.694951
14, 2018-07-09 07:18:51,-4232,782,-2897,6055,6452,6080,-15.96,-7.28,5187.866324
15, 2018-07-09 07:18:51,-6065,-639,594,3728,-10683,491,-15.49,-6.75,6127.428661
16, 2018-07-09 07:18:51,-7729,-116,385,-5570,-5757,-3051,-15.17,-6.97,7739.452306
17, 2018-07-09 07:18:51,-7540,-202,-885,-10120,2132,-1067,-15.52,-7.81,7594.447248
18, 2018-07-09 07:18:51,-6928,-1014,-731,-9905,3779,-1070,-15.82,-8.42,7039.867968
19, 2018-07-09 07:18:51,-6469,-250,-1917,-9342,5176,-3152,-16.19,-8.99,6751.69238
20, 2018-07-09 07:18:51,-6002,1468,-1817,-8526,6032,-3963,-16.62,-9.49,6440.537012
21, 2018-07-09 07:18:51,-5007,1984,-990,-8087,6012,-2780,-17.04,-9.93,5475.984386
22, 2018-07-09 07:18:51,-4461,1778,-830,-8902,5116,-1591,-17.39,-10.42,4873.469503
23, 2018-07-09 07:18:51,-4697,1650,-1546,-8713,2478,-1315,-17.62,-10.91,5212.909456
24, 2018-07-09 07:18:51,-5334,2027,-1406,-7498,-987,-1554,-17.64,-11.34,5876.829162
25, 2018-07-09 07:18:51,-5518,1551,-629,-5607,-1927,-2296,-17.57,-11.66,5766.243665
26, 2018-07-09 07:18:51,-5428,1227,-272,-4725,-1042,-2491,-17.55,-11.91,5571.597347
27, 2018-07-09 07:18:51,-5432,885,-921,-3864,-2783,-2725,-17.45,-12.12,5580.151432
