No, waktu, accx, accY, accZ
1,  07:39:05,-4510,838,2701
2,  07:39:05,-5569,3374,3081
3,  07:39:05,-8066,4027,1551
4,  07:39:05,-8192,2827,218
5,  07:39:06,-7273,589,796
6,  07:39:06,-5020,496,1381
7,  07:39:06,-3587,1221,2789
8,  07:39:06,-5036,972,2770
9,  07:39:06,-7068,759,1042
10,  07:39:06,-7782,1639,1254
11,  07:39:06,-8114,1868,1567
12,  07:39:06,-8065,1429,851
13,  07:39:06,-6217,805,469
14,  07:39:06,-3993,-216,1646
15,  07:39:06,-4364,-479,3192
16,  07:39:06,-8184,-2655,1732
17,  07:39:06,-8192,-4131,-1256
18,  07:39:06,-8192,160,-1041
19,  07:39:06,-5788,4000,2669
20,  07:39:06,-6725,1521,1281
21,  07:39:06,-8020,177,-1050
22,  07:39:06,-8192,-1676,884
23,  07:39:06,-8192,-2847,469
24,  07:39:06,-8192,-676,1133
25,  07:39:06,-8192,2349,1481
26,  07:39:06,-7654,3473,1267
27,  07:39:06,-8192,1315,1509
28,  07:39:06,-8192,-1358,-30
29,  07:39:06,-8192,-1525,926
30,  07:39:06,-8192,806,2184
31,  07:39:07,-8192,3211,804
32,  07:39:07,-8192,2766,1042
33,  07:39:07,-6058,2288,1891
34,  07:39:07,-4358,2319,3257
35,  07:39:07,-4243,1846,4658
36,  07:39:07,-6344,1289,2630
37,  07:39:07,-8192,149,-442
38,  07:39:07,-8192,-553,404
39,  07:39:07,-6275,-6,1081
40,  07:39:07,-4865,825,1024
41,  07:39:07,-4721,530,310
42,  07:39:07,-5676,668,860
43,  07:39:07,-6866,1027,785
44,  07:39:07,-7486,1532,928
45,  07:39:07,-7755,2097,1532
46,  07:39:07,-7982,2379,567
47,  07:39:07,-6794,1774,-645
48,  07:39:07,-6723,1729,453
49,  07:39:07,-7742,2076,36
50,  07:39:07,-8192,2483,-475
51,  07:39:07,-8192,4958,2249
52,  07:39:07,-8192,5314,1476
53,  07:39:07,-8192,1235,-127
54,  07:39:07,-8192,-1123,3539
55,  07:39:07,-8192,-260,3259
56,  07:39:07,-8192,1369,1719
57,  07:39:07,-8192,1915,2254
58,  07:39:08,-5734,705,2595
59,  07:39:08,-4456,-604,3101
60,  07:39:08,-5922,-720,2298
61,  07:39:08,-7401,138,754
62,  07:39:08,-7715,1329,1349
63,  07:39:08,-6966,1347,827
64,  07:39:08,-6430,711,600
65,  07:39:08,-6524,348,412
66,  07:39:08,-6674,185,382
67,  07:39:08,-6633,293,627
68,  07:39:08,-6339,557,969
69,  07:39:08,-6210,1062,906
70,  07:39:08,-6768,1503,-229
71,  07:39:08,-7327,1350,-207
72,  07:39:08,-7754,623,659
73,  07:39:08,-7152,-739,363
74,  07:39:08,-6104,-1821,646
75,  07:39:08,-6537,-1964,415
76,  07:39:08,-8164,-274,80
77,  07:39:08,-8192,563,963
78,  07:39:08,-8192,939,512
79,  07:39:08,-8192,-187,842
80,  07:39:08,-8192,-1567,1370
81,  07:39:08,-8192,114,1445
82,  07:39:08,-8192,2210,2413
83,  07:39:08,-8192,165,236
84,  07:39:08,-8192,-180,1069
85,  07:39:08,-7562,326,3701
86,  07:39:08,-5947,1504,4418
87,  07:39:08,-6580,1732,2991
88,  07:39:09,-7239,1705,2421
89,  07:39:09,-7617,1077,2335
90,  07:39:09,-7889,-436,1115
91,  07:39:09,-7535,-1092,1759
92,  07:39:09,-6753,780,1868
93,  07:39:09,-5362,2776,440
94,  07:39:09,-4823,1322,1535
95,  07:39:09,-5229,-1333,3010
96,  07:39:09,-6082,-1494,2805
97,  07:39:09,-7407,807,1299
98,  07:39:09,-8192,2162,1547
99,  07:39:09,-7988,1912,1947
100,  07:39:09,-5237,1527,399
101,  07:39:09,-3526,422,1479
102,  07:39:09,-5669,1057,2962
103,  07:39:09,-8192,3272,1483
104,  07:39:09,-8192,4504,1398
105,  07:39:09,-8192,1949,861
106,  07:39:09,-8192,1562,791
107,  07:39:09,-8192,2999,1405
108,  07:39:09,-8192,4805,4889
109,  07:39:09,-8192,3015,1808
110,  07:39:09,-8192,720,3230
111,  07:39:09,-8121,183,3980
112,  07:39:09,-6647,-245,3823
113,  07:39:09,-6355,-438,4225
114,  07:39:09,-7009,-112,3022
115,  07:39:10,-7486,1252,1501
116,  07:39:10,-7217,1986,1177
117,  07:39:10,-6653,1554,1619
118,  07:39:10,-6159,611,1887
119,  07:39:10,-6223,73,1818
120,  07:39:10,-6537,107,1336
121,  07:39:10,-6867,68,1025
122,  07:39:10,-7056,47,599
123,  07:39:10,-6577,470,742
124,  07:39:10,-5566,938,1005
125,  07:39:10,-4965,1036,1365
126,  07:39:10,-5399,684,1100
127,  07:39:10,-7475,233,161
128,  07:39:10,-8192,299,784
129,  07:39:10,-7765,10,956
130,  07:39:10,-7381,29,854
131,  07:39:10,-7121,533,1048
132,  07:39:10,-7816,1429,635
133,  07:39:10,-8192,2105,350
134,  07:39:10,-8192,401,776
135,  07:39:10,-8192,-1782,2760
136,  07:39:10,-8192,-1301,3436
137,  07:39:10,-8192,2052,1053
138,  07:39:10,-8192,2845,741
139,  07:39:10,-6857,2059,1648
140,  07:39:10,-5968,1740,3695
141,  07:39:10,-5901,1439,5280
142,  07:39:10,-7801,565,3816
