No, waktu, accx, accY, accZ
1,  08:53:38,-8192,-2703,116
2,  08:53:38,-8192,511,-812
3,  08:53:38,-7654,539,2700
4,  08:53:38,-6091,-53,3215
5,  08:53:38,-7182,330,2706
6,  08:53:38,-7796,568,2501
7,  08:53:38,-7708,993,1122
8,  08:53:38,-7078,591,1426
9,  08:53:38,-7155,825,750
10,  08:53:38,-7344,2479,-292
11,  08:53:38,-6466,2902,-403
12,  08:53:38,-6029,1694,8
13,  08:53:38,-4704,16,625
14,  08:53:38,-4865,184,1537
15,  08:53:38,-6527,253,651
16,  08:53:38,-7384,1192,24
17,  08:53:38,-6765,2173,326
18,  08:53:38,-6772,1514,359
19,  08:53:38,-6823,1281,825
20,  08:53:38,-7482,2420,267
21,  08:53:38,-7914,2569,-640
22,  08:53:38,-7906,2752,-1396
23,  08:53:38,-8192,2652,-446
24,  08:53:38,-8192,6369,2352
25,  08:53:38,-8192,631,-1075
26,  08:53:38,-8192,1617,4121
27,  08:53:38,-8192,1686,1511
28,  08:53:38,-8035,1166,1831
29,  08:53:38,-7512,490,1117
30,  08:53:39,-6155,210,967
31,  08:53:39,-6097,528,-398
32,  08:53:39,-6657,950,-867
33,  08:53:39,-6594,1337,-354
34,  08:53:39,-5998,1338,455
35,  08:53:39,-5330,627,1090
36,  08:53:39,-5296,351,944
37,  08:53:39,-5519,530,706
38,  08:53:39,-6349,1120,747
39,  08:53:39,-7263,1173,314
40,  08:53:39,-7878,1054,213
41,  08:53:39,-7774,506,39
42,  08:53:39,-6749,155,-609
43,  08:53:39,-6254,-55,-535
44,  08:53:39,-7746,417,-1126
45,  08:53:39,-8192,1181,-1309
46,  08:53:39,-8192,579,-190
47,  08:53:39,-8192,-32,386
48,  08:53:39,-8192,337,-474
49,  08:53:39,-8192,-734,-510
50,  08:53:39,-8192,1805,1929
51,  08:53:39,-8192,739,2512
52,  08:53:39,-7950,-4,2322
53,  08:53:39,-7799,719,2084
54,  08:53:39,-7581,1247,1739
55,  08:53:39,-7366,1179,1389
56,  08:53:39,-7542,232,1149
57,  08:53:39,-6756,252,687
58,  08:53:39,-5240,753,577
59,  08:53:39,-4083,1403,744
60,  08:53:39,-4532,1719,921
61,  08:53:39,-5366,1886,923
62,  08:53:39,-6499,1641,372
63,  08:53:39,-7251,913,794
64,  08:53:39,-6749,978,944
65,  08:53:39,-7658,1850,-136
66,  08:53:40,-7481,2253,280
67,  08:53:40,-7635,1350,821
68,  08:53:40,-8192,1338,-168
69,  08:53:40,-8192,3104,-860
70,  08:53:40,-8192,3150,-463
71,  08:53:40,-8192,1831,1585
72,  08:53:40,-8192,4905,2835
73,  08:53:40,-8192,2891,-1851
74,  08:53:40,-8192,1532,3999
75,  08:53:40,-7953,1903,3175
76,  08:53:40,-7248,803,1966
77,  08:53:40,-8192,987,874
78,  08:53:40,-8192,2243,1315
79,  08:53:40,-7943,2478,303
80,  08:53:40,-6958,1710,-13
81,  08:53:40,-5137,192,404
82,  08:53:40,-3564,-457,1114
83,  08:53:40,-2867,-112,1861
84,  08:53:40,-4203,585,1567
85,  08:53:40,-7021,1563,-236
86,  08:53:40,-8192,1549,-36
87,  08:53:40,-6886,549,1416
88,  08:53:40,-6473,372,358
89,  08:53:40,-7189,565,-189
90,  08:53:40,-7645,451,871
91,  08:53:40,-8192,393,419
92,  08:53:40,-8192,-142,-395
93,  08:53:40,-8192,475,220
94,  08:53:40,-8192,1156,-1232
95,  08:53:40,-8192,1339,2311
96,  08:53:40,-8192,-4527,786
97,  08:53:40,-8192,-866,-3022
98,  08:53:40,-5809,2850,1273
99,  08:53:40,-4654,1555,3957
100,  08:53:40,-4804,1549,2970
101,  08:53:40,-6044,1111,2704
102,  08:53:40,-8192,-348,136
103,  08:53:40,-8192,-1382,526
104,  08:53:40,-7578,-2052,1057
105,  08:53:40,-5807,633,1182
106,  08:53:40,-4598,4155,369
107,  08:53:41,-4898,3732,392
108,  08:53:41,-5904,1537,346
109,  08:53:41,-6795,301,-196
110,  08:53:41,-6723,971,-211
111,  08:53:41,-5940,1641,429
112,  08:53:41,-6689,2164,20
113,  08:53:41,-7771,2450,-599
114,  08:53:41,-7847,1476,-426
115,  08:53:41,-8132,1841,-865
116,  08:53:41,-7135,3151,-300
117,  08:53:41,-7099,2442,-479
118,  08:53:41,-8192,1893,-256
119,  08:53:41,-8192,1477,1851
120,  08:53:41,-8192,5948,1727
121,  08:53:41,-8192,4062,-3278
122,  08:53:41,-8192,1674,3174
123,  08:53:41,-8192,3060,3648
124,  08:53:41,-8192,2307,2766
125,  08:53:41,-8028,706,2379
126,  08:53:41,-6708,648,1594
127,  08:53:41,-6549,414,1275
128,  08:53:41,-7832,654,451
129,  08:53:41,-8192,676,782
130,  08:53:41,-6678,372,978
131,  08:53:41,-5193,478,1176
132,  08:53:41,-3905,906,1512
133,  08:53:41,-4491,778,1901
134,  08:53:41,-6493,645,-147
135,  08:53:41,-8192,667,-694
136,  08:53:41,-7027,1270,1622
137,  08:53:41,-6756,1941,1571
138,  08:53:41,-7930,1612,-803
139,  08:53:41,-7742,431,-440
140,  08:53:41,-7776,-44,230
141,  08:53:41,-8192,949,-1972
142,  08:53:41,-8192,2443,-1224
143,  08:53:41,-8192,2530,-185
144,  08:53:41,-8192,3038,-473
