No, waktu, accx, accY, accZ
1,  08:51:55,-7225,1738,1273
2,  08:51:55,-8192,1675,773
3,  08:51:55,-8192,1094,930
4,  08:51:55,-7565,964,651
5,  08:51:55,-7673,1391,514
6,  08:51:55,-7637,1482,937
7,  08:51:55,-7815,1321,619
8,  08:51:55,-8057,1036,387
9,  08:51:55,-7921,1193,559
10,  08:51:55,-7776,1402,526
11,  08:51:55,-7620,1682,317
12,  08:51:55,-7769,1672,97
13,  08:51:55,-7930,1188,125
14,  08:51:55,-8077,521,61
15,  08:51:55,-8192,450,239
16,  08:51:55,-8192,1584,-1044
17,  08:51:55,-8192,1549,-737
18,  08:51:55,-7573,1751,-1453
19,  08:51:55,-6948,2674,-699
20,  08:51:55,-7998,1677,1391
21,  08:51:55,-8192,-926,3342
22,  08:51:55,-8192,423,624
23,  08:51:55,-6453,880,1227
24,  08:51:55,-6116,1796,1077
25,  08:51:55,-6607,2173,2695
26,  08:51:55,-8192,1854,671
27,  08:51:55,-8160,703,546
28,  08:51:56,-8192,1547,-138
29,  08:51:56,-8192,2064,-146
30,  08:51:56,-8192,940,190
31,  08:51:56,-8192,760,-680
32,  08:51:56,-7625,1097,-644
33,  08:51:56,-6527,1715,-577
34,  08:51:56,-6911,1589,-152
35,  08:51:56,-7083,1650,-112
36,  08:51:56,-5783,2170,452
37,  08:51:56,-6518,3024,-34
38,  08:51:56,-8192,2867,-930
39,  08:51:56,-7646,3158,-1021
40,  08:51:56,-5763,3080,-1133
41,  08:51:56,-5806,3335,-1468
42,  08:51:56,-8192,3367,-3290
43,  08:51:56,-8192,2116,-1336
44,  08:51:56,-8192,976,1937
45,  08:51:56,-8192,4713,-1218
46,  08:51:56,-8192,3843,-3104
47,  08:51:56,-8192,4327,-819
48,  08:51:56,-8192,4927,2591
49,  08:51:56,-8192,3375,2533
50,  08:51:56,-8192,696,1413
51,  08:51:56,-7811,-15,1573
52,  08:51:56,-5824,2194,524
53,  08:51:56,-7197,304,-549
54,  08:51:56,-6984,1435,-503
55,  08:51:56,-7012,3009,-222
56,  08:51:56,-7438,2356,-163
57,  08:51:56,-7695,944,-546
58,  08:51:56,-7616,1288,-313
59,  08:51:56,-8177,2225,-419
60,  08:51:56,-8192,2125,-712
61,  08:51:56,-8192,1845,-1828
62,  08:51:56,-8192,4513,1415
63,  08:51:56,-8192,8192,2151
64,  08:51:56,-8192,-1561,177
65,  08:51:56,-7817,-619,3691
66,  08:51:56,-5925,1046,2837
67,  08:51:57,-6889,2769,1406
68,  08:51:57,-8192,2719,542
69,  08:51:57,-8192,1501,-581
70,  08:51:57,-8192,641,-377
71,  08:51:57,-6942,446,882
72,  08:51:57,-6270,842,235
73,  08:51:57,-6410,847,351
74,  08:51:57,-6258,287,539
75,  08:51:57,-5992,1014,1288
76,  08:51:57,-6765,1990,67
77,  08:51:57,-7988,2182,-1203
78,  08:51:57,-7985,1735,-70
79,  08:51:57,-7966,713,-86
80,  08:51:57,-8192,168,-19
81,  08:51:57,-8192,81,-342
82,  08:51:57,-8192,541,-641
83,  08:51:57,-8192,7,-1066
84,  08:51:57,-8192,-166,-232
85,  08:51:57,-8114,-479,1650
86,  08:51:57,-8192,1342,250
87,  08:51:57,-8192,1385,-646
88,  08:51:57,-5441,1033,2811
89,  08:51:57,-6922,-304,992
90,  08:51:57,-6904,746,1704
91,  08:51:57,-6668,1585,1136
92,  08:51:57,-7764,1450,-553
93,  08:51:57,-6613,1368,176
94,  08:51:57,-5515,2041,-196
95,  08:51:57,-5953,1960,-341
96,  08:51:57,-6398,238,95
97,  08:51:57,-7360,-116,-667
98,  08:51:57,-7293,1425,-1266
99,  08:51:57,-6436,2153,127
100,  08:51:57,-6784,1798,-930
101,  08:51:57,-6870,2452,-1686
102,  08:51:57,-6949,2805,-2054
103,  08:51:57,-7437,2575,-1596
104,  08:51:57,-7719,2592,-1628
105,  08:51:57,-8192,2179,-1134
106,  08:51:58,-8192,1781,836
107,  08:51:58,-8192,4399,1403
108,  08:51:58,-8192,4108,-1534
109,  08:51:58,-8192,1698,1669
110,  08:51:58,-8192,2865,2505
111,  08:51:58,-7042,1976,1996
112,  08:51:58,-6869,937,589
113,  08:51:58,-7529,576,-176
114,  08:51:58,-7809,703,-817
115,  08:51:58,-8038,411,-144
116,  08:51:58,-7350,832,-157
117,  08:51:58,-6500,731,-109
118,  08:51:58,-5758,376,448
119,  08:51:58,-5505,-408,478
120,  08:51:58,-5424,371,409
121,  08:51:58,-5324,1892,674
122,  08:51:58,-5881,2750,-109
123,  08:51:58,-5957,1140,-297
124,  08:51:58,-5802,367,-84
125,  08:51:58,-8192,1192,-833
126,  08:51:58,-8192,584,-1310
127,  08:51:58,-8192,324,15
128,  08:51:58,-7636,1677,-956
129,  08:51:58,-6980,419,-809
130,  08:51:58,-8099,-2142,-545
131,  08:51:58,-8192,-1642,-2311
132,  08:51:58,-8192,1316,-57
133,  08:51:58,-8192,1281,157
134,  08:51:58,-8192,2843,-473
135,  08:51:58,-8192,1386,1561
136,  08:51:58,-8192,-166,1635
137,  08:51:58,-6475,-622,2236
138,  08:51:58,-5585,-75,2181
139,  08:51:58,-6729,1146,467
140,  08:51:58,-8192,2361,-1213
141,  08:51:58,-8192,1976,-860
142,  08:51:58,-6703,940,-58
143,  08:51:58,-5253,1271,-515
144,  08:51:58,-4862,1540,80
145,  08:51:58,-5346,827,401
146,  08:51:58,-5845,-78,994
147,  08:51:58,-6247,285,822
148,  08:51:58,-5940,986,212
149,  08:51:59,-5754,1380,577
150,  08:51:59,-6839,2329,-759
151,  08:51:59,-7793,2724,-814
152,  08:51:59,-8192,2175,-376
153,  08:51:59,-8192,1948,-755
154,  08:51:59,-8192,2029,-1480
155,  08:51:59,-8165,2048,-947
156,  08:51:59,-8192,734,-820
157,  08:51:59,-8192,3791,2497
158,  08:51:59,-8192,6208,621
159,  08:51:59,-8192,-1680,-1192
160,  08:51:59,-7686,677,2257
161,  08:51:59,-5780,1667,2885
162,  08:51:59,-6731,1661,2312
163,  08:51:59,-8192,1528,-953
164,  08:51:59,-8192,1371,-92
165,  08:51:59,-7782,987,-70
166,  08:51:59,-7164,748,94
167,  08:51:59,-6614,-185,734
168,  08:51:59,-6043,246,772
169,  08:51:59,-5965,792,838
170,  08:51:59,-6055,1731,-440
171,  08:51:59,-5821,1038,33
172,  08:51:59,-6196,695,-327
173,  08:51:59,-6514,644,-867
174,  08:51:59,-7476,-442,769
175,  08:51:59,-8192,-563,369
176,  08:51:59,-8192,-535,-1399
177,  08:51:59,-8192,-1053,-810
178,  08:51:59,-8192,580,-1236
179,  08:51:59,-8192,1661,197
180,  08:51:59,-8192,717,3639
181,  08:51:59,-8192,-2010,-106
182,  08:51:59,-8192,2221,2998
183,  08:51:59,-7721,537,2636
184,  08:51:59,-7118,494,1617
185,  08:51:59,-6813,-361,2560
186,  08:51:59,-6671,-523,2817
187,  08:51:59,-7458,1342,864
188,  08:51:59,-8192,1145,802
189,  08:51:59,-7058,424,286
