No, waktu, accx, accY, accZ
1,  07:45:44,-7109,1991,34
2,  07:45:44,-7343,1957,101
3,  07:45:44,-7715,1671,-59
4,  07:45:44,-7746,1554,-294
5,  07:45:44,-7627,3054,1164
6,  07:45:44,-8192,4711,407
7,  07:45:44,-8192,5557,318
8,  07:45:44,-8192,3629,563
9,  07:45:44,-8192,1332,-18
10,  07:45:44,-8192,2159,1496
11,  07:45:44,-7637,1693,1884
12,  07:45:44,-6355,540,3961
13,  07:45:44,-5898,-803,5537
14,  07:45:44,-6728,97,3412
15,  07:45:44,-8192,1500,-472
16,  07:45:44,-6894,1819,2571
17,  07:45:44,-6240,2004,3074
18,  07:45:45,-6248,2205,1417
19,  07:45:45,-6631,1961,399
20,  07:45:45,-6936,1496,560
21,  07:45:45,-7299,803,1039
22,  07:45:45,-6990,549,1418
23,  07:45:45,-6443,1144,1181
24,  07:45:45,-6390,1425,706
25,  07:45:45,-6776,608,1008
26,  07:45:45,-7421,55,841
27,  07:45:45,-7759,-301,593
28,  07:45:45,-7000,-457,892
29,  07:45:45,-6645,55,166
30,  07:45:45,-7136,-125,88
31,  07:45:45,-6970,220,974
32,  07:45:45,-8192,185,487
33,  07:45:45,-8192,-1611,2927
34,  07:45:45,-8192,-1648,3948
35,  07:45:45,-8192,728,1392
36,  07:45:45,-8192,1360,1880
37,  07:45:45,-8192,1368,2803
38,  07:45:45,-8192,1437,2262
39,  07:45:45,-8192,1244,2766
40,  07:45:45,-6887,1258,3865
41,  07:45:45,-5055,841,4091
42,  07:45:45,-4934,86,3796
43,  07:45:45,-5730,-766,3876
44,  07:45:45,-7429,-1804,3888
45,  07:45:45,-8192,-1760,2789
46,  07:45:45,-8192,-47,1946
47,  07:45:45,-7898,1908,1422
48,  07:45:45,-6535,2488,1143
49,  07:45:45,-5378,1732,1891
50,  07:45:45,-5167,605,1854
51,  07:45:45,-6200,-373,1744
52,  07:45:45,-7347,-813,1557
53,  07:45:45,-7685,-177,1356
54,  07:45:46,-7459,1172,1783
55,  07:45:46,-7377,1152,1637
56,  07:45:46,-7540,364,833
57,  07:45:46,-7300,313,1848
58,  07:45:46,-8192,2039,2954
59,  07:45:46,-8192,4239,1456
60,  07:45:46,-8192,4946,4008
61,  07:45:46,-8192,1936,2514
62,  07:45:46,-8192,-739,3338
63,  07:45:46,-8192,-766,3926
64,  07:45:46,-7082,-458,3316
65,  07:45:46,-5732,1067,3105
66,  07:45:46,-6021,1418,4512
67,  07:45:46,-6535,656,2923
68,  07:45:46,-6775,370,1217
69,  07:45:46,-6516,447,2453
70,  07:45:46,-6604,632,3085
71,  07:45:46,-7016,492,1763
72,  07:45:46,-7266,785,539
73,  07:45:46,-7276,274,1260
74,  07:45:46,-6906,-474,1261
75,  07:45:46,-6109,-338,866
76,  07:45:46,-5252,383,1375
77,  07:45:46,-5858,720,1245
78,  07:45:46,-6861,696,581
79,  07:45:46,-7475,248,886
80,  07:45:46,-7550,-315,1086
81,  07:45:46,-7925,-500,1124
82,  07:45:46,-8192,736,595
83,  07:45:46,-8192,1732,441
84,  07:45:46,-8192,1895,1474
85,  07:45:46,-8192,623,6782
86,  07:45:46,-8192,721,623
87,  07:45:46,-8192,-442,1505
88,  07:45:46,-6496,-536,2973
89,  07:45:46,-4576,510,4600
90,  07:45:46,-5224,1456,5224
91,  07:45:46,-7468,1933,2409
92,  07:45:46,-8192,1685,-53
93,  07:45:47,-7859,440,2195
94,  07:45:47,-6556,-839,3186
95,  07:45:47,-5640,-475,2148
96,  07:45:47,-5475,1282,1404
97,  07:45:47,-5276,2845,1753
98,  07:45:47,-5874,1815,1919
99,  07:45:47,-6371,713,1947
100,  07:45:47,-6678,284,1981
101,  07:45:47,-7158,276,1687
102,  07:45:47,-7271,772,1279
103,  07:45:47,-7123,1682,1734
104,  07:45:47,-7379,2205,1669
105,  07:45:47,-7860,1920,1446
106,  07:45:47,-8192,1664,1642
107,  07:45:47,-8192,2000,1502
108,  07:45:47,-8192,2558,1255
109,  07:45:47,-8192,5326,2414
110,  07:45:47,-8192,5183,3420
111,  07:45:47,-8192,2340,1095
112,  07:45:47,-8192,-1713,3812
113,  07:45:47,-7797,-1948,4601
114,  07:45:47,-6054,-607,3251
115,  07:45:47,-6058,2077,3292
116,  07:45:47,-7518,3002,2871
117,  07:45:47,-7870,2183,1111
118,  07:45:47,-7000,1230,1563
119,  07:45:47,-8192,1090,-2208
120,  07:45:47,-8192,2870,837
121,  07:45:47,-4779,926,2083
122,  07:45:47,-5408,1648,2416
123,  07:45:47,-5545,-799,1252
124,  07:45:47,-6295,-1226,368
125,  07:45:47,-6360,-2425,6
126,  07:45:47,-4510,230,-190
127,  07:45:47,-5334,1533,-1423
128,  07:45:47,-4424,-634,-53
129,  07:45:48,-6014,667,-456
130,  07:45:48,-7550,567,-3861
131,  07:45:48,-8192,161,-3188
132,  07:45:48,-8192,-25,-1574
