No, waktu, accx, accY, accZ
1,  08:48:40,-6464,177,-789
2,  08:48:40,-5418,1355,-827
3,  08:48:40,-6199,2908,-3193
4,  08:48:40,-7091,2942,-2613
5,  08:48:40,-6253,2155,-1412
6,  08:48:40,-6604,1662,108
7,  08:48:40,-8192,1658,1870
8,  08:48:40,-8192,1360,2777
9,  08:48:40,-8192,94,4747
10,  08:48:40,-8192,-4184,-609
11,  08:48:40,-8192,-2359,-5461
12,  08:48:40,-7912,-130,-6613
13,  08:48:40,-6367,3663,-2442
14,  08:48:40,-7532,-374,-3844
15,  08:48:40,-8192,-198,-2297
16,  08:48:40,-7783,230,-1128
17,  08:48:40,-5435,-367,-618
18,  08:48:40,-4185,61,-619
19,  08:48:40,-5621,543,-1498
20,  08:48:40,-6247,245,-900
21,  08:48:40,-4377,478,-810
22,  08:48:40,-3093,991,-1323
23,  08:48:40,-4147,1191,-1482
24,  08:48:40,-6765,371,-1855
25,  08:48:40,-7752,-718,-1535
26,  08:48:40,-6994,-505,-2301
27,  08:48:40,-8192,402,-3031
28,  08:48:40,-8192,-1753,-1421
29,  08:48:40,-8192,-1533,107
30,  08:48:40,-8192,786,204
31,  08:48:40,-8192,514,1004
32,  08:48:40,-8192,769,870
33,  08:48:40,-6352,2673,-335
34,  08:48:40,-8192,3592,910
35,  08:48:40,-8192,3928,-3902
36,  08:48:40,-6381,1274,-678
37,  08:48:40,-7345,989,-2269
38,  08:48:40,-6994,2479,-3513
39,  08:48:41,-6594,2178,-759
40,  08:48:41,-7111,1557,-1048
41,  08:48:41,-6447,1819,-1052
42,  08:48:41,-5940,811,-1505
43,  08:48:41,-5092,258,-731
44,  08:48:41,-5664,765,-775
45,  08:48:41,-6348,1362,-1037
46,  08:48:41,-5194,1433,-708
47,  08:48:41,-3546,583,-417
48,  08:48:41,-4143,-170,-1335
49,  08:48:41,-6707,156,-4348
50,  08:48:41,-7148,1529,-2977
51,  08:48:41,-6840,2700,-1743
52,  08:48:41,-6708,2382,-3253
53,  08:48:41,-7174,1496,-1941
54,  08:48:41,-7273,1963,1289
55,  08:48:41,-8192,2170,878
56,  08:48:41,-8192,1508,1277
57,  08:48:41,-8192,-1153,2876
58,  08:48:41,-8192,-2347,-717
59,  08:48:41,-8192,483,-5966
60,  08:48:41,-8192,1497,-1535
61,  08:48:41,-8192,2906,-2557
62,  08:48:41,-8192,157,-2767
63,  08:48:41,-7918,-368,-1341
64,  08:48:41,-5737,-88,-113
65,  08:48:41,-4162,-156,18
66,  08:48:41,-4126,-570,-681
67,  08:48:41,-5312,-369,-1610
68,  08:48:41,-5186,-395,-422
69,  08:48:41,-5150,-35,-1048
70,  08:48:41,-4917,-22,-1363
71,  08:48:41,-4506,-481,-1868
72,  08:48:41,-4193,-297,-1223
73,  08:48:41,-4216,221,-2016
74,  08:48:41,-7534,2008,-3872
75,  08:48:41,-8192,1615,-2931
76,  08:48:41,-8192,-147,-1698
77,  08:48:41,-8192,-774,-2342
78,  08:48:42,-8192,-1998,-854
79,  08:48:42,-8192,-201,825
80,  08:48:42,-8192,3027,1768
81,  08:48:42,-6465,4472,991
82,  08:48:42,-8192,3888,-3634
83,  08:48:42,-8192,1683,-149
84,  08:48:42,-7508,2766,-2028
85,  08:48:42,-4819,724,-1283
86,  08:48:42,-7014,1555,-2928
87,  08:48:42,-7294,2891,-1314
88,  08:48:42,-7544,1771,-1114
89,  08:48:42,-7352,1028,-1639
90,  08:48:42,-5342,1093,-1183
91,  08:48:42,-4942,454,-2095
92,  08:48:42,-5157,1067,-1440
93,  08:48:42,-4866,1266,-1805
