No, waktu, accx, accY, accZ
1,  08:47:49,-7801,1094,135
2,  08:47:49,-8192,2457,-2138
3,  08:47:49,-8192,2091,-2459
4,  08:47:49,-8192,600,-2528
5,  08:47:49,-8192,222,-1601
6,  08:47:49,-7603,75,-1454
7,  08:47:49,-6321,434,-1654
8,  08:47:49,-6915,1000,-1723
9,  08:47:49,-7537,1994,-1442
10,  08:47:49,-7299,2206,-1497
11,  08:47:49,-6899,1451,-892
12,  08:47:49,-6668,828,-1172
13,  08:47:49,-6517,213,-912
14,  08:47:49,-6307,105,-872
15,  08:47:49,-6388,937,-1197
16,  08:47:50,-6625,843,-595
17,  08:47:50,-4669,554,200
18,  08:47:50,-3795,375,79
19,  08:47:50,-3989,142,-588
20,  08:47:50,-6136,-148,-1803
21,  08:47:50,-7415,889,-2021
22,  08:47:50,-7167,1872,-1872
23,  08:47:50,-8192,1949,-4227
24,  08:47:50,-8192,642,-2858
25,  08:47:52,-8192,-432,-2151
26,  08:47:52,-8149,989,-2132
27,  08:47:52,-8192,624,-2654
28,  08:47:52,-8192,69,1008
29,  08:47:52,-8192,1689,1686
30,  08:47:52,-8192,5708,2354
31,  08:47:52,-8192,4277,-749
32,  08:47:52,-8192,1234,-1262
33,  08:47:52,-7797,-1111,-1373
34,  08:47:52,-8192,2853,551
35,  08:47:52,-8192,438,486
36,  08:47:52,-8192,-456,1794
37,  08:47:52,-8192,-687,-1173
38,  08:47:52,-8192,2273,-4500
39,  08:47:52,-8192,-16,-5907
40,  08:47:52,-5971,1053,-86
41,  08:47:52,-7195,-40,-3095
42,  08:47:52,-7814,243,-2750
43,  08:47:52,-8192,902,-1502
44,  08:47:52,-8192,659,-729
45,  08:47:52,-7336,575,-1043
46,  08:47:52,-5262,818,-1385
47,  08:47:52,-4107,550,-290
48,  08:47:52,-4840,-220,-440
49,  08:47:52,-5700,420,-2082
50,  08:47:52,-4868,1528,-1852
51,  08:47:52,-4286,1284,-1157
52,  08:47:52,-6275,1971,-1886
53,  08:47:52,-8192,2074,-4437
54,  08:47:52,-8192,796,-1898
55,  08:47:52,-7749,533,-1793
56,  08:47:52,-6747,-144,-1599
57,  08:47:52,-8192,-534,-965
58,  08:47:52,-8192,170,1478
59,  08:47:52,-8192,1823,2509
60,  08:47:52,-7125,3692,3532
61,  08:47:53,-8192,2499,-2791
62,  08:47:53,-8192,3165,-1406
63,  08:47:53,-8192,2228,-2521
64,  08:47:53,-8192,974,-2521
65,  08:47:53,-8192,901,-1680
66,  08:47:53,-6960,1533,-440
67,  08:47:53,-5469,1397,105
68,  08:47:53,-4858,1237,331
69,  08:47:53,-4952,897,247
70,  08:47:53,-4803,240,-1034
71,  08:47:53,-4637,1713,-1727
72,  08:47:53,-4249,3561,-1367
73,  08:47:53,-3949,2627,-256
74,  08:47:53,-4177,2336,-471
75,  08:47:53,-4314,1224,43
76,  08:47:53,-5181,206,-2075
77,  08:47:53,-6496,1976,-5074
78,  08:47:53,-5772,3078,-1742
79,  08:47:53,-4480,2510,335
80,  08:47:53,-4478,-975,-161
81,  08:47:53,-6518,344,-4516
82,  08:47:53,-8192,4377,1150
83,  08:47:53,-8192,905,1827
84,  08:47:53,-8192,-158,3607
85,  08:47:53,-8192,-2218,235
86,  08:47:53,-8192,-1072,-8192
87,  08:47:53,-8192,-331,-2238
88,  08:47:53,-8011,5257,-1743
89,  08:47:53,-7323,2176,-4243
90,  08:47:53,-8099,659,-3485
91,  08:47:53,-8192,94,-1141
92,  08:47:53,-8192,1011,-1621
93,  08:47:53,-6787,1963,-1085
94,  08:47:53,-6554,775,-527
95,  08:47:53,-5913,-151,-327
96,  08:47:53,-4343,-901,-415
97,  08:47:53,-3451,-198,-134
98,  08:47:53,-3359,400,-636
99,  08:47:53,-3560,597,-873
100,  08:47:53,-5179,248,-1063
101,  08:47:54,-7377,1198,-1576
102,  08:47:54,-8192,-617,-2072
103,  08:47:54,-8192,-2204,-1555
104,  08:47:54,-7149,-1073,-746
105,  08:47:54,-7596,1923,-1179
106,  08:47:54,-8192,2386,-3176
107,  08:47:54,-8192,1136,-3234
108,  08:47:54,-8192,1006,-1406
109,  08:47:54,-8192,821,300
110,  08:47:54,-8192,2111,18
111,  08:47:54,-8192,7698,1278
112,  08:47:54,-8192,2453,-2050
113,  08:47:54,-6035,451,-1538
114,  08:47:54,-5407,-2662,-2751
115,  08:47:54,-8192,2327,-1481
116,  08:47:54,-7585,3220,-1984
117,  08:47:54,-6470,2182,-538
118,  08:47:54,-5931,1137,-792
119,  08:47:54,-5953,585,-1366
120,  08:47:54,-6347,954,-1459
121,  08:47:54,-6236,882,-1528
122,  08:47:54,-6168,1623,-1128
123,  08:47:54,-4973,1092,77
124,  08:47:54,-3686,-79,-970
125,  08:47:54,-3843,-463,-2373
126,  08:47:54,-4771,1861,-2298
127,  08:47:54,-5124,2746,-1848
128,  08:47:54,-6215,2203,-2153
129,  08:47:54,-6609,2309,-728
130,  08:47:54,-6956,1507,808
131,  08:47:54,-8192,3843,-2041
132,  08:47:54,-8192,3581,-1770
133,  08:47:54,-8192,-1186,605
134,  08:47:54,-8192,-2909,-145
135,  08:47:54,-8192,-1185,-6010
136,  08:47:54,-8192,3174,-3245
137,  08:47:54,-7994,5564,-1836
138,  08:47:54,-7795,1983,-2459
139,  08:47:54,-8192,-662,-2880
