No, waktu, accx, accY, accZ
1,  08:44:24,-5317,598,-1040
2,  08:44:24,-6388,-557,-4417
3,  08:44:24,-8192,1526,-983
4,  08:44:24,-8192,2088,-1177
5,  08:44:24,-7682,2113,-976
6,  08:44:25,-5331,1034,-1060
7,  08:44:25,-5568,1094,-1089
8,  08:44:25,-6281,1399,-1281
9,  08:44:25,-5997,1626,-657
10,  08:44:25,-5493,87,-116
11,  08:44:25,-5657,-686,-1327
12,  08:44:25,-6485,521,-2975
13,  08:44:25,-6244,1336,-1191
14,  08:44:25,-4460,1706,-1364
15,  08:44:25,-5056,789,-1434
16,  08:44:25,-8041,1739,-3857
17,  08:44:25,-8192,2645,-2344
18,  08:44:25,-5873,1684,-1597
19,  08:44:25,-4798,845,-1152
20,  08:44:25,-6555,1465,260
21,  08:44:25,-8192,2201,2206
22,  08:44:25,-8192,2320,-695
23,  08:44:25,-8192,-1513,464
24,  08:44:25,-8192,179,-4765
25,  08:44:25,-8192,916,-4819
26,  08:44:25,-7852,3404,-2414
27,  08:44:25,-8192,874,-3731
28,  08:44:25,-8192,263,-2161
29,  08:44:25,-7827,678,-1013
30,  08:44:25,-6737,1281,-837
31,  08:44:25,-5542,1104,-1410
32,  08:44:25,-5519,873,-1383
33,  08:44:25,-6880,495,-1842
34,  08:44:25,-6655,1000,-1650
35,  08:44:25,-4335,606,-1532
36,  08:44:25,-4466,-1274,-1582
37,  08:44:25,-5786,-1026,-1411
38,  08:44:25,-6064,896,-1074
39,  08:44:25,-5729,1410,-2260
40,  08:44:25,-7277,495,-1778
41,  08:44:25,-7152,1292,-1955
42,  08:44:25,-7811,1252,-2576
43,  08:44:25,-7589,779,-1836
44,  08:44:25,-8192,466,-1313
45,  08:44:26,-8192,-485,1234
46,  08:44:26,-8192,1331,1539
47,  08:44:26,-8192,637,1731
48,  08:44:26,-8192,3826,-3701
49,  08:44:26,-8192,2399,-5261
50,  08:44:26,-6408,3355,-2052
51,  08:44:26,-5500,1591,-1322
52,  08:44:26,-6233,1097,-1371
53,  08:44:26,-6645,411,-966
54,  08:44:26,-6971,-385,171
55,  08:44:26,-7268,297,-567
56,  08:44:26,-6217,1201,-1290
57,  08:44:26,-5911,1189,-3258
58,  08:44:26,-5645,1672,-1995
59,  08:44:26,-3358,1490,-171
60,  08:44:26,-3028,1156,522
61,  08:44:26,-4268,-446,-5136
62,  08:44:26,-7131,706,-3440
63,  08:44:26,-6144,2688,-1411
64,  08:44:26,-5402,2642,-2220
65,  08:44:26,-6392,2120,-3239
66,  08:44:26,-6831,2182,-843
67,  08:44:26,-8192,1539,1199
68,  08:44:26,-8192,786,2312
69,  08:44:26,-8192,1798,-1504
70,  08:44:26,-8192,-1843,1516
71,  08:44:26,-8192,-90,-2938
72,  08:44:26,-8192,405,-8192
73,  08:44:26,-8050,2958,-276
74,  08:44:26,-8192,1749,-3384
75,  08:44:26,-8192,193,-3098
76,  08:44:26,-7418,478,-1029
77,  08:44:26,-5768,1008,66
78,  08:44:26,-5213,845,-704
79,  08:44:26,-5698,781,-907
80,  08:44:26,-6657,254,-1481
81,  08:44:26,-6113,264,-1450
82,  08:44:26,-4017,417,-835
83,  08:44:27,-3559,95,-1303
84,  08:44:27,-4335,332,-1681
85,  08:44:27,-5824,245,-2491
86,  08:44:27,-6738,-118,-2680
87,  08:44:27,-6901,-511,-1149
88,  08:44:27,-7478,-566,-1347
89,  08:44:27,-8192,489,-1941
90,  08:44:27,-8192,2357,624
91,  08:44:27,-8192,3250,953
92,  08:44:27,-8192,1198,1861
93,  08:44:27,-8192,1373,-3148
94,  08:44:27,-8192,3216,-3164
95,  08:44:27,-8192,2411,-2491
96,  08:44:27,-5907,1727,-2373
97,  08:44:27,-6447,1076,-1667
98,  08:44:27,-6929,1351,-1069
99,  08:44:27,-7048,1848,-584
100,  08:44:27,-6735,1843,-800
101,  08:44:27,-5187,1608,-658
102,  08:44:27,-5182,869,-1723
103,  08:44:27,-6074,1728,-1790
104,  08:44:27,-5382,1629,-1114
105,  08:44:27,-3986,1032,-1360
106,  08:44:27,-3798,1135,-800
107,  08:44:27,-5094,718,-596
108,  08:44:27,-6293,969,-3147
109,  08:44:27,-6062,1037,-2928
110,  08:44:27,-7064,1432,-2651
111,  08:44:27,-6939,2059,-2243
112,  08:44:27,-5651,1030,-198
113,  08:44:27,-8192,1067,658
114,  08:44:27,-8192,2654,-2549
115,  08:44:27,-8192,899,1936
116,  08:44:27,-8192,-3240,2854
117,  08:44:27,-8192,69,-5825
118,  08:44:27,-7828,1322,-1400
119,  08:44:27,-7419,3469,-1795
120,  08:44:27,-8192,107,-5403
121,  08:44:27,-7802,24,-2344
122,  08:44:28,-7010,742,-624
123,  08:44:28,-5931,701,-1458
124,  08:44:28,-4888,365,-1176
125,  08:44:28,-5226,205,-1161
126,  08:44:28,-5568,619,-901
127,  08:44:28,-4728,35,-1190
128,  08:44:28,-4222,-307,-2142
129,  08:44:28,-4447,672,-2161
130,  08:44:28,-6284,-81,-2678
131,  08:44:28,-7364,-104,-2961
132,  08:44:28,-6314,601,-2247
133,  08:44:28,-5483,1055,-771
134,  08:44:28,-7443,19,-1918
135,  08:44:28,-8192,-324,-3743
136,  08:44:28,-8192,644,-1285
137,  08:44:28,-8192,925,433
138,  08:44:28,-8192,1001,897
139,  08:44:28,-8192,964,2651
140,  08:44:28,-8192,3966,-648
141,  08:44:28,-8192,3263,-2850
142,  08:44:28,-6143,1499,-5198
143,  08:44:28,-4795,538,-2193
144,  08:44:28,-6576,2353,-1274
145,  08:44:28,-7586,2389,-729
146,  08:44:28,-6931,2139,-373
147,  08:44:28,-6979,1855,-883
148,  08:44:28,-6975,1447,-1463
