No, waktu, accx, accY, accZ,Akselerasi
1, 2018-07-09 09:18:58,-7164,1375,-3280,7998.24487
2, 2018-07-09 09:18:58,-7157,1285,-3108,7907.814995
3, 2018-07-09 09:18:58,-7123,1013,-2966,7782.059753
4, 2018-07-09 09:18:58,-7200,715,-2920,7802.411486
5, 2018-07-09 09:18:58,-7254,662,-2982,7870.901092
6, 2018-07-09 09:18:58,-7292,741,-2985,7914.074172
7, 2018-07-09 09:18:58,-7321,704,-3108,7984.505057
8, 2018-07-09 09:18:59,-7251,953,-3153,7964.083061
9, 2018-07-09 09:18:59,-7298,1075,-3218,8048.102447
10, 2018-07-09 09:18:59,-7212,1063,-2741,7788.195812
11, 2018-07-09 09:18:59,-7118,999,-2819,7720.795684
12, 2018-07-09 09:18:59,-7110,1049,-3076,7817.562088
13, 2018-07-09 09:18:59,-7316,1083,-3244,8075.907441
14, 2018-07-09 09:18:59,-7165,991,-3257,7932.676408
15, 2018-07-09 09:18:59,-6972,915,-2922,7614.728689
16, 2018-07-09 09:18:59,-7237,796,-2818,7806.978225
17, 2018-07-09 09:18:59,-7285,917,-2989,7927.561731
18, 2018-07-09 09:18:59,-7231,966,-2949,7868.743102
19, 2018-07-09 09:18:59,-7291,1028,-3018,7957.624583
20, 2018-07-09 09:18:59,-7288,904,-3138,7986.188327
21, 2018-07-09 09:18:59,-7279,985,-3004,7935.873109
22, 2018-07-09 09:18:59,-7230,1041,-2901,7859.540826
23, 2018-07-09 09:18:59,-7249,1058,-2868,7867.197023
24, 2018-07-09 09:18:59,-7228,1065,-2953,7880.254945
25, 2018-07-09 09:18:59,-7141,1006,-3007,7813.319781
26, 2018-07-09 09:18:59,-7166,1099,-3051,7865.61873
27, 2018-07-09 09:18:59,-7259,997,-3072,7945.078603
28, 2018-07-09 09:18:59,-7296,824,-3147,7988.379122
29, 2018-07-09 09:18:59,-7433,938,-3105,8109.892601
30, 2018-07-09 09:18:59,-7126,930,-3096,7824.959553
31, 2018-07-09 09:18:59,-7026,1043,-3105,7752.002967
32, 2018-07-09 09:18:59,-7253,1142,-2929,7905.011954
33, 2018-07-09 09:18:59,-7169,1151,-3169,7922.242296
34, 2018-07-09 09:18:59,-7360,1044,-3026,8025.971094
35, 2018-07-09 09:18:59,-7445,1058,-2967,8083.96425
36, 2018-07-09 09:19:00,-7308,1064,-2581,7823.076185
37, 2018-07-09 09:19:00,-7345,1035,-2504,7828.809999
38, 2018-07-09 09:19:00,-7430,945,-2630,7938.187765
39, 2018-07-09 09:19:00,-7403,960,-2766,7960.952518
40, 2018-07-09 09:19:00,-7397,1059,-2798,7979.091051
41, 2018-07-09 09:19:00,-7301,1029,-2745,7867.55788
42, 2018-07-09 09:19:00,-7318,993,-2806,7900.177783
43, 2018-07-09 09:19:00,-7311,980,-3017,7969.530099
44, 2018-07-09 09:19:00,-7158,1071,-2926,7806.758674
45, 2018-07-09 09:19:00,-7191,1119,-2929,7844.850732
46, 2018-07-09 09:19:00,-7211,1163,-2822,7830.375087
47, 2018-07-09 09:19:00,-7282,1101,-2807,7881.55911
48, 2018-07-09 09:19:00,-7219,1007,-2863,7831.013919
49, 2018-07-09 09:19:00,-7296,881,-2887,7895.729605
50, 2018-07-09 09:19:00,-7357,998,-2745,7915.584501
51, 2018-07-09 09:19:00,-7202,1051,-2954,7854.904264
