No, waktu, accx, accY, accZ,Akselerasi
1, 2018-07-09 09:19:41,-7218,1026,-3239,7977.676416
2, 2018-07-09 09:19:41,-7206,1158,-3373,8040.18215
3, 2018-07-09 09:19:41,-7145,1124,-3044,7847.313999
4, 2018-07-09 09:19:41,-7082,944,-3121,7796.569823
5, 2018-07-09 09:19:41,-7118,818,-3129,7818.291949
6, 2018-07-09 09:19:41,-7316,990,-3032,7981.03878
7, 2018-07-09 09:19:41,-7263,1019,-3032,7936.154862
8, 2018-07-09 09:19:41,-7208,626,-2922,7802.898436
9, 2018-07-09 09:19:41,-7184,546,-2974,7794.398501
10, 2018-07-09 09:19:42,-7211,863,-3084,7890.142331
11, 2018-07-09 09:19:42,-7218,1257,-3011,7921.217962
12, 2018-07-09 09:19:42,-7370,1385,-3171,8141.889584
13, 2018-07-09 09:19:42,-7379,1377,-3161,8144.795332
14, 2018-07-09 09:19:42,-7301,1277,-3164,8058.922136
15, 2018-07-09 09:19:42,-7101,780,-3177,7818.307362
16, 2018-07-09 09:19:42,-7092,619,-2744,7629.49284
17, 2018-07-09 09:19:42,-7137,978,-2964,7789.643702
18, 2018-07-09 09:19:42,-7381,1017,-2826,7968.671533
19, 2018-07-09 09:19:42,-7149,963,-2200,7541.589355
20, 2018-07-09 09:19:42,-7150,1025,-1861,7458.984247
21, 2018-07-09 09:19:42,-7269,1129,-2644,7816.888
22, 2018-07-09 09:19:42,-7658,1188,-3544,8521.516532
23, 2018-07-09 09:19:42,-7190,1133,-3784,8203.562945
24, 2018-07-09 09:19:42,-7016,1137,-3346,7855.745732
25, 2018-07-09 09:19:42,-7092,1047,-3026,7781.34622
26, 2018-07-09 09:19:42,-7109,1011,-3002,7782.801938
27, 2018-07-09 09:19:42,-7111,1132,-3175,7869.45805
28, 2018-07-09 09:19:42,-7205,1115,-3100,7922.452272
29, 2018-07-09 09:19:42,-7186,1048,-3070,7884.27549
30, 2018-07-09 09:19:42,-7128,1000,-3104,7838.571298
31, 2018-07-09 09:19:42,-7170,1001,-3193,7912.404818
32, 2018-07-09 09:19:42,-7231,1031,-3053,7916.510027
33, 2018-07-09 09:19:42,-7130,1055,-3115,7851.951987
34, 2018-07-09 09:19:42,-7171,1028,-3120,7887.612123
35, 2018-07-09 09:19:42,-7179,1052,-3099,7889.774775
36, 2018-07-09 09:19:42,-7189,1061,-3170,7928.199165
37, 2018-07-09 09:19:42,-7150,1115,-3216,7918.862355
38, 2018-07-09 09:19:42,-7150,1108,-3221,7919.911931
39, 2018-07-09 09:19:43,-7168,1066,-3075,7872.242692
40, 2018-07-09 09:19:43,-7133,1010,-3018,7810.76904
41, 2018-07-09 09:19:43,-7092,1019,-3128,7817.877525
42, 2018-07-09 09:19:43,-7137,1018,-3334,7942.836332
43, 2018-07-09 09:19:43,-7083,1047,-3417,7933.535593
44, 2018-07-09 09:19:43,-7107,1017,-3301,7901.919957
45, 2018-07-09 09:19:43,-7129,1002,-3212,7883.120512
46, 2018-07-09 09:19:43,-7185,1025,-3073,7881.508675
47, 2018-07-09 09:19:43,-7200,1041,-3025,7878.724897
48, 2018-07-09 09:19:43,-7198,1045,-3032,7880.117575
49, 2018-07-09 09:19:43,-7261,1097,-3090,7967.033952
50, 2018-07-09 09:19:43,-7213,1069,-3229,7974.745827
51, 2018-07-09 09:19:43,-7203,917,-3053,7876.858955
52, 2018-07-09 09:19:43,-7075,935,-3073,7770.017954
53, 2018-07-09 09:19:43,-7138,1037,-3128,7861.984292
54, 2018-07-09 09:19:43,-7197,1078,-3167,7936.547234
55, 2018-07-09 09:19:43,-7144,1072,-3129,7872.519355
56, 2018-07-09 09:19:43,-7103,1102,-3135,7841.889951
57, 2018-07-09 09:19:43,-7218,1131,-3188,7971.325423
58, 2018-07-09 09:19:43,-7238,1112,-3136,7966.158673
59, 2018-07-09 09:19:43,-7164,1100,-3031,7856.198635
60, 2018-07-09 09:19:43,-7123,1056,-3075,7829.935504
61, 2018-07-09 09:19:43,-7178,1068,-3165,7917.166981
62, 2018-07-09 09:19:43,-7190,1072,-3122,7911.521219
63, 2018-07-09 09:19:43,-7105,1034,-3235,7874.986095
64, 2018-07-09 09:19:43,-7169,1171,-3301,7978.872289
65, 2018-07-09 09:19:43,-7088,1104,-3020,7783.248679
66, 2018-07-09 09:19:43,-6993,1050,-3345,7822.632166
67, 2018-07-09 09:19:43,-7290,1035,-3394,8107.685305
68, 2018-07-09 09:19:43,-7182,1079,-2796,7782.222112
69, 2018-07-09 09:19:43,-7032,926,-3000,7701.071354
70, 2018-07-09 09:19:44,-7117,1097,-3054,7821.893249
71, 2018-07-09 09:19:44,-7186,1139,-3111,7912.915897
72, 2018-07-09 09:19:44,-7134,1068,-3028,7823.257889
73, 2018-07-09 09:19:44,-6948,1042,-3356,7786.090418
74, 2018-07-09 09:19:44,-7157,1051,-3408,7996.356295
75, 2018-07-09 09:19:44,-7176,1069,-3277,7960.933739
76, 2018-07-09 09:19:44,-7053,1033,-3237,7828.797289
77, 2018-07-09 09:19:44,-7137,1054,-3029,7824.482475
78, 2018-07-09 09:19:44,-7266,1161,-3004,7947.747668
79, 2018-07-09 09:19:44,-7219,1075,-2941,7868.866945
80, 2018-07-09 09:19:44,-7233,1079,-3014,7909.786723
81, 2018-07-09 09:19:44,-7267,1157,-3036,7960.228263
82, 2018-07-09 09:19:44,-7152,1139,-3123,7886.796181
83, 2018-07-09 09:19:44,-7107,1162,-3215,7886.438867
84, 2018-07-09 09:19:44,-7155,1161,-3184,7917.057661
85, 2018-07-09 09:19:44,-7168,1148,-3023,7863.628743
86, 2018-07-09 09:19:44,-7121,1112,-3052,7826.869681
87, 2018-07-09 09:19:44,-7176,1125,-3039,7873.761617
88, 2018-07-09 09:19:44,-7187,1092,-3042,7880.304372
89, 2018-07-09 09:19:44,-7105,1106,-3227,7881.483997
90, 2018-07-09 09:19:44,-7093,1209,-3522,8011.043253
91, 2018-07-09 09:19:44,-7003,964,-3410,7848.528843
92, 2018-07-09 09:19:44,-7117,940,-3093,7816.772864
93, 2018-07-09 09:19:44,-7149,1075,-2896,7787.852207
94, 2018-07-09 09:19:44,-7351,1163,-3145,8079.653148
95, 2018-07-09 09:19:44,-7321,1270,-3222,8098.840966
96, 2018-07-09 09:19:44,-7159,1216,-2957,7840.522049
97, 2018-07-09 09:19:44,-7292,1288,-2752,7899.728603
98, 2018-07-09 09:19:44,-7327,1239,-2682,7900.200884
99, 2018-07-09 09:19:45,-7141,869,-2628,7658.683046
100, 2018-07-09 09:19:45,-7093,975,-2925,7734.138543
101, 2018-07-09 09:19:45,-7216,1053,-3063,7909.578623
102, 2018-07-09 09:19:45,-7277,1063,-3157,8003.208544
103, 2018-07-09 09:19:45,-7311,1039,-3200,8047.996148
104, 2018-07-09 09:19:45,-7132,1096,-3281,7926.638695
105, 2018-07-09 09:19:45,-7259,1154,-3133,7990.024155
106, 2018-07-09 09:19:45,-7274,1087,-2981,7935.931325
107, 2018-07-09 09:19:45,-7051,975,-2993,7721.740413
108, 2018-07-09 09:19:45,-7122,986,-2935,7765.906579
109, 2018-07-09 09:19:45,-7209,897,-2937,7835.831736
110, 2018-07-09 09:19:45,-7290,838,-2987,7922.658203
111, 2018-07-09 09:19:45,-7301,934,-2858,7895.892666
112, 2018-07-09 09:19:45,-7231,1144,-2919,7881.412183
113, 2018-07-09 09:19:45,-7132,1187,-3021,7835.868427
114, 2018-07-09 09:19:45,-7148,1127,-3069,7860.203178
115, 2018-07-09 09:19:45,-7164,1094,-3135,7896.072251
116, 2018-07-09 09:19:45,-7194,1119,-3172,7941.497403
117, 2018-07-09 09:19:45,-7230,1141,-3030,7921.848332
118, 2018-07-09 09:19:45,-7230,1113,-2955,7889.467282
119, 2018-07-09 09:19:45,-7241,1014,-2978,7894.856617
120, 2018-07-09 09:19:45,-7219,1000,-2965,7867.984875
121, 2018-07-09 09:19:45,-7113,1031,-3053,7808.875655
122, 2018-07-09 09:19:45,-7177,1037,-3169,7913.738623
123, 2018-07-09 09:19:45,-7216,975,-3239,7969.466858
124, 2018-07-09 09:19:45,-7276,910,-2990,7918.862039
125, 2018-07-09 09:19:45,-7264,1082,-2943,7911.868869
126, 2018-07-09 09:19:45,-7269,1138,-2931,7919.858963
127, 2018-07-09 09:19:45,-7312,1094,-2891,7938.517557
128, 2018-07-09 09:19:45,-7335,1148,-2880,7963.323992
