No, waktu, accx, accY, accZ,Akselerasi
1, 2018-07-09 07:50:45,-7736,1658,964,7970.191717
2, 2018-07-09 07:50:45,-7793,1679,954,8028.698898
3, 2018-07-09 07:50:45,-7759,1681,1000,8001.739936
4, 2018-07-09 07:50:45,-7759,1575,943,7973.202305
5, 2018-07-09 07:50:45,-7808,1595,955,8026.264013
6, 2018-07-09 07:50:45,-7751,1703,986,7996.899774
7, 2018-07-09 07:50:46,-7720,1703,1005,7969.230452
8, 2018-07-09 07:50:46,-7734,1675,1032,7980.31359
9, 2018-07-09 07:50:46,-7764,1687,1040,8012.943591
10, 2018-07-09 07:50:46,-7773,1638,965,8002.112096
11, 2018-07-09 07:50:46,-7736,1646,1076,7982.029065
12, 2018-07-09 07:50:46,-7784,1687,984,8025.265167
13, 2018-07-09 07:50:46,-7782,1660,1042,8025.016386
14, 2018-07-09 07:50:46,-7742,1642,1033,7981.341804
15, 2018-07-09 07:50:46,-7756,1685,1002,7999.922812
16, 2018-07-09 07:50:46,-7771,1694,1026,8019.398544
17, 2018-07-09 07:50:46,-7774,1640,1038,8012.622542
18, 2018-07-09 07:50:46,-7760,1638,1003,7994.163684
19, 2018-07-09 07:50:46,-7752,1618,1079,7992.225535
20, 2018-07-09 07:50:46,-7766,1628,1008,7998.575123
21, 2018-07-09 07:50:46,-7782,1593,985,8004.211267
22, 2018-07-09 07:50:46,-7732,1653,1145,7989.19633
23, 2018-07-09 07:50:46,-7786,1588,1053,8015.756296
24, 2018-07-09 07:50:46,-7795,1624,1025,8028.077354
25, 2018-07-09 07:50:46,-7765,1610,1052,7999.626804
26, 2018-07-09 07:50:46,-7712,1634,1072,7955.757915
27, 2018-07-09 07:50:46,-7750,1594,1054,7982.120771
28, 2018-07-09 07:50:46,-7811,1586,1015,8034.758366
29, 2018-07-09 07:50:47,-7765,1620,1063,8003.099025
30, 2018-07-09 07:50:47,-7723,1623,1046,7960.714415
31, 2018-07-09 07:50:47,-7776,1635,1101,8021.945026
32, 2018-07-09 07:50:47,-7807,1642,1062,8048.18346
33, 2018-07-09 07:50:47,-7872,1655,1069,8114.811766
34, 2018-07-09 07:50:47,-7780,1606,1024,8009.7573
35, 2018-07-09 07:50:47,-7733,1580,1081,7966.445255
36, 2018-07-09 07:50:47,-7730,1564,1057,7957.150558
37, 2018-07-09 07:50:47,-7785,1616,1054,8020.511019
38, 2018-07-09 07:50:47,-7801,1606,1138,8045.488239
39, 2018-07-09 07:50:47,-7771,1606,1113,8012.892486
40, 2018-07-09 07:50:47,-7793,1625,1021,8025.827995
41, 2018-07-09 07:50:47,-7726,1659,1151,7985.496728
42, 2018-07-09 07:50:47,-7857,1600,1014,8082.118843
43, 2018-07-09 07:50:47,-7818,1561,1090,8046.4865
44, 2018-07-09 07:50:47,-7730,1620,1121,7977.088504
45, 2018-07-09 07:50:47,-7760,1614,1064,7997.167749
46, 2018-07-09 07:50:47,-7787,1601,1121,8028.524833
47, 2018-07-09 07:50:47,-7774,1628,1022,8008.117382
48, 2018-07-09 07:50:47,-7740,1603,1087,7978.645123
49, 2018-07-09 07:50:47,-7763,1633,1065,8004.066654
50, 2018-07-09 07:50:47,-7774,1640,1097,8020.4791
51, 2018-07-09 07:50:47,-7778,1571,1043,8003.322685
52, 2018-07-09 07:50:47,-7746,1608,1127,7991.014266
53, 2018-07-09 07:50:47,-7791,1627,1031,8025.569824
54, 2018-07-09 07:50:47,-7807,1602,993,8031.295163
55, 2018-07-09 07:50:47,-7725,1571,1034,7950.649156
56, 2018-07-09 07:50:47,-7778,1588,1027,8004.608485
57, 2018-07-09 07:50:48,-7791,1605,1013,8018.844992
58, 2018-07-09 07:50:48,-7732,1594,1089,7969.352609
59, 2018-07-09 07:50:48,-7741,1608,1068,7978.055465
60, 2018-07-09 07:50:48,-7742,1655,1091,7991.737608
61, 2018-07-09 07:50:48,-7777,1615,988,8004.130059
62, 2018-07-09 07:50:48,-7755,1696,1026,8004.318647
63, 2018-07-09 07:50:48,-7751,1719,1017,8004.202084
64, 2018-07-09 07:50:48,-7759,1674,954,7994.652775
65, 2018-07-09 07:50:48,-7766,1694,1033,8015.452638
66, 2018-07-09 07:50:48,-7735,1736,985,7988.37568
67, 2018-07-09 07:50:48,-7750,1692,996,7994.834582
68, 2018-07-09 07:50:48,-7765,1682,1002,8008.018044
69, 2018-07-09 07:50:48,-7762,1772,990,8023.012402
70, 2018-07-09 07:50:48,-7771,1697,1023,8019.649556
71, 2018-07-09 07:50:48,-7775,1656,977,8009.21282
72, 2018-07-09 07:50:49,-7751,1681,1014,7995.746244
73, 2018-07-09 07:50:49,-7771,1674,964,8007.497299
74, 2018-07-09 07:50:49,-7733,1663,1025,7975.931482
75, 2018-07-09 07:50:49,-7775,1671,1023,8018.066787
76, 2018-07-09 07:50:49,-7786,1601,1051,8018.079446
77, 2018-07-09 07:50:49,-7827,1636,926,8049.590114
78, 2018-07-09 07:50:49,-7720,1679,1053,7970.335627
79, 2018-07-09 07:50:49,-7815,1606,1041,8045.939473
80, 2018-07-09 07:50:49,-7848,1596,970,8067.169268
81, 2018-07-09 07:50:49,-7738,1578,1011,7961.711437
82, 2018-07-09 07:50:49,-7735,1563,1051,7961.017209
83, 2018-07-09 07:50:49,-7863,1567,951,8073.825549
84, 2018-07-09 07:50:49,-7819,1621,999,8047.509118
85, 2018-07-09 07:50:49,-7724,1566,1056,7951.582736
86, 2018-07-09 07:50:49,-7762,1577,981,7981.098546
87, 2018-07-09 07:50:49,-7735,1560,950,7947.724517
88, 2018-07-09 07:50:49,-7720,1608,991,7947.713193
89, 2018-07-09 07:50:49,-7828,1603,898,8040.746047
90, 2018-07-09 07:50:49,-7790,1594,960,8009.153264
91, 2018-07-09 07:50:49,-7756,1617,938,7978.099335
92, 2018-07-09 07:50:49,-7792,1549,920,7997.566192
93, 2018-07-09 07:50:49,-7818,1578,917,8028.206338
94, 2018-07-09 07:50:49,-7749,1571,958,7964.471483
95, 2018-07-09 07:50:49,-7790,1539,932,7995.076297
96, 2018-07-09 07:50:49,-7775,1596,947,7993.412913
97, 2018-07-09 07:50:49,-7763,1580,943,7978.083604
98, 2018-07-09 07:50:50,-7815,1571,948,8027.513314
99, 2018-07-09 07:50:50,-7793,1604,1002,8019.206257
100, 2018-07-09 07:50:50,-7699,1571,1024,7924.090989
101, 2018-07-09 07:50:50,-7775,1511,914,7973.0259
102, 2018-07-09 07:50:50,-7818,1565,927,8026.809952
103, 2018-07-09 07:50:50,-7734,1613,970,7959.737747
104, 2018-07-09 07:50:50,-7795,1600,952,8014.257857
105, 2018-07-09 07:50:50,-7803,1586,949,8018.903042
106, 2018-07-09 07:50:50,-7778,1586,950,7994.696992
107, 2018-07-09 07:50:50,-7775,1605,873,7986.787777
108, 2018-07-09 07:50:50,-7768,1634,900,7988.853485
109, 2018-07-09 07:50:50,-7714,1608,982,7940.767217
110, 2018-07-09 07:50:50,-7807,1629,962,8032.953006
111, 2018-07-09 07:50:50,-7769,1600,1019,7997.232146
112, 2018-07-09 07:50:50,-7780,1532,1035,7996.664867
113, 2018-07-09 07:50:50,-7753,1548,1023,7971.940918
114, 2018-07-09 07:50:50,-7859,1549,892,8059.711285
115, 2018-07-09 07:50:50,-7724,1555,1012,7943.698446
116, 2018-07-09 07:50:50,-7789,1541,1017,8004.841722
117, 2018-07-09 07:50:50,-7854,1573,958,8067.057022
118, 2018-07-09 07:50:50,-7767,1633,996,7999.06207
119, 2018-07-09 07:50:50,-7782,1562,989,7998.592939
120, 2018-07-09 07:50:50,-7787,1519,1020,7999.070571
121, 2018-07-09 07:50:50,-7835,1542,970,8043.997079
