No, waktu, accx, accY, accZ,Akselerasi
1, 2018-07-09 07:49:39,-7499,1463,1583,7802.644359
2, 2018-07-09 07:49:39,-8192,1481,1098,8396.894009
3, 2018-07-09 07:49:39,-7964,1188,1251,8148.720206
4, 2018-07-09 07:49:39,-7407,645,1353,7557.134576
5, 2018-07-09 07:49:39,-7672,1221,604,7791.998524
6, 2018-07-09 07:49:39,-8000,2059,641,8285.5514
7, 2018-07-09 07:49:39,-7695,1936,1013,7999.205586
8, 2018-07-09 07:49:39,-7646,1836,886,7913.103563
9, 2018-07-09 07:49:39,-7741,1933,1070,8050.122359
10, 2018-07-09 07:49:39,-7982,1906,1416,8327.677708
11, 2018-07-09 07:49:39,-8174,1474,1182,8389.521798
12, 2018-07-09 07:49:39,-8192,1177,1777,8464.745832
13, 2018-07-09 07:49:39,-6958,1190,609,7085.248408
14, 2018-07-09 07:49:39,-7022,942,2878,7647.138811
15, 2018-07-09 07:49:39,-8192,1240,-211,8288.002473
16, 2018-07-09 07:49:39,-7884,1568,1691,8214.350918
17, 2018-07-09 07:49:39,-7592,1533,1679,7925.124226
18, 2018-07-09 07:49:39,-7508,1560,1483,7810.43872
19, 2018-07-09 07:49:39,-7794,1701,1154,8060.493347
20, 2018-07-09 07:49:39,-7857,1411,1336,8093.717687
21, 2018-07-09 07:49:39,-8009,1194,874,8144.543756
22, 2018-07-09 07:49:39,-7538,1126,1205,7716.303843
23, 2018-07-09 07:49:39,-7647,1431,1103,7857.542809
24, 2018-07-09 07:49:40,-8097,1519,981,8296.452917
25, 2018-07-09 07:49:40,-7883,1352,1340,8109.574157
26, 2018-07-09 07:49:40,-7796,1424,957,7982.55855
27, 2018-07-09 07:49:40,-7770,1387,1319,8002.276551
28, 2018-07-09 07:49:40,-7748,1327,1145,7943.768501
29, 2018-07-09 07:49:40,-7516,1493,1272,7767.708092
30, 2018-07-09 07:49:40,-7715,1647,1108,7966.272529
31, 2018-07-09 07:49:40,-7867,1563,1112,8097.481213
32, 2018-07-09 07:49:40,-7627,1504,1400,7898.933156
33, 2018-07-09 07:49:40,-7787,1577,1305,8051.541654
34, 2018-07-09 07:49:40,-8030,1581,1186,8269.646728
