No, waktu, accx, accY, accZ, gyroX, gyroY, gyroZ, roll, pitch,Akselerasi
1, 2018-07-09 07:39:25,-5705,1306,1341,-3411,5429,-1747,-69.04,105.46,6004.243666
2, 2018-07-09 07:39:25,-5216,1291,1273,-3228,5125,-3664,-69.29,105.08,5522.125134
3, 2018-07-09 07:39:25,-5094,1865,1132,-3082,4518,-4505,-69.52,104.7,5541.523707
4, 2018-07-09 07:39:25,-5742,1095,877,-2784,3503,-3613,-69.69,104.34,5910.89824
5, 2018-07-09 07:39:25,-6582,-639,566,-3021,3960,-2723,-69.88,103.94,6637.122946
6, 2018-07-09 07:39:25,-6463,-1193,810,-3012,5109,-2559,-70.15,103.54,6621.91196
7, 2018-07-09 07:39:25,-5776,906,1050,-3590,5520,-2464,-70.44,103.12,5940.160941
8, 2018-07-09 07:39:25,-4406,3593,67,-916,4783,110,-70.67,102.85,5685.681489
9, 2018-07-09 07:39:25,-5546,2269,2209,-1624,2791,-339,-70.82,102.63,6386.404153
10, 2018-07-09 07:39:25,-7163,1700,1885,-3014,-2410,-2041,-70.72,102.25,7599.460112
11, 2018-07-09 07:39:25,-8192,1015,-1514,655,-4218,-2497,-70.48,102.06,8392.334896
12, 2018-07-09 07:39:25,-8192,387,-467,2829,2495,-1866,-70.58,102.01,8214.421586
13, 2018-07-09 07:39:25,-7124,742,1234,3265,2518,-1400,-70.77,102.01,7268.059989
14, 2018-07-09 07:39:25,-6117,1432,967,2795,-936,-985,-70.71,102,6356.367044
15, 2018-07-09 07:39:25,-6517,1089,1007,2541,-2999,-978,-70.51,101.98,6683.65611
16, 2018-07-09 07:39:25,-7727,610,1307,2333,-5068,-1354,-70.22,101.92,7860.462963
17, 2018-07-09 07:39:25,-8192,1153,450,3069,-6569,-638,-69.87,101.91,8284.972722
18, 2018-07-09 07:39:25,-8192,1629,60,4507,-5774,180,-69.54,101.99,8352.61067
19, 2018-07-09 07:39:25,-8192,-84,-549,5086,-3404,339,-69.33,102.09,8210.805137
20, 2018-07-09 07:39:25,-8192,-3967,2607,931,1604,-1576,-69.45,101.96,9467.967152
21, 2018-07-09 07:39:26,-8192,88,2482,-2148,102,-2469,-69.48,101.63,8560.194624
22, 2018-07-09 07:39:26,-8192,3669,3720,-1082,4929,877,-69.77,101.38,9716.42038
23, 2018-07-09 07:39:26,-7753,4481,1896,3019,4565,1162,-70.09,101.35,9153.315574
24, 2018-07-09 07:39:26,-6749,2223,2365,6083,325,1696,-70.15,101.54,7488.922152
25, 2018-07-09 07:39:26,-6086,708,2672,7247,-1699,1058,-70.01,101.77,6684.328238
26, 2018-07-09 07:39:26,-5925,693,3970,7693,115,1536,-69.91,102.21,7165.666333
27, 2018-07-09 07:39:26,-6579,721,3469,5769,-410,2060,-69.86,102.39,7472.418819
28, 2018-07-09 07:39:26,-7271,773,1189,4556,-835,1474,-69.76,102.52,7408.015321
29, 2018-07-09 07:39:26,-7156,-148,667,5819,133,1300,-69.73,102.66,7188.541507
30, 2018-07-09 07:39:26,-6647,-673,2198,2532,391,2690,-69.75,102.7,7033.259699
31, 2018-07-09 07:39:26,-6944,321,1783,-1222,-661,2991,-69.69,102.47,7176.438253
32, 2018-07-09 07:39:26,-6814,1558,604,-1597,725,2511,-69.68,102.17,7015.894526
33, 2018-07-09 07:39:26,-4908,2686,984,1703,2714,3487,-69.84,102,5680.784805
34, 2018-07-09 07:39:26,-4112,2549,1538,2893,1114,4013,-69.86,102,5076.552866
35, 2018-07-09 07:39:26,-4428,1412,1661,3642,-1500,3480,-69.72,102.03,4935.569775
36, 2018-07-09 07:39:26,-5563,685,1605,3560,-3340,1798,-69.48,102.06,5830.284641
37, 2018-07-09 07:39:26,-6843,844,1531,2374,-2909,322,-69.25,102.03,7062.785994
38, 2018-07-09 07:39:26,-7692,1663,1180,768,-1757,110,-69.13,101.92,7957.69018
39, 2018-07-09 07:39:26,-8192,2271,650,-280,-990,474,-69.07,101.64,8525.772985
40, 2018-07-09 07:39:26,-8158,1901,514,1903,2459,1043,-69.26,101.48,8392.315592
41, 2018-07-09 07:39:26,-7187,1915,1547,2522,2354,1378,-69.4,101.46,7596.933789
42, 2018-07-09 07:39:26,-7522,2519,2484,330,810,884,-69.46,101.34,8312.406451
43, 2018-07-09 07:39:26,-8192,2910,671,-237,-523,376,-69.47,101.16,8719.358061
44, 2018-07-09 07:39:26,-8192,2552,-1320,2561,1519,807,-69.57,101.11,8681.242307
45, 2018-07-09 07:39:26,-8192,2269,-750,4707,4144,1211,-69.83,101.21,8533.447428
46, 2018-07-09 07:39:26,-8192,2408,1197,3295,3566,66,-70.29,101.32,8622.072663
47, 2018-07-09 07:39:26,-8192,5892,2255,3441,1151,439,-70.43,101.39,10339.70759
48, 2018-07-09 07:39:26,-8192,4471,4003,1893,-6263,1349,-70.17,101.4,10154.93545
49, 2018-07-09 07:39:27,-8192,-1624,2465,7345,5476,-309,-70.31,101.68,8707.609603
50, 2018-07-09 07:39:27,-8192,-1817,3297,1135,7458,-1278,-70.81,101.6,9015.573304
51, 2018-07-09 07:39:27,-6495,-363,3707,-4691,4944,-939,-71.13,101.16,7487.231999
52, 2018-07-09 07:39:27,-4870,2300,3196,-7568,2783,259,-71.35,100.19,6262.692392
53, 2018-07-09 07:39:27,-6150,2775,3216,-4824,-703,239,-71.3,99.69,7474.341509
54, 2018-07-09 07:39:27,-8024,2498,1869,-2130,-2087,-633,-71.17,99.37,8609.166104
55, 2018-07-09 07:39:27,-8192,1475,785,-1675,739,-1676,-71.2,99.09,8360.664686
56, 2018-07-09 07:39:27,-8192,345,1545,-3038,3557,-2590,-71.43,98.74,8343.555237
57, 2018-07-09 07:39:27,-7361,567,1113,-4546,4415,-3421,-71.69,98.29,7466.229236
58, 2018-07-09 07:39:27,-6154,1694,597,-3446,3740,-4031,-71.89,97.88,6410.753544
59, 2018-07-09 07:39:27,-5133,2413,740,-1042,2478,-4353,-71.99,97.62,5719.952622
60, 2018-07-09 07:39:27,-4396,2031,1212,633,1526,-4857,-72.02,97.48,4991.865483
61, 2018-07-09 07:39:27,-4131,1080,1669,913,150,-5108,-71.97,97.36,4584.443478
62, 2018-07-09 07:39:27,-4705,292,1615,-247,-1731,-4519,-71.81,97.17,4983.022577
63, 2018-07-09 07:39:27,-5936,153,1287,-1294,-2680,-3679,-71.6,96.91,6075.843481
64, 2018-07-09 07:39:27,-7195,267,1011,-1025,-2030,-3545,-71.44,96.65,7270.586978
65, 2018-07-09 07:39:27,-8192,844,221,267,-834,-3899,-71.38,96.46,8238.327561
66, 2018-07-09 07:39:27,-8192,1330,-336,3190,4980,-3010,-71.73,96.41,8306.061642
67, 2018-07-09 07:39:27,-6336,821,1155,3262,4031,-1042,-72.17,96.48,6492.531248
68, 2018-07-09 07:39:27,-6258,102,244,876,-1006,-1226,-72.11,96.33,6263.585555
69, 2018-07-09 07:39:27,-7350,280,458,574,-2173,-1648,-71.89,96.1,7369.576921
70, 2018-07-09 07:39:27,-8192,644,538,11,-2660,-1272,-71.67,95.84,8234.867576
71, 2018-07-09 07:39:27,-8192,1567,-310,1817,-652,-263,-71.59,95.68,8346.283784
72, 2018-07-09 07:39:27,-8192,1289,1018,2760,907,261,-71.67,95.67,8355.040933
73, 2018-07-09 07:39:27,-8192,-1808,2375,527,909,-134,-71.77,95.55,8718.85044
74, 2018-07-09 07:39:27,-8192,-1499,2460,-3312,-4242,-3218,-71.62,95.17,8683.747175
75, 2018-07-09 07:39:27,-8192,2376,857,-3009,4249,371,-71.76,94.78,8572.554403
76, 2018-07-09 07:39:27,-8192,2119,1782,1519,7612,3537,-72.28,94.67,8647.227822
77, 2018-07-09 07:39:28,-7890,1481,1660,3624,2773,4454,-72.52,94.71,8197.625327
78, 2018-07-09 07:39:28,-5470,1600,2258,6256,2757,3030,-72.65,94.93,6130.209132
79, 2018-07-09 07:39:28,-4570,1780,3958,6856,2548,1551,-72.73,95.2,6302.306245
80, 2018-07-09 07:39:28,-5835,1287,4617,4138,-510,1306,-72.69,95.32,7551.17759
81, 2018-07-09 07:39:28,-8192,2300,1025,3568,-2538,1554,-72.47,95.36,8570.267732
82, 2018-07-09 07:39:28,-8192,3375,-1878,9461,5413,1962,-72.69,95.69,9056.841226
83, 2018-07-09 07:39:28,-8177,1880,-306,12957,14068,2390,-73.5,96.32,8395.913589
84, 2018-07-09 07:39:28,-4366,-224,1020,10285,15424,2576,-74.39,96.79,4489.157159
85, 2018-07-09 07:39:28,-999,-1157,1908,6934,5199,2033,-75,97.18,2444.813694
86, 2018-07-09 07:39:28,-998,-922,2245,3734,-3058,2297,-74.78,97.24,2624.140431
87, 2018-07-09 07:39:28,-2375,191,1825,1608,-8308,6034,-74.22,97.17,3001.288223
88, 2018-07-09 07:39:28,-7389,2568,-769,1011,-9755,2185,-73.19,96.96,7860.235747
89, 2018-07-09 07:39:28,-8192,1815,-784,1311,-2630,1925,-72.98,96.89,8427.202679
90, 2018-07-09 07:39:28,-8192,2154,276,698,3493,1282,-73.16,96.77,8474.948731
91, 2018-07-09 07:39:28,-6891,1717,286,619,2709,773,-73.48,96.57,7107.444407
92, 2018-07-09 07:39:28,-6591,1215,126,1040,-958,1444,-73.4,96.39,6703.236681
93, 2018-07-09 07:39:28,-7250,1636,219,1279,-1716,1355,-73.28,96.3,7435.519955
94, 2018-07-09 07:39:28,-7908,2254,-380,1275,-2041,715,-73.15,96.21,8231.730073
95, 2018-07-09 07:39:28,-7849,2622,-128,1551,-855,487,-73.08,96.15,8276.356022
96, 2018-07-09 07:39:28,-8159,1886,721,-489,-1507,864,-73,95.93,8405.124508
97, 2018-07-09 07:39:28,-8192,2362,-660,-704,-1007,1236,-72.95,95.72,8551.22845
98, 2018-07-09 07:39:28,-7269,3667,943,2886,681,1250,-73.03,95.68,8196.005063
99, 2018-07-09 07:39:28,-7910,6008,801,2003,-3961,1001,-72.83,95.71,9965.227795
100, 2018-07-09 07:39:28,-8192,4476,2264,262,-9271,1584,-72.36,95.65,9605.682485
101, 2018-07-09 07:39:28,-8192,554,432,2032,-7995,1150,-71.85,95.56,8222.06811
102, 2018-07-09 07:39:28,-8192,479,1245,4094,-359,603,-71.77,95.61,8299.899397
103, 2018-07-09 07:39:28,-8192,2273,2118,3658,1267,-795,-71.89,95.68,8761.353605
104, 2018-07-09 07:39:28,-7544,1380,3154,-2099,1853,-2466,-72.04,95.44,8292.4093
105, 2018-07-09 07:39:28,-6088,-96,3633,-6073,3011,-2050,-72.17,94.92,7090.250278
106, 2018-07-09 07:39:28,-6110,-620,3764,-7561,3320,-894,-72.32,94.27,7203.068513
107, 2018-07-09 07:39:29,-7569,119,3300,-8838,1779,-1122,-72.43,93.57,8257.961129
108, 2018-07-09 07:39:29,-8192,225,1907,-10343,1339,-2607,-72.55,92.76,8414.044093
109, 2018-07-09 07:39:29,-8020,1247,-305,-8851,4360,-4433,-72.78,92.02,8122.095419
110, 2018-07-09 07:39:29,-6540,2786,610,-6066,8148,-3943,-73.21,91.47,7134.808757
111, 2018-07-09 07:39:29,-4769,4307,1555,-3158,5755,-3298,-73.55,91.12,6611.47752
112, 2018-07-09 07:39:29,-4478,3531,1164,-275,-173,-3346,-73.53,90.94,5820.252658
113, 2018-07-09 07:39:29,-5345,1516,257,1964,-2094,-4273,-73.33,90.88,5561.773998
114, 2018-07-09 07:39:29,-5353,-1067,852,2729,822,-4846,-73.26,90.86,5524.400601
115, 2018-07-09 07:39:29,-5146,-886,1160,1348,-492,-4144,-73.18,90.77,5349.010376
116, 2018-07-09 07:39:29,-5652,222,845,-92,-1728,-3388,-73.02,90.59,5719.126944
117, 2018-07-09 07:39:29,-6489,1466,851,-77,-360,-2690,-72.89,90.32,6706.748691
118, 2018-07-09 07:39:29,-7007,1614,893,991,-1314,-2278,-72.79,90.21,7245.722462
119, 2018-07-09 07:39:29,-7931,914,-230,2097,-996,-1140,-72.71,90.16,7986.805181
120, 2018-07-09 07:39:29,-7334,-543,214,2268,1468,101,-72.8,90.11,7357.18703
121, 2018-07-09 07:39:29,-6960,-974,654,291,464,71,-72.82,89.97,7058.186169
122, 2018-07-09 07:39:29,-7789,-810,353,-1574,-1439,-707,-72.75,89.7,7838.955925
123, 2018-07-09 07:39:29,-8192,202,899,-2601,-3291,-1639,-72.61,89.36,8243.656288
124, 2018-07-09 07:39:29,-8192,1847,606,-1645,-2434,-2236,-72.47,89.08,8419.472014
125, 2018-07-09 07:39:29,-8192,2454,1050,793,-983,-2048,-72.43,88.96,8615.885329
126, 2018-07-09 07:39:29,-8192,275,1545,443,-933,-1767,-72.4,88.84,8340.954022
127, 2018-07-09 07:39:29,-8192,-2971,995,-3163,3299,-4196,-72.59,88.48,8770.73144
128, 2018-07-09 07:39:29,-8192,-414,1579,-4806,-210,-2307,-72.63,87.98,8353.053394
129, 2018-07-09 07:39:29,-8192,4010,3125,41,6652,1402,-72.99,87.79,9641.296023
