device, waktu, accx, accY, accZ
800, 22:42:22,-7744,488,2505
801, 22:42:22,-7730,489,2475
802, 22:42:22,-7754,466,2472
803, 22:42:22,-7753,478,2462
804, 22:42:22,-7753,521,2456
805, 22:42:22,-7792,495,2476
806, 22:42:22,-7753,481,2467
807, 22:42:22,-7764,514,2489
808, 22:42:22,-7745,540,2488
809, 22:42:23,-7759,516,2504
810, 22:42:23,-7765,514,2535
811, 22:42:23,-7718,546,2491
812, 22:42:23,-7722,511,2485
813, 22:42:23,-7816,505,2502
814, 22:42:23,-7751,513,2564
815, 22:42:23,-7720,492,2533
816, 22:42:23,-7739,522,2484
817, 22:42:23,-7778,506,2543
818, 22:42:23,-7740,520,2576
819, 22:42:23,-7731,502,2538
820, 22:42:23,-7721,536,2553
821, 22:42:23,-7724,516,2550
822, 22:42:24,-7767,501,2538
823, 22:42:24,-7742,509,2501
824, 22:42:24,-7723,515,2549
825, 22:42:24,-7728,530,2555
826, 22:42:24,-7758,508,2567
827, 22:42:24,-7738,497,2515
828, 22:42:24,-7740,499,2531
829, 22:42:24,-7747,497,2577
830, 22:42:24,-7730,488,2560
831, 22:42:24,-7708,466,2500
832, 22:42:24,-7790,471,2528
833, 22:42:24,-7759,475,2585
834, 22:42:24,-7729,493,2527
835, 22:42:24,-7732,477,2522
836, 22:42:24,-7745,506,2572
837, 22:42:24,-7716,498,2563
838, 22:42:24,-7773,515,2523
839, 22:42:24,-7740,488,2575
840, 22:42:24,-7756,521,2538
841, 22:42:24,-7731,537,2540
842, 22:42:24,-7686,496,2568
843, 22:42:24,-7751,489,2598
844, 22:42:24,-7752,487,2597
845, 22:42:24,-7701,497,2535
846, 22:42:24,-7775,517,2558
847, 22:42:24,-7735,510,2565
848, 22:42:24,-7718,549,2594
849, 22:42:25,-7683,526,2528
850, 22:42:25,-7800,515,2544
851, 22:42:25,-7753,500,2573
852, 22:42:25,-7707,500,2539
853, 22:42:25,-7729,509,2555
854, 22:42:25,-7731,528,2557
855, 22:42:25,-7723,486,2542
856, 22:42:25,-7738,497,2532
857, 22:42:25,-7751,496,2552
858, 22:42:25,-7724,499,2569
859, 22:42:25,-7725,496,2552
860, 22:42:25,-7770,454,2531
861, 22:42:25,-7728,461,2512
862, 22:42:25,-7731,468,2576
863, 22:42:25,-7721,495,2560
864, 22:42:25,-7761,482,2520
