device, waktu, accx, accY, accZ
1411, 22:53:55,-7796,-855,-864
1412, 22:53:55,-7755,-852,-913
1413, 22:53:55,-7798,-903,-934
1414, 22:53:56,-7920,-910,-968
1415, 22:53:56,-7922,-974,-1026
1416, 22:53:56,-7849,-975,-1058
1417, 22:53:56,-7844,-913,-1026
1418, 22:53:56,-7839,-920,-872
1419, 22:53:56,-7829,-861,-755
1420, 22:53:56,-7839,-832,-888
1421, 22:53:56,-7995,-915,-748
1422, 22:53:56,-7991,-749,-779
1423, 22:53:56,-7874,-579,-848
1424, 22:53:56,-7969,-641,-708
1425, 22:53:56,-7950,-703,-805
1426, 22:53:56,-7918,-750,-865
1427, 22:53:56,-7887,-749,-851
1428, 22:53:56,-7853,-735,-868
1429, 22:53:56,-7910,-793,-967
1430, 22:53:56,-7907,-883,-951
1431, 22:53:56,-7870,-851,-908
1432, 22:53:56,-7930,-782,-863
1433, 22:53:56,-7868,-738,-812
1434, 22:53:56,-7880,-709,-864
1435, 22:53:56,-7926,-709,-835
1436, 22:53:56,-7902,-659,-836
1437, 22:53:56,-7920,-694,-777
1438, 22:53:56,-7894,-771,-784
1439, 22:53:56,-7839,-788,-789
1440, 22:53:56,-7873,-822,-683
1441, 22:53:56,-7861,-863,-694
1442, 22:53:56,-7893,-850,-724
1443, 22:53:56,-7895,-858,-744
1444, 22:53:56,-7850,-828,-784
1445, 22:53:56,-7893,-810,-766
1446, 22:53:56,-7915,-844,-735
1447, 22:53:57,-7887,-861,-742
1448, 22:53:57,-7853,-909,-744
1449, 22:53:57,-7864,-833,-742
1450, 22:53:57,-7861,-823,-764
1451, 22:53:57,-7883,-854,-752
1452, 22:53:57,-7877,-873,-771
1453, 22:53:57,-7919,-847,-695
1454, 22:53:57,-7934,-876,-714
1455, 22:53:57,-7886,-872,-755
1456, 22:53:57,-7879,-909,-734
1457, 22:53:57,-7917,-866,-663
1458, 22:53:57,-7882,-868,-728
1459, 22:53:57,-7862,-880,-726
1460, 22:53:57,-7901,-885,-717
1461, 22:53:57,-7867,-837,-716
1462, 22:53:57,-7876,-837,-726
1463, 22:53:57,-7879,-889,-714
1464, 22:53:57,-7853,-906,-747
1465, 22:53:57,-7892,-927,-773
1466, 22:53:57,-7883,-922,-806
1467, 22:53:57,-7857,-913,-775
1468, 22:53:57,-7860,-906,-768
1469, 22:53:57,-7915,-878,-777
1470, 22:53:57,-7859,-879,-771
1471, 22:53:57,-7863,-864,-785
1472, 22:53:57,-7885,-884,-858
1473, 22:53:57,-7865,-873,-798
1474, 22:53:57,-7857,-888,-779
1475, 22:54:00,-7882,-878,-818
1476, 22:54:00,-7867,-889,-804
1477, 22:54:00,-7863,-861,-742
1478, 22:54:00,-7888,-847,-802
1479, 22:54:00,-7893,-852,-804
1480, 22:54:00,-7888,-844,-772
1481, 22:54:01,-7915,-865,-780
1482, 22:54:01,-7837,-876,-781
1483, 22:54:01,-7905,-888,-752
1484, 22:54:01,-7906,-884,-795
1485, 22:54:01,-7856,-903,-773
1486, 22:54:01,-7875,-868,-757
1487, 22:54:01,-7900,-885,-708
1488, 22:54:01,-7882,-897,-784
1489, 22:54:01,-7906,-878,-727
