device, waktu, accx, accY, accZ
4939, 23:22:12,-7813,-316,1821
4940, 23:22:12,-7782,-293,1840
4941, 23:22:12,-7856,-270,1708
4942, 23:22:12,-7771,-281,1845
4943, 23:22:13,-7885,-247,1748
4944, 23:22:13,-7958,-232,1790
4945, 23:22:13,-7860,-268,1824
4946, 23:22:13,-7831,-308,1810
4947, 23:22:13,-7964,-346,1763
4948, 23:22:13,-7895,-350,1819
4949, 23:22:13,-7866,-362,1764
4950, 23:22:13,-7903,-387,1853
4951, 23:22:13,-7906,-366,1842
4952, 23:22:13,-7905,-358,1762
4953, 23:22:13,-7911,-329,1749
4954, 23:22:13,-7917,-338,1788
4955, 23:22:13,-7945,-306,1746
4956, 23:22:13,-7920,-313,1791
4957, 23:22:13,-7857,-345,1816
4958, 23:22:13,-7913,-308,1814
4959, 23:22:13,-7868,-248,1792
4960, 23:22:13,-7915,-210,1755
4961, 23:22:13,-7948,-210,1785
4962, 23:22:13,-7918,-256,1703
4963, 23:22:13,-7928,-354,1696
4964, 23:22:13,-7928,-329,1699
4965, 23:22:13,-7987,-373,1558
4966, 23:22:13,-8068,-390,1608
4967, 23:22:13,-7897,-394,1608
4968, 23:22:13,-7835,-294,1719
4969, 23:22:13,-7830,-260,1728
4970, 23:22:13,-7821,-234,1821
4971, 23:22:13,-7862,-254,1777
4972, 23:22:13,-7901,-251,1734
4973, 23:22:14,-7921,-183,1733
4974, 23:22:14,-7900,-283,1799
4975, 23:22:14,-7898,-281,1823
4976, 23:22:14,-7896,-206,1772
4977, 23:22:14,-7894,-208,1809
4978, 23:22:14,-8063,-292,1764
4979, 23:22:14,-7943,-304,1523
4980, 23:22:14,-7942,-306,1667
4981, 23:22:14,-7920,-388,1666
4982, 23:22:14,-7888,-436,1663
4983, 23:22:14,-7903,-449,1576
4984, 23:22:14,-7930,-454,1631
4985, 23:22:14,-7935,-499,1610
4986, 23:22:14,-7802,-442,1611
4987, 23:22:14,-7871,-446,1614
4988, 23:22:14,-7951,-413,1570
4989, 23:22:14,-7939,-399,1569
4990, 23:22:14,-7961,-436,1515
4991, 23:22:14,-8009,-412,1513
4992, 23:22:14,-7972,-352,1488
4993, 23:22:14,-7959,-311,1514
4994, 23:22:14,-8104,-285,1405
4995, 23:22:14,-8110,-340,1485
4996, 23:22:14,-7851,-316,1635
4997, 23:22:14,-7870,-198,1751
4998, 23:22:14,-7894,-192,1606
4999, 23:22:14,-7911,-178,1689
5000, 23:22:14,-7832,-173,1732
5001, 23:22:14,-7863,-275,1761
5002, 23:22:14,-7860,-381,1629
