device, waktu, accx, accY, accZ
3299, 23:06:28,-7938,518,1963
3300, 23:06:28,-7866,501,1878
3301, 23:06:28,-7866,554,2144
3302, 23:06:28,-7743,495,1974
3303, 23:06:28,-7794,481,2020
3304, 23:06:28,-7929,506,2082
3305, 23:06:28,-7861,538,2032
3306, 23:06:28,-7839,539,2077
3307, 23:06:28,-7855,513,2009
3308, 23:06:28,-7794,526,2049
3309, 23:06:28,-7893,559,2045
3310, 23:06:28,-7835,490,2018
3311, 23:06:28,-7864,472,2057
3312, 23:06:28,-7861,511,2049
3313, 23:06:28,-7829,516,2046
3314, 23:06:28,-7854,480,2008
3315, 23:06:28,-7817,483,2088
3316, 23:06:28,-7861,555,2034
3317, 23:06:28,-7858,507,2021
3318, 23:06:28,-7857,406,2129
3319, 23:06:28,-7728,390,2055
3320, 23:06:28,-7763,478,2016
3321, 23:06:28,-8027,589,2103
3322, 23:06:28,-7732,498,1973
3323, 23:06:28,-7778,512,2122
3324, 23:06:28,-7775,459,1938
3325, 23:06:28,-7832,475,2112
3326, 23:06:29,-7840,486,2079
3327, 23:06:29,-7761,497,2009
3328, 23:06:29,-7795,498,2046
3329, 23:06:29,-7798,551,2038
3330, 23:06:29,-7834,464,2095
3331, 23:06:29,-7849,420,2086
3332, 23:06:29,-7864,481,2052
3333, 23:06:29,-7873,490,2031
3334, 23:06:29,-7806,484,2077
3335, 23:06:29,-7833,484,2016
3336, 23:06:29,-7835,490,2060
3337, 23:06:29,-7803,501,2042
3338, 23:06:29,-7849,527,2018
3339, 23:06:29,-7883,457,2001
3340, 23:06:29,-7861,509,2022
3341, 23:06:29,-7794,498,2002
3342, 23:06:29,-7837,482,2072
3343, 23:06:29,-7854,409,2008
3344, 23:06:29,-7898,454,1939
3345, 23:06:29,-7889,540,2123
3346, 23:06:29,-7772,496,1947
3347, 23:06:29,-7849,496,2058
3348, 23:06:29,-7857,484,2093
3349, 23:06:29,-7864,534,2028
3350, 23:06:29,-7826,503,1995
3351, 23:06:30,-7824,497,1975
3352, 23:06:30,-7844,519,2034
3353, 23:06:30,-7860,511,2013
3354, 23:06:30,-7816,489,1982
3355, 23:06:30,-7841,474,1972
3356, 23:06:30,-7861,490,1945
3357, 23:06:30,-7846,476,2003
3358, 23:06:30,-7863,527,1975
3359, 23:06:30,-7833,521,1933
3360, 23:06:30,-7857,486,1976
3361, 23:06:30,-7865,478,2004
3362, 23:06:30,-7851,477,1989
