device, waktu, accx, accY, accZ
3828, 23:15:00,-7901,-41,1815
3829, 23:15:00,-7885,-41,1800
3830, 23:15:00,-7873,-25,1737
3831, 23:15:00,-7954,-25,1816
3832, 23:15:00,-7855,-94,1696
3833, 23:15:00,-7912,-43,1832
3834, 23:15:00,-7896,-47,1807
3835, 23:15:00,-7955,-44,1796
3836, 23:15:00,-7894,-64,1768
3837, 23:15:00,-7890,-43,1771
3838, 23:15:00,-7922,-4,1832
3839, 23:15:00,-7905,0,1845
3840, 23:15:00,-7879,0,1788
3841, 23:15:00,-7918,4,1807
3842, 23:15:00,-7919,-17,1790
3843, 23:15:00,-7932,14,1802
3844, 23:15:00,-7870,38,1781
3845, 23:15:00,-7891,13,1766
3846, 23:15:00,-7876,0,1792
3847, 23:15:00,-7929,-16,1819
3848, 23:15:00,-7867,3,1777
3849, 23:15:00,-7943,2,1786
3850, 23:15:00,-7906,-33,1834
3851, 23:15:00,-7926,-14,1777
3852, 23:15:00,-7925,15,1830
3853, 23:15:00,-7921,19,1817
3854, 23:15:01,-7864,23,1774
3855, 23:15:01,-7901,-2,1774
3856, 23:15:01,-7946,10,1816
3857, 23:15:01,-7887,22,1864
3858, 23:15:01,-7874,26,1816
3859, 23:15:01,-7920,37,1807
3860, 23:15:01,-7932,33,1805
3861, 23:15:01,-7922,-1,1818
3862, 23:15:01,-7862,-12,1796
3863, 23:15:01,-7913,40,1797
3864, 23:15:01,-7905,11,1846
3865, 23:15:01,-7916,1,1842
3866, 23:15:01,-7875,-20,1724
3867, 23:15:01,-7967,-9,1884
3868, 23:15:01,-7884,-8,1816
3869, 23:15:01,-7903,-6,1826
3870, 23:15:01,-7941,-21,1839
3871, 23:15:01,-7913,-42,1820
3872, 23:15:01,-7888,-24,1787
3873, 23:15:01,-7921,-22,1824
3874, 23:15:01,-7914,-30,1832
3875, 23:15:01,-7893,-9,1810
3876, 23:15:01,-7903,-48,1803
3877, 23:15:01,-7879,-23,1825
3878, 23:15:01,-7926,-43,1817
3879, 23:15:01,-7895,-43,1754
3880, 23:15:01,-7925,-35,1808
3881, 23:15:01,-7875,-47,1792
3882, 23:15:01,-7952,5,1819
3883, 23:15:01,-7896,-39,1798
3884, 23:15:01,-7956,-21,1879
3885, 23:15:01,-7920,5,1779
3886, 23:15:01,-7868,-10,1784
3887, 23:15:01,-7922,-20,1874
3888, 23:15:01,-7877,-33,1755
3889, 23:15:01,-7958,-1,1818
3890, 23:15:01,-7876,-18,1828
3891, 23:15:01,-7888,-28,1786
3892, 23:15:01,-7950,-3,1812
3893, 23:15:01,-7939,2,1835
3894, 23:15:01,-7871,-54,1787
3895, 23:15:02,-7996,-32,1924
3896, 23:15:02,-7947,-26,1786
3897, 23:15:02,-7865,-20,1770
3898, 23:15:02,-7910,-22,1805
3899, 23:15:02,-7912,-39,1780
3900, 23:15:02,-7915,-24,1776
3901, 23:15:02,-7874,-45,1761
3902, 23:15:02,-7937,-38,1789
3903, 23:15:02,-7886,-1,1801
3904, 23:15:02,-7906,1,1807
3905, 23:15:02,-7828,-28,1744
3906, 23:15:02,-7939,-39,1794
3907, 23:15:02,-7906,-34,1803
3908, 23:15:02,-7906,-20,1776
3909, 23:15:02,-7928,-23,1794
3910, 23:15:02,-7949,-53,1792
3911, 23:15:02,-7870,-14,1759
3912, 23:15:02,-7918,-5,1819
3913, 23:15:02,-7899,-39,1763
3914, 23:15:02,-7909,-29,1739
3915, 23:15:02,-7892,-55,1792
3916, 23:15:02,-7902,-45,1770
3917, 23:15:02,-7917,-46,1819
3918, 23:15:02,-7911,-43,1809
3919, 23:15:02,-7865,-49,1749
3920, 23:15:02,-7970,-22,1789
