No, id_percobaan, id_pasien, waktu, accx, accY, accZ, gyroX, gyroY, gyroZ, roll, pitch
1039,5,2, 2018-07-09 08:36:20,-6823,377,2572,5738,2129,-422,-63.41,17.35
1040,5,2, 2018-07-09 08:36:20,-7376,-97,1577,4459,1176,-891,-63.53,17.77
1041,5,2, 2018-07-09 08:36:20,-8192,800,-1521,2970,3179,-1689,-63.77,18
1042,5,2, 2018-07-09 08:36:20,-8192,1387,445,3964,-2141,-1268,-63.75,18.21
1043,5,2, 2018-07-09 08:36:20,-6866,1381,403,3711,-870,-2228,-63.65,18.43
1044,5,2, 2018-07-09 08:36:20,-6824,793,323,3463,-241,-2953,-63.63,18.62
1045,5,2, 2018-07-09 08:36:20,-7176,680,-1239,3066,-2897,-2729,-63.48,18.77
1046,5,2, 2018-07-09 08:36:20,-7607,1106,-254,4057,-988,-2562,-63.43,18.99
1047,5,2, 2018-07-09 08:36:20,-7044,700,216,3621,-460,-1840,-63.39,19.3
1048,5,2, 2018-07-09 08:36:20,-7313,142,-564,3535,-1028,-1254,-63.33,19.48
1049,5,2, 2018-07-09 08:36:20,-7530,-147,-672,2926,-1588,-931,-63.24,19.63
1050,5,2, 2018-07-09 08:36:21,-7488,294,-485,486,-1629,-126,-63.1,19.67
1051,5,2, 2018-07-09 08:36:21,-8020,185,-916,-279,-2414,-83,-62.92,19.61
1052,5,2, 2018-07-09 08:36:21,-8192,-28,-1060,-203,-1413,-381,-62.87,19.56
1053,5,2, 2018-07-09 08:36:21,-7825,502,-1292,-784,96,1,-62.91,19.47
1054,5,2, 2018-07-09 08:36:21,-8192,340,-938,-1921,468,327,-62.99,19.33
1055,5,2, 2018-07-09 08:36:21,-8192,1582,-2650,-56,2323,533,-63.17,19.28
1056,5,2, 2018-07-09 08:36:21,-8192,3530,-2460,1804,899,887,-63.43,19.41
1057,5,2, 2018-07-09 08:36:21,-8192,1578,-684,4018,-1069,597,-63.46,19.6
1058,5,2, 2018-07-09 08:36:21,-8192,-1165,1674,3989,-5970,-1145,-63.15,19.87
1059,5,2, 2018-07-09 08:36:21,-8192,-712,2255,1071,3129,-2055,-63.3,19.88
1060,5,2, 2018-07-09 08:36:21,-6310,1108,3798,3307,5369,-1288,-63.63,20.02
1061,5,2, 2018-07-09 08:36:21,-4853,2724,2397,3912,-354,119,-63.7,20.37
1062,5,2, 2018-07-09 08:36:21,-7197,1039,915,2252,-2595,-815,-63.52,20.52
1063,5,2, 2018-07-09 08:36:21,-8192,-1315,52,-4105,8594,278,-64.36,20.28
1064,5,2, 2018-07-09 08:36:21,-8192,-1716,527,-3261,1052,3128,-64.51,19.99
1065,5,2, 2018-07-09 08:36:21,-5796,573,829,-4171,-544,3611,-64.45,19.58
1066,5,2, 2018-07-09 08:36:21,-5438,2189,670,-4811,1462,2993,-64.48,19.28
1067,5,2, 2018-07-09 08:36:21,-7904,888,-868,-5308,2425,1140,-64.58,18.82
1068,5,2, 2018-07-09 08:36:21,-7420,1117,-487,-4167,2881,1937,-64.77,18.54
1069,5,2, 2018-07-09 08:36:21,-7414,1203,-592,-4630,1906,1372,-64.9,18.23
1070,5,2, 2018-07-09 08:36:21,-6293,2044,-88,-4140,-1465,387,-64.83,17.83
1071,5,2, 2018-07-09 08:36:21,-6363,2221,-583,-3068,-1764,63,-64.68,17.62
1072,5,2, 2018-07-09 08:36:21,-7367,2063,-895,-2578,-2604,-946,-64.52,17.46
1073,5,2, 2018-07-09 08:36:21,-8192,2027,-1573,-1683,-1081,-1369,-64.49,17.33
1074,5,2, 2018-07-09 08:36:21,-8192,1218,-2059,375,3032,-861,-64.66,17.31
1075,5,2, 2018-07-09 08:36:21,-8192,1476,-2252,-1003,718,386,-64.94,17.24
1076,5,2, 2018-07-09 08:36:21,-7869,1808,-2163,-1934,426,76,-65,17.13
1077,5,2, 2018-07-09 08:36:21,-8067,856,-2149,-2715,-850,-765,-65,16.83
1078,5,2, 2018-07-09 08:36:21,-8192,3057,575,-1670,-7645,2773,-64.73,16.72
1079,5,2, 2018-07-09 08:36:21,-8192,2988,4,1642,-9497,5962,-64.18,16.77
1080,5,2, 2018-07-09 08:36:21,-8192,2255,2643,4016,-4259,3190,-63.84,17
1081,5,2, 2018-07-09 08:36:21,-6690,1123,3105,1793,5499,-1158,-64.08,17.15
1082,5,2, 2018-07-09 08:36:21,-3386,-468,2480,-2677,6194,-3390,-64.41,17.01
1083,5,2, 2018-07-09 08:36:21,-3033,-1252,2768,-3422,566,-2277,-64.46,16.72
1084,5,2, 2018-07-09 08:36:21,-5677,467,2788,-1793,-8603,2893,-63.99,16.57
1085,5,2, 2018-07-09 08:36:21,-8192,3947,-6596,-2167,1512,175,-63.78,16.44
1086,5,2, 2018-07-09 08:36:21,-8192,2367,1404,4236,1823,-833,-64.15,16.75
1087,5,2, 2018-07-09 08:36:21,-7588,1190,230,1862,-2446,-1963,-64,16.86
1088,5,2, 2018-07-09 08:36:21,-6353,246,715,1480,1942,-2692,-64.08,16.97
1089,5,2, 2018-07-09 08:36:21,-6864,550,-515,1205,3066,-2393,-64.31,17.03
1090,5,2, 2018-07-09 08:36:22,-7256,637,-639,1236,698,-1924,-64.38,17.07
1091,5,2, 2018-07-09 08:36:22,-7032,-186,1,132,-659,-1651,-64.36,17.07
1092,5,2, 2018-07-09 08:36:22,-6885,241,-716,-2198,-702,-549,-64.31,16.91
1093,5,2, 2018-07-09 08:36:22,-7249,620,-1831,-1707,-2408,316,-64.16,16.75
1094,5,2, 2018-07-09 08:36:22,-7888,1303,-1496,-502,-2069,499,-64.05,16.7
1095,5,2, 2018-07-09 08:36:22,-8080,1165,-1782,-2,-1338,306,-63.99,16.68
1096,5,2, 2018-07-09 08:36:22,-8192,1373,-1737,1507,305,179,-64.08,16.75
1097,5,2, 2018-07-09 08:36:22,-8007,1138,-1263,2128,-1148,789,-64.06,16.86
1098,5,2, 2018-07-09 08:36:22,-8192,1993,-2704,3032,-516,1367,-64.13,17.08
1099,5,2, 2018-07-09 08:36:22,-8192,2752,-826,4140,-4367,1129,-64,17.3
1100,5,2, 2018-07-09 08:36:22,-8192,-539,1129,-339,-4309,-3134,-63.74,17.34
1101,5,2, 2018-07-09 08:36:22,-8192,-651,1950,-1315,-534,-3545,-63.72,17.19
1102,5,2, 2018-07-09 08:36:22,-5595,1127,2920,1746,2250,-401,-63.79,17.24
1103,5,2, 2018-07-09 08:36:22,-4230,2064,2529,4374,2785,2818,-63.9,17.49
1104,5,2, 2018-07-09 08:36:22,-7724,323,2252,1378,-1724,478,-63.81,17.71
1105,5,2, 2018-07-09 08:36:22,-8192,-642,-984,-1433,9523,-676,-64.24,17.61
1106,5,2, 2018-07-09 08:36:22,-7791,-97,12,-3756,5802,2635,-65,17.22
1107,5,2, 2018-07-09 08:36:22,-5675,484,438,-4091,3769,2605,-65.36,16.83
1108,5,2, 2018-07-09 08:36:22,-5276,582,687,-6613,1080,633,-65.49,16.25
1109,5,2, 2018-07-09 08:36:22,-6943,849,448,-8027,-897,722,-65.4,15.52
1110,5,2, 2018-07-09 08:36:22,-8119,1490,-787,-6986,355,-126,-65.42,15.06
1111,5,2, 2018-07-09 08:36:22,-7550,2815,-658,-5685,1062,-550,-65.5,14.7
1112,5,2, 2018-07-09 08:36:22,-6953,3036,-1019,-4371,1081,-1658,-65.55,14.43
1113,5,2, 2018-07-09 08:36:22,-6711,2422,-1165,-3280,1312,-2288,-65.61,14.23
1114,5,2, 2018-07-09 08:36:22,-7253,1845,-1520,-2662,-3351,-1771,-65.41,14.05
1115,5,2, 2018-07-09 08:36:22,-8156,1721,-1390,-3130,-3327,-1847,-65.22,13.87
1116,5,2, 2018-07-09 08:36:22,-8192,1848,-2018,-2776,-566,-1385,-65.2,13.68
1117,5,2, 2018-07-09 08:36:22,-8192,2023,-1876,-2541,727,-322,-65.28,13.53
1118,5,2, 2018-07-09 08:36:22,-8192,1632,-2262,-2894,1584,-560,-65.41,13.35
1119,5,2, 2018-07-09 08:36:22,-7702,2063,-2192,-1659,1395,268,-65.51,13.23
1120,5,2, 2018-07-09 08:36:22,-8192,2455,62,-2674,-2642,2712,-65.49,13.09
1121,5,2, 2018-07-09 08:36:22,-8192,3537,-1071,2608,-5223,6593,-65.19,13.18
1122,5,2, 2018-07-09 08:36:22,-8192,2483,2393,3773,-4988,6767,-64.88,13.47
1123,5,2, 2018-07-09 08:36:23,-5903,-1400,3736,-2860,5884,-2687,-65.27,13.36
1124,5,2, 2018-07-09 08:36:23,-5437,-2586,1640,-4532,1397,-4583,-65.39,13.01
1125,5,2, 2018-07-09 08:36:23,-6316,-101,-1931,-1965,5893,4721,-65.56,12.84
